排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1201,6968,萬達寵物,41.5,0.0,0.0,26W38,09/18,28.2,-0.29,32.8,-0.17,41.2,-0.97,46.3,0.0
1202,6609,瀧澤科,39.1,0.1,0.26,26W38,09/18,35.5,0.34,38.6,-0.56,41.2,-0.21,43.3,-0.99
1203,4529,淳紳,3.44,-0.01,-0.29,26W38,09/18,30.8,0.0,37.0,0.02,41.2,0.01,44.4,0.01
1204,6642,富致,78.2,2.6,3.44,26W38,09/18,26.0,0.57,32.7,0.0,41.2,-0.01,45.2,0.0
1205,9927,泰銘,70.0,0.2,0.29,26W38,09/18,33.7,0.05,37.2,0.18,41.1,0.0,42.9,0.0
1206,2916,滿心,40.55,-0.1,-0.25,26W38,09/18,30.0,-0.22,36.2,-0.01,41.1,0.0,42.4,0.0
1207,2331,精英,18.9,-0.1,-0.53,26W38,09/18,34.4,-0.1,38.1,-0.08,41.0,-0.15,43.9,0.1
1208,1474,弘裕,10.05,0.0,0.0,26W38,09/18,29.5,0.09,35.2,-0.04,41.0,-0.11,43.0,-0.55
1209,00982B,FT投資級債20+,9.42,0.02,0.21,26W38,09/18,23.2,-0.11,26.7,0.46,41.0,1.83,42.9,-0.06
1210,1342,八貫,102.0,1.5,1.49,26W38,09/18,32.6,-0.09,37.1,-0.43,40.9,-0.46,44.1,0.13
1211,2732,六角,62.3,-0.5,-0.8,26W38,09/18,35.5,-0.02,40.3,0.01,40.9,0.01,45.9,0.0
1212,7703,銳澤,203.0,4.5,2.27,26W38,09/18,31.1,0.03,36.3,-0.03,40.9,-0.03,46.1,0.0
1213,7819,精誠金融,34.35,-0.2,-0.58,26W38,09/18,34.0,0.0,38.7,0.0,40.9,0.0,40.9,0.0
1214,3628,盈正,73.5,-0.5,-0.68,26W38,09/18,30.9,-0.02,36.0,0.07,40.8,0.0,40.8,0.0
1215,00664R,國泰臺灣加權反1,1.56,-0.03,-1.89,26W38,09/18,18.1,-0.61,28.6,-0.95,40.8,-1.22,49.6,-1.07
1216,4123,晟德,30.9,0.1,0.32,26W38,09/18,30.7,-0.51,36.1,-0.42,40.8,-0.7,43.5,-0.24
1217,5340,建榮,83.1,1.6,1.96,26W38,09/18,35.3,1.32,37.4,1.2,40.8,0.64,44.1,0.59
1218,6203,海韻電,59.6,0.0,0.0,26W38,09/18,36.6,-0.08,39.0,-0.28,40.8,0.0,44.4,0.0
1219,6637,醫影,54.6,0.2,0.37,26W38,09/18,34.3,0.0,37.2,0.0,40.8,0.0,40.8,0.0
1220,2032,新鋼,17.1,0.25,1.48,26W38,09/18,33.8,0.2,36.9,0.09,40.7,0.07,45.2,0.48
1221,2313,華通,228.5,10.0,4.58,26W38,09/18,36.5,0.41,38.7,0.33,40.7,0.35,42.6,0.44
1222,7757,金色三麥,90.0,1.8,2.04,26W38,09/18,22.8,0.02,29.3,0.02,40.7,0.02,47.4,0.0
1223,3691,碩禾,97.5,2.6,2.74,26W38,09/18,32.8,-0.01,37.4,-0.17,40.7,-0.53,42.2,-0.01
