"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1501","2497","怡利電","45.65","-0.2","-0.44","26W29","07/17","23.9","+0.41","27.3","+0.54","30.2","+0.43","33","-0.02"
"1502","2883B","凱基金乙特","8.18","-0.01","-0.12","26W29","07/17","21.4","-0.03","27.5","-0.03","34.5","-0.06","38.8","+0.02"
"1503","6934","心誠鎂","74.1","+1.7","+2.35","26W29","07/17","20.5","-0.49","25.9","-0.16","34","-0.16","35.2","-0.16"
"1504","3443","創意","6015","+95","+1.6","26W29","07/17","21.6","-0.17","26.7","+0.49","35.7","+0.44","41.7","+0.58"
"1505","2221","大甲","79.7","+5.1","+6.84","26W29","07/17","27.7","-2.16","30.6","-1.84","34.2","-1.12","35.3","0"
"1506","4569","六方科-KY","165.5","-3","-1.78","26W29","07/17","16.4","+0.04","19.6","+0.66","33.6","0","35.4","0"
"1507","9945","潤泰新","28","-0.6","-2.1","26W29","07/17","25.9","-0.23","30.9","-0.27","35.1","-0.29","37.3","-0.35"
"1508","1324","地球","10.25","+0.05","+0.49","26W29","07/17","29","+0.04","31.8","+0.01","33.3","+0.01","36.3","0"
"1509","6409","旭隼","1030","-15","-1.44","26W29","07/17","20","-0.13","26.7","+0.15","33.8","+0.42","41","+0.4"
"1510","6951","青新-創","72","+0.4","+0.56","26W29","07/17","25","+0.3","29.8","+0.05","33.8","0","34.7","0"
"1511","1799","易威","29.95","-0.1","-0.33","26W29","07/17","22","-0.08","27.4","-0.01","31.9","0","32.9","0"
"1512","8916","光隆","41.1","+0.1","+0.24","26W29","07/17","23","+0.06","28.3","+0.11","33.1","+0.11","35.7","+0.11"
"1513","4571","鈞興-KY","160.5","-0.5","-0.31","26W29","07/17","26.3","+0.32","30.2","+0.03","33.8","-0.02","38.8","-0.02"
"1514","5468","凱鈺","25.35","-0.2","-0.78","26W29","07/17","25.6","-0.07","28.6","-1.06","34.2","-0.93","35.8","-0.93"
"1515","3022","威強電","90.3","-1.2","-1.31","26W29","07/17","30","+0.59","33.8","+0.34","37.4","+0.91","40.8","+1"
"1516","4576","大銀微系統","216","+0.5","+0.23","26W29","07/17","28.1","+0.1","30.8","+0.31","34.4","-0.31","36.1","-0.34"
"1517","3205","佰研","47.1","-0.7","-1.46","26W29","07/17","23.4","-0.16","28.6","-0.38","33.1","-0.6","35","0"
"1518","6274","台燿","1490","+45","+3.11","26W29","07/17","23.6","+0.48","28.1","+0.48","33.5","-0.25","36.6","+0.39"
"1519","4205","中華食","69.3","-0.4","-0.57","26W29","07/17","23.2","0","26.9","0","34","0","37.1","0"
"1520","2324","仁寶","39.7","-0.05","-0.13","26W29","07/17","32.1","-0.37","35","-0.39","37.2","-0.38","38.9","-0.33"
"1521","7769","鴻勁","6490","+145","+2.29","26W29","07/17","17.8","-0.17","24.8","-0.07","32.7","+0.28","38.4","+0.03"
"1522","1532","勤美","22.9","-0.05","-0.22","26W29","07/17","23.6","-0.04","28.9","-0.23","33.6","-0.09","37.4","-0.07"
"1523","8481","政伸","41.2","0","0","26W29","07/17","16.5","+0.06","24.8","+0.3","33.5","-0.01","39.3","-0.01"
"1524","2941","米斯特","29.85","+0.05","+0.17","26W29","07/17","15.8","0","22.8","0","33.5","0","51.8","0"
