"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股800張以下(%)","800張以下增減","持股1千張以下(%)","1千張以下增減","持股超過1千張(%)","超過1千張增減"
"330","00685L","群益臺灣加權正2","11.01","-0.04","-0.36","26W31","07/31","80","+1.98","82.3","+1.99","17.7","-1.98"
"331","5315","光聯","19.3","+0.05","+0.26","26W31","07/31","76.1","+0.22","77.6","+0.22","22.4","-0.22"
"332","00947","台新臺灣IC設計","35.14","-0.36","-1.01","26W31","07/31","81.9","+0.26","82.8","-0.03","17.2","+0.03"
"333","4714","永捷","10.4","-0.15","-1.42","26W31","07/31","76.6","+0.97","78.1","+0.14","21.9","-0.14"
"334","009810","玉山全球藍籌100","21.74","-0.12","-0.55","26W31","07/31","72.3","-5.66","77.1","-0.8","22.9","+0.8"
"335","6423","億而得","76.1","0","0","26W31","07/31","74.9","-0.12","77.9","-0.12","22.1","+0.12"
"336","6885","全福生技","21.1","+0.1","+0.48","26W31","07/31","72.7","0","77.5","0","22.5","0"
"337","2349","錸德","10.95","+0.05","+0.46","26W31","07/31","75.7","-0.08","77.9","-0.22","22.1","+0.22"
"338","6151","晉倫","35","0","0","26W31","07/31","71.3","-0.07","77.5","-0.09","22.5","+0.09"
"339","3163","波若威","671","-39","-5.49","26W31","07/31","76.7","+2.25","77.8","+0.01","22.2","-0.01"
"340","5274","信驊","16345","-405","-2.42","26W31","07/31","77.9","-0.22","80.5","-0.22","19.5","+0.22"
"341","00981T","平衡凱基雙核收息","11.91","-0.07","-0.58","26W31","07/31","73.6","-0.4","76","-0.45","24","+0.45"
"342","5608","四維航","13.25","0","0","26W31","07/31","75.7","-0.4","77.5","-0.16","22.5","+0.16"
"343","3484","崧騰","51.7","-0.4","-0.77","26W31","07/31","74.3","0","77.6","0","22.4","0"
"344","00963","中信全球高股息","13.35","-0.01","-0.07","26W31","07/31","73.3","-1.1","75.2","-1.13","24.8","+1.13"
"345","00663L","國泰臺灣加權正2","96.6","-0.35","-0.36","26W31","07/31","81.1","+1.31","82.2","+1.25","17.8","-1.25"
"346","4906","正文","33.95","-1.55","-4.37","26W31","07/31","75.9","-0.39","77.8","+0.52","22.2","-0.52"
"347","6596","寬宏藝術","89.8","+0.7","+0.79","26W31","07/31","77.3","0","77.3","0","22.7","0"
"348","5222","全訊","112.5","-0.5","-0.44","26W31","07/31","73.3","-0.04","77.3","-0.04","22.7","+0.04"
"349","00865B","國泰US短期公債","49.32","+0.02","+0.04","26W31","07/31","74.8","-2.15","76.7","-1.83","23.3","+1.83"
"350","8071","能率網通","23.15","0","0","26W31","07/31","74","-1.69","75.4","-1.69","24.6","+1.69"
"351","3317","尼克森","67.3","-2.5","-3.58","26W31","07/31","74.2","-2.9","77.1","0","22.9","0"
"352","2375","凱美","117.5","-5.5","-4.47","26W31","07/31","74","-3.92","77.2","-2.33","22.8","+2.33"
"353","6716","應廣","95.7","+8.7","+10","26W31","07/31","74","-0.33","77.3","-0.33","22.7","+0.33"
"354","3548","兆利","76.1","-1.4","-1.81","26W31","07/31","74.5","-1.18","77.1","+0.07","22.9","-0.06"
"355","0061","元大寶滬深","25.15","+0.38","+1.53","26W31","07/31","77.2","+0.52","78.2","+0.66","21.8","-0.66"
"356","910861","神州-DR","3.91","0","0","26W31","07/31","74.2","+0.01","76.9","0","23.1","0"
"357","3546","宇峻","74.6","-0.7","-0.93","26W31","07/31","76.9","0","76.9","0","23.1","0"
"358","4916","事欣科","108","0","0","26W31","07/31","76.4","+0.92","77.8","+0.87","22.2","-0.87"
"359","3615","安可","34.5","-1.25","-3.5","26W31","07/31","74.2","-1.22","76.9","0","23.1","0"
"360","3035","智原","172","+1","+0.58","26W31","07/31","74.6","+1.36","76.4","+1.37","23.6","-1.37"
"361","1540","喬福","20","-0.2","-0.99","26W31","07/31","75.7","+2.94","76.8","-0.38","23.2","+0.38"
"362","2374","佳能","70","+0.4","+0.57","26W31","07/31","75.7","+0.36","77.5","+0.92","22.5","-0.92"
"363","4909","新復興","38.2","-0.15","-0.39","26W31","07/31","77.1","+0.02","77.1","+0.02","22.9","-0.02"
"364","8936","國統","52.7","+0.4","+0.76","26W31","07/31","73.7","-0.27","76.5","-0.6","23.5","+0.6"
"365","3207","耀勝","41.4","-0.2","-0.48","26W31","07/31","71.8","-1.28","77.1","0","22.9","0"
"366","4923","力士","45.35","+0.95","+2.14","26W31","07/31","74.2","0","76.7","0","23.3","0"
"367","3158","嘉實","83.6","0","0","26W31","07/31","73.5","0","76.6","0","23.4","0"
"368","1310","台苯","7.97","-0.03","-0.38","26W31","07/31","75.4","+0.37","76.4","+0.05","23.6","-0.05"
"369","6275","元山","44.2","-1.05","-2.32","26W31","07/31","76.6","0","76.6","0","23.4","0"
"370","2641","正德","17.3","+0.15","+0.87","26W31","07/31","75.4","-0.13","76.8","+0.42","23.2","-0.42"
"371","00989A","主動摩根美國科技","17.14","+0.11","+0.65","26W31","07/31","82.5","-0.46","83.6","+0.68","16.4","-0.68"
"372","1781","合世","11.35","-0.1","-0.87","26W31","07/31","70.4","0","76.5","0","23.5","0"
"373","3537","堡達","51.4","-1.4","-2.65","26W31","07/31","73.5","0","76.5","0","23.5","0"
"374","4108","懷特","11.15","0","0","26W31","07/31","74.7","+0.02","76.4","0","23.6","0"
"375","3338","泰碩","64","-1.2","-1.84","26W31","07/31","75.2","0","76.2","0","23.8","0"
"376","3128","昇銳","21.6","-0.25","-1.14","26W31","07/31","74.2","+0.01","76.2","+0.01","23.8","-0.01"
"377","3535","晶彩科","85.2","-2.1","-2.41","26W31","07/31","74.9","-1.98","74.9","-1.98","25.1","+1.98"
"378","912000","晨訊科-DR","2.62","-0.04","-1.5","26W31","07/31","75","+0.44","76.7","+0.46","23.3","-0.46"
"379","3419","譁裕","12","+0.2","+1.69","26W31","07/31","74","-0.11","76.1","-0.14","23.9","+0.14"
"380","6290","良維","202","-12","-5.61","26W31","07/31","70.4","+2.58","75.2","+3.16","24.8","-3.16"
"381","00706L","期元大S&P日圓正2","19.22","-0.17","-0.88","26W31","07/31","73.5","-3.27","76.6","-2.62","23.4","+2.62"
"382","00876","元大全球5G","88","0","0","26W31","07/31","76.6","-0.07","76.6","-0.07","23.4","+0.07"
"383","4976","佳凌","36.25","-0.9","-2.42","26W31","07/31","73.2","+0.06","75.7","+0.75","24.3","-0.75"
"384","00980A","主動野村臺灣優選","23.57","-0.16","-0.67","26W31","07/31","85.8","+0.44","86.2","+0.7","14.3","-0.15"
"385","6189","豐藝","48.6","-0.35","-0.72","26W31","07/31","71.3","-0.04","75.9","-0.07","24.1","+0.07"
"386","2367","燿華","41.4","-1","-2.36","26W31","07/31","73.6","-0.09","74.5","+0.04","25.5","-0.04"
"387","2489","瑞軒","30.85","-0.85","-2.68","26W31","07/31","73.7","-0.03","74.3","-0.29","25.7","+0.29"
"388","6224","聚鼎","55","-1.5","-2.65","26W31","07/31","70","+0.15","75.5","+1.29","24.5","-1.29"
"389","00991A","主動復華未來50","16.86","-0.3","-1.75","26W31","07/31","83.5","-0.23","84.5","-0.22","15.6","+0.3"
"390","3402","漢科","126","-3.5","-2.7","26W31","07/31","73","+0.04","75.5","0","24.5","0"
"391","2457","飛宏","22.95","-0.5","-2.13","26W31","07/31","74.7","+0.73","75.5","+0.66","24.5","-0.65"
"392","911868","同方友友-DR","1.19","+0.01","+0.85","26W31","07/31","73","0","76.1","-0.08","23.9","+0.08"
"393","4557","永新-KY","48.55","-0.25","-0.51","26W31","07/31","69.5","+1.62","74.7","+3.3","25.3","-3.3"
"394","3379","彬台","29.95","+2.7","+9.91","26W31","07/31","75.2","0","75.2","0","24.8","0"
"395","3592","瑞鼎","244.5","-1","-0.41","26W31","07/31","74.2","+0.78","75.5","-0.27","24.5","+0.27"
"396","3541","西柏","20.8","+0.1","+0.48","26W31","07/31","70.6","-0.01","75.2","+0.01","24.8","-0.01"
"397","1264","德麥","256","+1","+0.39","26W31","07/31","61","0","75.2","0","24.8","0"
"398","3373","熱映","16.65","-0.05","-0.3","26W31","07/31","75.1","0","75.1","0","24.9","0"
"399","2929","淘帝-KY","5.52","+0.01","+0.18","26W31","07/31","73.6","+0.05","75.1","+0.06","24.9","-0.06"
"400","0050","元大台灣50","102.85","-0.45","-0.44","26W31","07/31","75.9","+1.23","76.2","+1.24","23.8","-1.24"
"401","8111","立碁","59.4","-3.2","-5.11","26W31","07/31","72.4","-1.69","74","-1.02","26","+1.02"
"402","5493","三聯","78.6","+0.4","+0.51","26W31","07/31","67.3","0","75.1","0","24.9","0"
"403","3051","力特","22.9","+0.2","+0.88","26W31","07/31","72.8","+0.01","75","+0.01","25","-0.01"
"404","8011","台通","16.3","-0.1","-0.61","26W31","07/31","72.8","-0.01","75","-0.01","25","+0.01"
"405","8102","傑霖科技","68.3","+0.1","+0.15","26W31","07/31","74.9","+0.06","74.9","+0.06","25.1","-0.06"
"406","6231","系微","228","-0.5","-0.22","26W31","07/31","74.9","-0.01","74.9","-0.01","25.1","+0.01"
"407","8081","致新","256","-5","-1.92","26W31","07/31","73.3","0","76.3","0","23.7","0"
"408","00719B","元大美債1-3","31.45","-0.02","-0.06","26W31","07/31","40","-1.9","41.3","-2.06","58.7","+2.06"
"409","8272","全景軟體","64.4","+0.1","+0.16","26W31","07/31","70.4","0","74.8","0","25.2","0"
"410","8076","伍豐","23.15","0","0","26W31","07/31","70.7","-0.09","74.4","-0.05","25.6","+0.05"
"411","00652","富邦印度","34.14","-0.32","-0.93","26W31","07/31","73.3","-0.8","74.8","+0.71","25.2","-0.71"
"412","4160","訊聯基因","40.15","+0.2","+0.5","26W31","07/31","74.6","0","74.6","0","25.4","0"
"413","00864B","中信美國公債0-1","47.11","+0.01","+0.02","26W31","07/31","71.6","-1.26","73.3","-1.28","26.7","+1.28"
"414","6720","久昌","137.5","+2.5","+1.85","26W31","07/31","59.4","-2.88","74.5","0","25.5","0"
"415","4540","全球傳動","60","+4.2","+7.53","26W31","07/31","71.8","-0.17","73.5","-0.95","26.5","+0.95"
"416","1582","信錦","70.3","-1.8","-2.5","26W31","07/31","74","+1.26","74.6","-0.05","25.4","+0.05"
"417","6204","艾華","78.9","+2.1","+2.73","26W31","07/31","70.3","0","74.4","0","25.6","0"
"418","00676R","富邦臺灣加權反1","5.77","+0.04","+0.7","26W31","07/31","64.4","-6.24","68.8","-6.71","31.2","+6.71"
"419","00955","中信日本商社","15.8","+0.19","+1.22","26W31","07/31","74.9","-1.88","76.1","-2","23.9","+2"
"420","4749","新應材","809","-14","-1.7","26W31","07/31","74.1","+0.78","75.2","-1.1","24.8","+1.1"
"421","2439","美律","80.2","0","0","26W31","07/31","73.2","+0.5","74.3","+0.15","25.7","-0.15"
"422","6742","澤米","43.15","-0.9","-2.04","26W31","07/31","70.6","-1.15","74.1","0","25.9","0"
"423","00643","群益深証中小","19.29","+0.46","+2.44","26W31","07/31","71","+0.8","74.9","-0.31","25.1","+0.31"
"424","3518","柏騰","28.15","+2.55","+9.96","26W31","07/31","71.9","+0.18","73.8","+0.18","26.2","-0.18"
"425","00982D","主動富邦動態入息","9.87","-0.04","-0.4","26W31","07/31","71","-1.09","72.4","-2.29","27.6","+2.29"
"426","2399","映泰","42.55","-0.15","-0.35","26W31","07/31","71.1","-0.98","74.1","-1","25.9","+1.01"
"427","4979","華星光","488","0","0","26W31","07/31","71.9","+2.31","75.6","+1.56","24.4","-1.56"
"428","6645","金萬林-創","13.6","+0.15","+1.12","26W31","07/31","69.4","0","73.8","0","26.2","0"
"429","6215","和椿","99","+1.9","+1.96","26W31","07/31","72.6","+1.1","73.6","0","26.4","0"
"430","6169","昱泉","12.8","-0.5","-3.76","26W31","07/31","73.6","0","73.6","0","26.4","0"
"431","6244","茂迪","23.1","-0.65","-2.74","26W31","07/31","72.6","+1.4","73.8","+1.47","26.2","-1.47"
"432","3056","富華新","14.1","+0.05","+0.36","26W31","07/31","71.7","-0.15","73.5","-0.49","26.5","+0.49"
"433","2601","益航","6.25","-0.02","-0.32","26W31","07/31","71.3","-0.33","73.4","-0.24","26.6","+0.24"
"434","5014","建錩","10.75","+0.1","+0.94","26W31","07/31","68.7","0","72.6","0","27.4","0"
"435","4161","聿新科","23.7","+1.25","+5.57","26W31","07/31","70.3","-0.01","73.2","-0.01","26.8","+0.01"
"436","6492","生華科","37.7","-1","-2.58","26W31","07/31","72.1","-0.44","73.1","-0.44","26.9","+0.44"
"437","00990A","主動元大AI新經濟","15.68","-0.15","-0.95","26W31","07/31","70.2","+0.79","72.8","+0.68","27.2","-0.68"
"438","7402","邑錡","103.5","-1","-0.96","26W31","07/31","73","0","73","0","27","0"
"439","6761","穩得","153","-6","-3.77","26W31","07/31","70.2","0","73","0","27","0"
"440","5410","國眾","34.5","-3","-8","26W31","07/31","70","+1.87","72.9","+1.87","27.1","-1.87"
"441","8049","晶采","26.4","+0.1","+0.38","26W31","07/31","72","0","72.8","0","27.2","0"
"442","3356","奇偶","55.8","-0.3","-0.53","26W31","07/31","70.9","-0.62","73","+0.48","27","-0.48"
"443","00752","中信中國50","23.99","-0.01","-0.04","26W31","07/31","69.1","+0.3","70.1","+0.67","29.9","-0.67"
"444","4999","鑫禾","18.35","-0.05","-0.27","26W31","07/31","68.1","0","72.7","0","27.3","0"
"445","5490","同亨","30.7","-2.65","-7.95","26W31","07/31","70.2","+0.43","70.2","-2.41","29.8","+2.41"
"446","4440","宜新實業","17.45","0","0","26W31","07/31","66.2","+0.58","72.8","+0.58","27.2","-0.58"
"447","00943","兆豐電子高息等權","21.51","-0.19","-0.88","26W31","07/31","67.4","+1.04","69.8","+1.14","30.2","-1.14"
"448","2369","菱生","33.1","-1.15","-3.36","26W31","07/31","70.9","+1.56","72.1","+1.31","27.9","-1.31"
"449","3236","千如","40.9","-2.35","-5.43","26W31","07/31","70.4","-0.83","72.8","-0.97","27.2","+0.97"
"450","00908","富邦入息REITs+","15.56","-0.14","-0.89","26W31","07/31","67.2","-0.14","72.5","-0.15","27.5","+0.15"
"451","00984B","大華優利美A債15","16.07","-0.12","-0.74","26W31","07/31","71.7","-0.09","74","+0.05","26","-0.05"
"452","3260","威剛","416","-5","-1.19","26W31","07/31","73.8","-0.09","75.9","+1.03","24.1","-1.03"
"453","1609","大亞","37.05","+1.1","+3.06","26W31","07/31","71.4","+0.38","72.4","+0.75","27.6","-0.75"
"454","4171","瑞基","17.05","-0.15","-0.87","26W31","07/31","69.4","0","72.3","0","27.7","0"
"455","3176","基亞","33.7","+1.25","+3.85","26W31","07/31","70","+0.57","71.3","-0.03","28.7","+0.03"
"456","1528","恩德","18.55","0","0","26W31","07/31","71.8","-0.47","72.3","0","27.7","0"
"457","6509","聚和","47.5","+0.5","+1.06","26W31","07/31","68.7","+0.45","72","+0.46","28","-0.46"
"458","00984D","主動聯博全球非投","10.15","-0.01","-0.1","26W31","07/31","69.3","+0.21","74.1","+0.14","25.9","-0.13"
"459","00851","台新全球AI","71.05","-0.75","-1.04","26W31","07/31","72.1","0","72.1","0","27.9","0"
"460","1536","和大","51.4","+0.4","+0.78","26W31","07/31","71.7","+1.27","72.7","+0.64","27.3","-0.64"
"461","6918","愛派司","70.5","-0.6","-0.84","26W31","07/31","69.3","0","72","0","28","0"
"462","8048","德勝","52.2","-1.8","-3.33","26W31","07/31","69.3","+1.49","72.2","-0.03","27.8","+0.03"
"463","4721","美琪瑪","71.7","-0.3","-0.42","26W31","07/31","72","+1.13","72","0","28","0"
"464","8437","大地-KY","9.1","-0.12","-1.3","26W31","07/31","69.9","0","72","0","28","0"
"465","6547","高端疫苗","51.6","+2.7","+5.52","26W31","07/31","70.9","+0.3","71.7","-0.27","28.3","+0.27"
"466","3526","凡甲","282.5","-13.5","-4.56","26W31","07/31","62.2","+0.48","71.8","+3.21","28.2","-3.21"
"467","8033","雷虎","185","-5","-2.63","26W31","07/31","68.6","+1.42","71.9","+0.36","28.1","-0.36"
"468","1340","勝悅-KY","5.07","+0.01","+0.2","26W31","07/31","70.1","+0.69","71.8","+0.69","28.2","-0.69"
"469","3152","璟德","218","-4.5","-2.02","26W31","07/31","62.3","-0.06","71.8","-0.06","28.2","+0.06"
"470","1527","鑽全","32.6","+0.2","+0.62","26W31","07/31","71.1","-0.44","71.7","-0.44","28.3","+0.44"
"471","5386","青雲","271","0","0","26W31","07/31","69.2","0","71.7","0","28.3","0"
"472","4754","國碳科","36.4","+0.1","+0.28","26W31","07/31","65.4","0","71.5","0","28.5","0"
"473","3268","海德威","20.45","-0.35","-1.68","26W31","07/31","71.5","-0.03","71.5","-0.03","28.5","+0.03"
"474","6190","萬泰科","65.8","-2.2","-3.24","26W31","07/31","69.9","-0.66","71.3","-0.72","28.7","+0.72"
"475","5309","系統電","52","-1.2","-2.26","26W31","07/31","70.7","+0.11","71.5","+0.52","28.5","-0.52"
"476","3011","今皓","11.65","+0.1","+0.87","26W31","07/31","70.8","+0.48","71.5","-0.16","28.5","+0.16"
"477","3078","僑威","54.1","+0.7","+1.31","26W31","07/31","69","-0.39","71","0","29","0"
"478","3520","華盈","18.35","-0.1","-0.54","26W31","07/31","70.1","0","71.4","0","28.6","0"
"479","8054","安國","82.8","-0.6","-0.72","26W31","07/31","70.2","+0.91","71.1","+0.91","28.9","-0.91"
"480","4939","亞電","60.8","-0.6","-0.98","26W31","07/31","69.6","-1.32","71.2","-3.33","28.8","+3.33"
"481","5244","弘凱","33.15","-0.45","-1.34","26W31","07/31","65.6","-0.01","71","-0.01","29","+0.01"
"482","7749","意騰-KY","344","-3.5","-1.01","26W31","07/31","67","+0.06","71","0","29","0"
"483","8440","綠電","19.55","-0.05","-0.26","26W31","07/31","69","0","70.9","0","29.1","0"
"484","3322","建舜電","11.25","-0.15","-1.32","26W31","07/31","69.6","+2.17","70.9","+1.47","29.1","-1.47"
"485","5439","高技","241","+5","+2.12","26W31","07/31","64.7","+0.15","69.4","+1.05","30.6","-1.05"
"486","5251","天鉞電","25.85","-0.05","-0.19","26W31","07/31","68.3","0","70.8","0","29.2","0"
"487","00922","國泰台灣領袖50","39.55","-0.25","-0.63","26W31","07/31","70.7","-0.33","71.2","-0.25","28.8","+0.25"
"488","3717","聯嘉投控","24.05","+1.15","+5.02","26W31","07/31","69.6","+0.56","71.8","+1.04","28.2","-1.04"
"489","8074","鉅橡","53.4","-2.1","-3.78","26W31","07/31","70","+1.09","71","+0.16","29","-0.16"
"490","4739","康普","84.2","-3.3","-3.77","26W31","07/31","69.1","+0.46","69.8","+1.17","30.2","-1.17"
"491","009809","富邦淨零ESG50","17.15","-0.12","-0.69","26W31","07/31","71.8","-1.91","74.8","-1.74","25.2","+1.74"
"492","2465","麗臺","85.1","-0.4","-0.47","26W31","07/31","70.4","+1.01","70.4","0","29.6","0"
"493","8016","矽創","310.5","+2","+0.65","26W31","07/31","67.5","-0.08","70.5","-0.08","29.5","+0.08"
"494","4716","大立","16.65","-0.55","-3.2","26W31","07/31","69.4","-2.19","70.3","-2.19","29.7","+2.19"
"495","00981D","主動中信非投等債","10.47","-0.02","-0.19","26W31","07/31","64.3","+1.54","68.1","+1.41","31.9","-1.41"
"496","2061","風青","56.2","-2","-3.44","26W31","07/31","67.3","-0.13","70.2","-0.13","29.8","+0.13"
"497","6261","久元","78.4","-1.7","-2.12","26W31","07/31","66.6","+0.07","69.4","+0.7","30.6","-0.7"
"498","3227","原相","205.5","+1.5","+0.74","26W31","07/31","68.7","+0.34","71.6","+0.91","28.4","-0.91"
"499","8924","大田","51.5","-0.4","-0.77","26W31","07/31","69.1","+0.05","70.2","+0.05","29.8","-0.05"
"500","6570","維田","57.8","+1","+1.76","26W31","07/31","65.3","-0.01","70.3","0","29.7","0"
"501","4934","太極","14.15","-0.25","-1.74","26W31","07/31","68.1","+0.06","70.1","+0.02","29.9","-0.02"
"502","6160","欣技","14.05","-0.1","-0.71","26W31","07/31","66.4","0","70.3","0","29.7","0"
"503","6593","台灣銘板","32.25","-0.2","-0.62","26W31","07/31","67.5","-0.06","70.2","-0.05","29.8","+0.05"
"504","1580","新麥","112.5","0","0","26W31","07/31","66.5","0","70.1","0","29.9","0"
"505","009820","元大納斯達克精選","9.95","0","0","26W31","07/31","66.2","+1.11","69.5","+0.85","30.5","-0.85"
"506","6546","正基","60.3","+0.3","+0.5","26W31","07/31","67.4","+0.06","70.1","0","29.9","0"
"507","5498","凱崴","48.5","-1.6","-3.19","26W31","07/31","68.8","0","70.6","0","29.4","0"
"508","6568","宏觀","137.5","-2","-1.43","26W31","07/31","67","0","70.1","0","29.9","0"
"509","1526","日馳","18.25","-0.9","-4.7","26W31","07/31","70.1","0","70.1","0","29.9","0"
"510","6216","居易","21.9","+0.05","+0.23","26W31","07/31","69.2","0","70.1","0","29.9","0"
"511","8103","瀚荃","78.7","-5.8","-6.86","26W31","07/31","70.5","+0.75","70.5","-1.49","29.5","+1.49"
"512","3217","優群","142","-1","-0.7","26W31","07/31","65.1","+0.19","69.9","+0.08","30.1","-0.08"
"513","6590","普鴻","63.1","-1.2","-1.87","26W31","07/31","59","0","70","0","30","0"
"514","4541","晟田","65.9","+2.2","+3.45","26W31","07/31","62.7","-5.27","70.4","-2.78","29.6","+2.78"
"515","00647L","元大S&P500正2","141.45","-1.25","-0.88","26W31","07/31","70.6","+0.23","70.6","+0.23","29.4","-0.23"
"516","8436","大江","117","-2.5","-2.09","26W31","07/31","67.9","-0.25","69.5","-0.25","30.5","+0.25"
"517","3169","亞信","102.5","-2","-1.91","26W31","07/31","69.8","0","69.8","0","30.2","0"
"518","4195","基米-創","15.35","+0.05","+0.33","26W31","07/31","66.4","0","69.8","0","30.2","0"
"519","3434","哲固","30.8","-0.2","-0.65","26W31","07/31","69.8","-0.01","69.8","-0.01","30.2","+0.01"
"520","3092","鴻碩","23.7","+0.05","+0.21","26W31","07/31","68.9","-0.05","69.8","-0.05","30.2","+0.05"
"521","8104","錸寶","30.9","-0.25","-0.8","26W31","07/31","68.7","0","69.6","0","30.4","0"
"522","3479","安勤","138.5","-2.5","-1.77","26W31","07/31","67.3","+1.24","69.6","+0.08","30.4","-0.07"
"523","2836A","高雄銀甲特","24.25","0","0","26W31","07/31","65.1","-0.04","69.5","0","30.5","0"
"524","1815","富喬","85.9","-0.9","-1.04","26W31","07/31","69.8","+0.43","70.7","+0.46","29.3","-0.46"
"525","6126","信音","31.75","+0.2","+0.63","26W31","07/31","67.9","-0.21","69.3","-0.16","30.7","+0.16"
"526","00702","國泰標普低波高息","25.23","-0.02","-0.08","26W31","07/31","71.8","-12.9","84.7","0","15.3","0"
"527","4534","慶騰","34.3","+0.15","+0.44","26W31","07/31","66","+1.76","69","+1.74","31","-1.74"
"528","4510","高鋒","40.1","+1.25","+3.22","26W31","07/31","68.6","-0.12","69.4","-0.98","30.6","+0.98"
"529","8085","福華","11.3","+0.15","+1.35","26W31","07/31","65.3","-0.43","69.1","+0.79","30.9","-0.79"
"530","3324","雙鴻","1015","-45","-4.25","26W31","07/31","63.5","-1.8","69.9","-0.84","30.1","+0.84"
"531","6266","泰詠","24.5","+0.45","+1.87","26W31","07/31","67.2","0","69","0","31","0"
"532","6698","旭暉應材","34.15","-0.35","-1.01","26W31","07/31","66.4","0","68.9","0","31.1","0"
"533","3388","崇越電","72.6","-0.8","-1.09","26W31","07/31","65.8","+0.18","69.2","+0.16","30.8","-0.16"
"534","00966B","統一ESG投等債15+","13.69","-0.11","-0.8","26W31","07/31","67.4","+0.61","71.4","+1.3","28.6","-1.3"
"535","3019","亞光","129.5","-2","-1.52","26W31","07/31","68.1","+1.54","69","+0.57","31","-0.57"
"536","2363","矽統","53.7","+0.7","+1.32","26W31","07/31","68","+1.03","69.6","+0.13","30.4","-0.13"
"537","6782","視陽","218","+12","+5.83","26W31","07/31","66.1","0","68.8","0","31.2","0"
"538","5403","中菲","92.5","+0.8","+0.87","26W31","07/31","65.5","+0.02","68.9","+0.02","31.1","-0.02"
"539","00972","野村日本動能高息","21.96","+0.18","+0.83","26W31","07/31","67.9","-1.69","67.9","-1.69","32.1","+1.69"
"540","3363","上詮","582","-22","-3.64","26W31","07/31","68.8","+0.08","68.8","-0.8","31.2","+0.8"
