排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1801,2640,大車隊,170.5,-1.5,-0.87,26W38,09/18,14.1,0.06,17.8,0.07,26.3,0.07,32.6,0.07
1802,2538,基泰,8.46,-0.23,-2.65,26W38,09/18,16.2,-0.08,20.7,-0.03,26.3,0.26,29.5,0.14
1803,6870,騰雲,312.0,-10.0,-3.11,26W38,09/18,15.8,-0.03,18.7,0.54,26.2,1.75,32.8,0.01
1804,6971,惠民實業,24.4,0.0,0.0,26W38,09/18,21.1,-0.02,24.1,0.0,26.2,0.0,32.1,0.0
1805,5529,鉅陞,26.0,0.5,1.96,26W38,09/18,15.6,-0.11,20.2,-0.51,26.2,-0.46,28.4,0.02
1806,6227,茂綸,132.0,-5.5,-4.0,26W38,09/18,21.4,-3.07,24.5,-3.59,26.2,-3.33,28.5,-2.13
1807,8070,長華*,50.7,0.6,1.2,26W38,09/18,21.7,-0.22,24.2,-0.21,26.2,-0.29,27.4,-0.29
1808,2204,中華,52.7,0.1,0.19,26W38,09/18,21.8,0.05,24.3,-0.01,26.2,-0.04,27.1,-0.04
1809,2739,寒舍,37.0,0.25,0.68,26W38,09/18,20.4,-0.11,24.0,0.04,26.1,-0.02,27.7,-0.03
1810,4764,雙鍵,204.5,1.0,0.49,26W38,09/18,17.6,1.24,21.3,1.48,26.1,1.3,31.2,1.49
1811,2887I,台新新光辛特,9.52,0.0,0.0,26W38,09/18,18.1,-0.06,22.0,-0.06,26.1,-0.01,28.7,-0.01
1812,2356,英業達,61.7,0.2,0.33,26W38,09/18,22.5,0.06,24.3,0.07,26.1,0.07,27.5,0.11
1813,1519,華城,721.0,16.0,2.27,26W38,09/18,19.8,-0.05,22.3,-0.01,26.1,-0.06,28.3,0.2
1814,2454,聯發科,4710.0,210.0,4.67,26W38,09/18,15.2,0.03,20.0,0.05,26.1,-0.09,30.6,-0.06
1815,6577,勁豐,79.0,-0.3,-0.38,26W38,09/18,20.3,0.02,22.8,0.0,26.0,0.0,27.7,0.0
1816,2379,瑞昱,727.0,12.0,1.68,26W38,09/18,13.9,-0.2,18.5,-0.3,26.0,-0.05,31.7,-0.36
1817,2236,百達-KY,116.5,-0.5,-0.43,26W38,09/18,17.1,-0.47,20.9,-0.45,26.0,-0.55,31.1,-0.65
1818,1773,勝一,163.5,0.5,0.31,26W38,09/18,18.9,0.03,23.0,0.03,26.0,-0.22,29.4,0.44
1819,6166,凌華,114.5,2.5,2.23,26W38,09/18,18.1,-0.07,21.9,0.1,25.9,-0.01,28.4,-0.03
1820,6624,萬年清,38.0,-0.75,-1.94,26W38,09/18,15.8,0.02,19.8,0.02,25.8,0.0,30.1,0.0
1821,7753,星亞,35.95,0.25,0.7,26W38,09/18,18.6,0.04,22.1,0.0,25.8,0.0,27.5,0.0
1822,2072,世紀風電,130.0,1.0,0.78,26W38,09/18,17.9,-0.12,21.4,-0.18,25.8,0.11,27.1,-0.1
1823,6614,資拓宏宇,35.85,0.2,0.56,26W38,09/18,19.4,-0.03,22.8,0.0,25.8,0.0,26.4,0.0
1824,7770,君曜,40.5,2.2,5.74,26W38,09/18,13.8,-0.37,19.1,-0.01,25.7,0.0,34.9,0.0
1825,6582,申豐,31.5,0.2,0.64,26W38,09/18,20.1,0.03,23.3,-0.02,25.7,0.0,25.7,0.0
1826,2385,群光,106.0,0.5,0.47,26W38,09/18,19.7,-0.18,22.6,-0.02,25.7,0.09,28.2,0.03
1827,6791,虎門科技,101.0,1.0,1.0,26W38,09/18,19.6,0.0,22.7,0.0,25.7,0.0,36.0,0.0
1828,1713,國化,41.85,0.05,0.12,26W38,09/18,16.5,0.08,20.7,-0.13,25.7,0.01,28.9,-0.63
1829,6730,常廣,31.8,-0.1,-0.31,26W38,09/18,14.5,0.0,19.3,0.0,25.7,0.0,29.8,0.0
1830,9905,大華,21.3,0.0,0.0,26W38,09/18,20.7,0.09,22.9,-0.05,25.6,0.02,27.3,0.01
1831,1906,寶隆,10.9,0.05,0.46,26W38,09/18,19.5,0.0,22.4,0.02,25.6,0.03,26.7,0.03
1832,5205,中茂,18.65,0.0,0.0,26W38,09/18,17.3,0.0,23.8,0.0,25.5,0.0,28.7,0.0
1833,4113,聯上,15.45,-0.4,-2.52,26W38,09/18,15.7,0.01,21.1,0.13,25.5,-0.05,30.1,0.2
1834,006203,元大MSCI台灣,198.5,2.7,1.38,26W38,09/18,15.5,0.11,15.5,0.11,25.5,0.0,30.4,0.0
1835,6877,鏵友益,119.5,5.0,4.37,26W38,09/18,15.9,-0.11,20.3,-0.08,25.5,-0.09,30.4,-0.07
1836,2109,華豐,14.7,-0.1,-0.68,26W38,09/18,16.6,-0.03,20.5,-0.08,25.5,0.14,28.9,0.0
1837,2884,玉山金,46.4,-0.9,-1.9,26W38,09/18,18.8,-0.08,22.3,-0.1,25.4,-0.1,27.3,-0.14
1838,6584,南俊國際,576.0,25.0,4.54,26W38,09/18,19.4,0.19,23.8,-0.32,25.4,0.0,31.4,0.0
1839,2926,誠品生活,30.0,0.0,0.0,26W38,09/18,14.9,-0.02,20.1,-0.02,25.4,-0.02,29.7,-0.02
1840,9907,統一實,15.0,0.05,0.33,26W38,09/18,18.2,-0.01,21.8,-0.01,25.3,-0.06,27.2,-0.02
1841,7743,金利食安,25.0,0.7,2.88,26W38,09/18,11.8,-0.41,18.8,0.02,25.3,0.02,32.1,0.01
1842,1806,冠軍,8.01,0.04,0.5,26W38,09/18,20.7,0.04,23.0,0.04,25.3,0.09,26.8,-0.03
1843,8069,元太,146.5,1.0,0.69,26W38,09/18,18.1,0.2,21.3,0.15,25.3,0.02,28.6,0.27
1844,6221,晉泰,31.5,2.85,9.95,26W38,09/18,18.8,-0.41,22.7,0.09,25.2,-0.3,26.0,-0.31
1845,8162,微矽電子-創,61.0,0.9,1.5,26W38,09/18,17.4,-0.07,21.9,-0.11,25.1,-0.07,30.2,-0.07
1846,2303,聯電,156.0,8.5,5.76,26W38,09/18,21.5,-0.51,23.3,-0.53,25.1,-0.5,26.2,-0.47
1847,2357,華碩,960.0,12.0,1.27,26W38,09/18,17.0,0.15,20.6,0.22,25.1,0.37,28.7,0.18
1848,4442,竣邦-KY,54.5,-0.1,-0.18,26W38,09/18,12.1,-0.06,14.9,0.08,25.1,0.18,31.1,0.17
1849,8426,紅木-KY,20.6,-0.05,-0.24,26W38,09/18,18.3,-0.02,20.7,-0.02,25.1,-0.03,25.1,-0.03
1850,2520,冠德,38.0,0.65,1.74,26W38,09/18,19.1,-0.35,22.1,-0.39,25.0,-0.42,26.9,-0.33
1851,6757,台灣虎航,54.0,0.6,1.12,26W38,09/18,22.1,0.17,23.3,0.17,25.0,0.23,26.0,0.02
1852,1457,宜進,14.55,0.1,0.69,26W38,09/18,17.5,-0.05,20.7,-0.05,25.0,-0.07,27.5,-0.07
1853,2504,國產,31.6,0.75,2.43,26W38,09/18,18.1,0.03,21.7,0.03,24.9,0.07,27.1,0.07
1854,6715,嘉基,433.0,39.0,9.9,26W38,09/18,13.9,-0.1,18.1,-0.82,24.9,1.91,28.5,2.12
1855,4556,旭然,83.2,0.4,0.48,26W38,09/18,20.2,-0.28,22.6,-0.72,24.8,-0.03,24.8,-0.03
1856,6671,三能-KY,23.05,0.1,0.44,26W38,09/18,13.9,0.0,18.3,0.02,24.8,0.02,34.7,0.03
1857,2491,吉祥全,41.3,1.0,2.48,26W38,09/18,19.5,0.09,22.3,0.34,24.8,0.07,29.3,-0.78
1858,9928,中視,17.6,-0.1,-0.56,26W38,09/18,17.9,0.05,20.6,0.35,24.8,0.0,28.9,0.0
1859,5438,東友,16.3,-0.15,-0.91,26W38,09/18,19.8,-0.03,21.5,-0.01,24.8,0.0,25.6,0.0
1860,2073,雄順,26.0,0.0,0.0,26W38,09/18,10.4,0.0,14.5,0.0,24.8,0.0,32.7,0.0
1861,1339,昭輝,43.3,0.1,0.23,26W38,09/18,21.4,0.02,23.3,-0.33,24.8,-0.05,25.5,-0.04
1862,1605,華新,37.1,-0.05,-0.13,26W38,09/18,20.5,0.06,22.7,0.09,24.8,0.12,25.9,0.13
1863,7750,新代,1950.0,50.0,2.63,26W38,09/18,13.4,0.08,17.5,-0.14,24.7,-0.15,31.7,-0.94
1864,1301,台塑,65.0,0.4,0.62,26W38,09/18,20.2,0.1,22.6,0.14,24.7,0.15,25.7,0.12
