排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1501,3465,進泰電子,29.25,0.0,0.0,26W38,09/18,37.8,0.0,41.8,0.0,58.2,0.0
1502,2640,大車隊,170.5,-1.5,-0.87,26W38,09/18,40.1,0.1,41.8,0.1,58.2,-0.1
1503,1722,台肥,42.4,0.25,0.59,26W38,09/18,40.2,0.35,41.8,0.41,58.2,-0.41
1504,1752,南光,31.35,0.05,0.16,26W38,09/18,39.9,0.56,41.7,0.56,58.3,-0.56
1505,6741,91APP*-KY,58.8,-0.3,-0.51,26W38,09/18,36.3,-0.08,41.7,-0.07,58.3,0.07
1506,1516,川飛,13.6,0.25,1.87,26W38,09/18,41.7,0.35,41.7,0.35,58.3,-0.35
1507,1817,凱撒衛,40.45,0.2,0.5,26W38,09/18,41.6,0.0,41.6,0.0,58.4,0.0
1508,2755,揚秦,98.4,0.1,0.1,26W38,09/18,41.6,0.1,41.6,0.1,58.4,-0.1
1509,00969B,元大零息超長美債,8.0,0.08,1.01,26W38,09/18,39.8,-0.56,41.6,-0.56,58.4,0.56
1510,6605,帝寶,139.0,3.0,2.21,26W38,09/18,38.8,-0.03,41.6,0.48,58.4,-0.48
1511,2101,南港,30.6,0.25,0.82,26W38,09/18,39.7,0.07,41.5,0.07,58.5,-0.07
1512,3432,台端,15.55,1.4,9.89,26W38,09/18,37.4,0.0,41.5,0.0,58.5,0.0
1513,5234,達興材料,296.0,2.0,0.68,26W38,09/18,41.5,0.04,41.5,0.04,58.5,-0.04
1514,2415,錩新,27.2,0.25,0.93,26W38,09/18,41.5,0.0,41.5,0.0,58.5,0.0
1515,4930,燦星網,16.2,0.05,0.31,26W38,09/18,39.4,0.16,41.4,0.16,58.6,-0.16
1516,4163,鐿鈦,132.5,-0.5,-0.38,26W38,09/18,37.6,-0.01,41.3,-0.01,58.7,0.01
1517,6725,矽科宏晟,223.0,7.0,3.24,26W38,09/18,38.6,0.0,41.3,0.0,58.7,0.0
