排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1501,2617,台航,29.2,-0.1,-0.34,26W32,08/07,41.0,0.16,41.9,-0.05,58.1,0.05
1502,2415,錩新,30.15,-0.85,-2.74,26W32,08/07,41.9,0.53,41.9,0.53,58.1,-0.53
1503,8042,金山電,116.5,2.5,2.19,26W32,08/07,40.4,0.23,41.8,0.96,58.2,-0.98
1504,2939,永邑-KY,20.45,0.85,4.34,26W32,08/07,37.4,0.02,41.8,0.02,58.2,-0.02
1505,2640,大車隊,148.5,1.5,1.02,26W32,08/07,40.0,0.0,41.7,0.0,58.3,0.0
1506,6173,信昌電,185.0,16.5,9.79,26W32,08/07,38.7,0.02,41.7,-0.11,58.3,0.11
1507,6741,91APP*-KY,55.5,-0.5,-0.89,26W32,08/07,36.4,0.06,41.7,0.04,58.3,-0.04
1508,1441,大東,8.88,-0.01,-0.11,26W32,08/07,39.1,0.0,41.6,0.0,58.4,0.0
1509,1817,凱撒衛,38.55,0.15,0.39,26W32,08/07,41.6,0.0,41.6,0.0,58.4,0.0
1510,2748,雲品,38.5,0.0,0.0,26W32,08/07,40.7,0.0,41.6,0.0,58.4,0.0
1511,4919,新唐,125.0,-2.5,-1.96,26W32,08/07,40.4,0.28,41.5,0.44,58.5,-0.44
1512,3432,台端,16.05,-0.25,-1.53,26W32,08/07,37.4,0.0,41.5,0.0,58.5,0.0
1513,8150,南茂,99.0,6.1,6.57,26W32,08/07,39.4,0.78,41.5,1.06,58.5,-1.06
1514,5234,達興材料,335.0,2.0,0.6,26W32,08/07,40.7,-0.01,41.5,0.0,58.5,0.0
1515,2483,百容,35.05,-0.8,-2.23,26W32,08/07,39.0,1.71,41.5,2.47,58.5,-2.47
1516,1532,勤美,21.85,0.1,0.46,26W32,08/07,39.9,0.51,41.5,0.31,58.5,-0.31
1517,1810,和成,24.8,0.15,0.61,26W32,08/07,40.3,1.15,41.5,0.86,58.5,-0.86
1518,8039,台虹,216.0,-10.0,-4.42,26W32,08/07,39.6,0.09,41.4,-0.5,58.6,0.5
1519,6947,台鎔科技,76.0,-2.4,-3.06,26W32,08/07,37.0,0.19,41.4,0.09,58.6,-0.09
1520,7823,奧義賽博-KY創,84.5,0.8,0.96,26W32,08/07,33.3,-0.05,41.4,-0.01,58.6,0.01
1521,7744,崴寶,453.0,-14.5,-3.1,26W32,08/07,30.0,0.07,41.4,0.0,58.6,0.0
1522,1752,南光,32.1,0.2,0.63,26W32,08/07,38.8,0.0,41.4,0.0,58.6,0.0
1523,2316,楠梓電,172.0,8.5,5.2,26W32,08/07,39.9,-0.62,41.4,-0.62,58.6,0.62
1524,2115,六暉-KY,23.0,0.15,0.66,26W32,08/07,37.0,-0.02,41.4,-0.01,58.6,0.01
1525,5548,安倉,20.45,0.15,0.74,26W32,08/07,39.9,0.01,41.3,0.01,58.7,-0.01
1526,6725,矽科宏晟,243.0,-4.5,-1.82,26W32,08/07,38.6,0.0,41.3,0.0,58.7,0.0
1527,6147,頎邦,161.5,7.5,4.87,26W32,08/07,39.4,1.26,41.3,1.21,58.7,-1.21
1528,6605,帝寶,138.5,5.0,3.75,26W32,08/07,38.5,-0.07,41.3,-0.06,58.7,0.06
1529,4528,江興鍛,15.15,-0.05,-0.33,26W32,08/07,40.2,0.0,41.3,0.0,58.7,0.0
1530,1516,川飛,15.4,0.75,5.12,26W32,08/07,41.3,0.0,41.3,0.0,58.7,0.0
1531,4930,燦星網,16.3,0.0,0.0,26W32,08/07,39.2,0.0,41.3,0.0,58.7,0.0
1532,6465,威潤,46.75,-0.65,-1.37,26W32,08/07,38.3,-0.01,41.3,0.0,58.7,0.0
1533,4549,桓達,92.7,1.8,1.98,26W32,08/07,41.3,0.0,41.3,0.0,58.7,0.0
1534,1709,和益,27.4,0.1,0.37,26W32,08/07,38.4,-0.29,41.3,-0.35,58.7,0.35
1535,1219,福壽,10.85,0.05,0.46,26W32,08/07,39.4,-0.37,41.2,-0.36,58.8,0.35
