" "," ","#","個股代號/名稱","類別","前二月","前一月","本  月","走 勢","總增減"," ","前二月","前一月","本  月","走 勢","總增減","今日收盤價","今日漲跌"," "
" "," ","","2010春源","鋼鐵","16.69","16.5","16.5","21","-0.19"," ","108,122","106,922","106,922","21","-1,200","25.00","-0.45"," "
" "," ","","2012春雨","鋼鐵","4.37","4.37","4.37","32","0.00"," ","13,207","13,207","13,207","32","0","15.60","-0.20"," "
" "," ","","2013中鋼構","鋼鐵","43.38","43.38","43.38","32","0.00"," ","86,762","86,762","86,762","32","0","44.45","-0.40"," "
" "," ","","2014中鴻","鋼鐵","40.58","40.58","40.58","32","0.00"," ","582,673","582,673","582,673","32","0","18.40","-0.20"," "
" "," ","","2015豐興","鋼鐵","12.07","12.07","12.07","32","0.00"," ","70,219","70,222","70,232","50","13","61.70","-0.50"," "
" "," ","","2017官田鋼","鋼鐵","22.35","22.35","22.35","32","0.00"," ","99,902","99,905","99,905","40","3","10.05","0.00"," "
" "," ","","2020美亞","鋼鐵","16.71","16.71","16.71","32","0.00"," ","44,643","44,643","44,643","32","0","24.05","-0.20"," "
" "," ","","2022聚亨","鋼鐵","7.18","7.18","7.18","32","0.00"," ","24,237","24,237","24,237","32","0","9.11","-0.04"," "
" "," ","","2023燁輝","鋼鐵","4.63","4.63","4.7","41","0.07"," ","88,284","88,284","88,284","32","0","14.45","-0.05"," "
" "," ","","2024志聯","鋼鐵","22.3","22.3","22.3","32","0.00"," ","21,751","21,751","21,751","32","0","14.75","0.00"," "
" "," ","","2025千興","鋼鐵","7.02","7.02","7.02","32","0.00"," ","12,134","12,134","12,134","32","0","11.80","0.25"," "
" "," ","","2027大成鋼","鋼鐵","4.35","4.36","4.38","50","0.03"," ","112,491","112,871","113,221","50","730","36.80","0.20"," "
" "," ","","2028威致","鋼鐵","10.77","10.77","10.77","32","0.00"," ","35,099","35,099","35,099","32","0","18.20","-0.20"," "
" "," ","","2029盛餘","鋼鐵","65.76","65.76","65.76","32","0.00"," ","211,221","211,221","211,221","32","0","20.25","-0.20"," "
" "," ","","2030彰源","鋼鐵","24.02","24.02","24.02","32","0.00"," ","67,403","67,403","67,403","32","0","16.25","0.15"," "
" "," ","","2031新光鋼","鋼鐵","18.71","18.69","18.69","21","-0.02"," ","60,087","60,046","60,027","10","-60","39.85","-0.20"," "
" "," ","","2032新鋼","鋼鐵","8.87","8.87","8.87","32","0.00"," ","11,585","11,585","11,585","32","0","16.95","0.50"," "
" "," ","","2033佳大","鋼鐵","14.29","14.29","14.29","32","0.00"," ","11,534","11,534","11,534","32","0","15.70","0.15"," "
" "," ","","2034允強","鋼鐵","22.56","22.34","22.34","21","-0.22"," ","118,194","118,194","118,194","32","0","20.25","-0.25"," "
" "," ","","2038海光","鋼鐵","31.92","31.92","31.9","20","-0.02"," ","61,976","61,976","61,940","20","-36","15.70","0.10"," "
" "," ","","2049上銀","電機","9.81","9.81","9.81","32","0.00"," ","34,731","34,731","34,731","32","0","247.00","12.00"," "
" "," ","","2059川湖","電子零組件","14.09","14.09","14.09","32","0.00"," ","13,433","13,433","13,433","32","0","3460.00","-140.00"," "
" "," ","","2062橋椿","居家","14.93","14.93","14.93","32","0.00"," ","29,867","29,867","29,867","32","0","20.95","0.45"," "
" "," ","","2069運錩","鋼鐵","27.28","27.28","27.28","32","0.00"," ","45,404","45,404","45,404","32","0","18.90","0.25"," "
" "," ","","2101南港","橡膠","4.03","4.03","4.03","32","0.00"," ","29,625","29,625","29,625","32","0","34.55","-0.05"," "
" "," ","","2102泰豐","橡膠","31.48","31.48","31.48","32","0.00"," ","149,018","149,018","149,018","32","0","19.30","0.10"," "
" "," ","","2103台橡","橡膠","14.14","14.14","14.14","32","0.00"," ","116,802","116,802","116,802","32","0","19.95","0.50"," "
" "," ","","2104國際中橡","橡膠","17.93","17.93","17.93","32","0.00"," ","176,609","176,609","176,609","32","0","12.65","0.40"," "
" "," ","","2105正新","橡膠","12.8","12.8","12.8","32","0.00"," ","415,051","415,051","415,051","32","0","31.60","0.85"," "
" "," ","","2106建大","橡膠","24.46","24.46","24.24","20","-0.22"," ","233,619","233,619","231,509","20","-2,110","18.60","0.65"," "
" "," ","","2107厚生","橡膠","26.58","26.58","26.58","32","0.00"," ","80,716","80,716","80,716","32","0","25.40","0.15"," "
" "," ","","2108南帝","橡膠","37.44","37.44","37.44","32","0.00"," ","184,362","184,362","184,362","32","0","26.70","0.60"," "
" "," ","","2109華豐","橡膠","15.22","15.22","15.22","32","0.00"," ","42,522","42,522","42,522","32","0","14.75","0.00"," "
" "," ","","2114鑫永銓","橡膠","40.79","40.79","40.79","32","0.00"," ","31,820","31,820","31,820","32","0","88.30","-0.30"," "
" "," ","","2115六暉-KY","汽車","11.92","11.94","11.94","40","0.02"," ","12,446","12,463","12,463","40","17","21.75","0.40"," "
" "," ","","2201裕隆","汽車","34.47","34.47","34.47","32","0.00"," ","368,882","368,882","368,882","32","0","27.75","-0.20"," "
" "," ","","2204中華","汽車","47.64","47.64","47.64","32","0.00"," ","263,751","263,751","263,751","32","0","56.40","0.90"," "
" "," ","","2206三陽工業","汽車","8.07","8.15","8.15","40","0.08"," ","63,932","63,932","63,932","32","0","58.60","-0.30"," "
" "," ","","2207和泰車","汽車","19.22","19.22","19.22","32","0.00"," ","107,076","107,080","107,090","50","14","499.00","1.50"," "
" "," ","","2208台船","航運","33.08","33.08","33.08","32","0.00"," ","421,731","421,731","421,731","32","0","21.30","-0.20"," "
" "," ","","2211長榮鋼","鋼鐵","22.84","22.84","22.84","32","0.00"," ","95,271","95,271","95,271","32","0","98.70","-2.30"," "
" "," ","","2227裕日車","汽車","87.83","87.83","87.83","32","0.00"," ","263,500","263,500","263,500","32","0","50.00","-0.40"," "
" "," ","","2228劍麟","汽車","29.96","29.96","29.96","32","0.00"," ","23,906","23,906","23,906","32","0","89.80","0.70"," "
" "," ","","2231為升","汽車","27.64","27.64","27.64","32","0.00"," ","37,585","37,585","37,585","32","0","137.50","12.50"," "
" "," ","","2233宇隆","汽車","34.26","34.26","33.66","20","-0.60"," ","20,659","20,659","20,296","20","-363","225.50","-7.50"," "
" "," ","","2236百達-KY","汽車","13.25","13.25","13.25","32","0.00"," ","7,894","8,139","8,139","40","245","111.50","-2.50"," "
" "," ","","2239英利-KY","汽車","21.6","21.6","21.6","32","0.00"," ","25,995","25,995","25,995","32","0","23.05","0.10"," "
" "," ","","2241艾姆勒","汽車","10.6","10.6","10.6","32","0.00"," ","11,093","11,093","11,093","32","0","30.20","0.70"," "
" "," ","","2243宏旭-KY","汽車","17.62","17.62","17.62","32","0.00"," ","12,225","12,225","12,225","32","0","22.90","2.05"," "
" "," ","","2247汎德永業","汽車","35.05","35.05","35.05","32","0.00"," ","28,293","28,293","28,293","32","0","235.00","-4.00"," "
" "," ","","2248華勝-KY","汽車","38.87","38.87","38.87","32","0.00"," ","18,502","18,502","18,502","32","0","48.90","-0.35"," "
" "," ","","2250IKKA-KY","汽車","12.08","12.08","12.08","32","0.00"," ","4,398","4,398","4,398","32","0","61.90","-1.30"," "
" "," ","","2254巨鎧精密-創","汽車","38.26","38.26","52.01","41","13.75"," ","24,451","24,451","33,241","41","8,790","71.20","-0.70"," "
" "," ","","2258鴻華先進-創","汽車","89.1","89.05","88.97","10","-0.13"," ","1,557,600","1,557,600","1,557,600","32","0","27.25","-1.75"," "
" "," ","","2301光寶科","電腦週邊","6.24","6.24","6.24","32","0.00"," ","144,684","144,684","144,684","32","0","149.50","-2.50"," "
" "," ","","2302麗正","半導體","25.72","25.72","25.72","32","0.00"," ","42,788","42,788","42,788","32","0","17.80","-0.40"," "
" "," ","","2303聯電","半導體","6.11","6.09","6.09","21","-0.02"," ","767,438","767,678","767,779","50","341","57.00","-0.80"," "
" "," ","","2305全友","電腦週邊","33.72","33.72","33.72","32","0.00"," ","69,357","69,357","69,357","32","0","16.85","-0.45"," "
" "," ","","2308台達電","電子零組件","7.31","7.31","7.31","32","0.00"," ","190,137","190,065","190,065","21","-72","1485.00","-25.00"," "
" "," ","","2312金寶","其他電子","9.1","9.1","9.1","32","0.00"," ","137,132","137,132","137,132","32","0","22.30","-0.85"," "
" "," ","","2313華通","電子零組件","5.26","5.34","5.34","40","0.08"," ","62,798","63,706","63,706","40","908","263.00","-7.00"," "
" "," ","","2314台揚","通信網路","1.04","1.04","1.04","32","0.00"," ","1,110","1,110","1,110","32","0","19.35","0.30"," "
" "," ","","2316楠梓電","電子零組件","19.06","19.06","19.06","32","0.00"," ","34,843","34,843","34,843","32","0","101.50","-3.00"," "
" "," ","","2317鴻海","其他電子","0.01","0.01","0.01","32","0.00"," ","2,139","2,139","2,139","32","0","194.00","-5.50"," "
" "," ","","2321東訊","通信網路","67.4","67.4","67.4","32","0.00"," ","20,406","20,406","20,406","32","0","13.80","0.00"," "
" "," ","","2323中環","光電","9.47","9.47","9.48","41","0.01"," ","103,185","103,200","103,275","50","90","11.15","-0.25"," "
" "," ","","2324仁寶","電腦週邊","4.97","4.97","4.97","32","0.00"," ","219,090","219,090","219,090","32","0","28.25","-2.00"," "
" "," ","","2327國巨*","電子零組件","7.62","7.62","7.62","32","0.00"," ","158,059","158,059","158,059","32","0","258.00","-2.00"," "
" "," ","","2328廣宇","電子零組件","0.03","0.04","0.04","40","0.01"," ","189","212","212","40","23","44.45","-0.85"," "
" "," ","","2329華泰","半導體","35.67","35.67","35.66","20","-0.01"," ","235,106","235,106","235,002","20","-104","51.60","-0.60"," "
" "," ","","2330台積電","半導體","6.51","6.51","6.51","32","0.00"," ","1,690,526","1,690,526","1,690,526","32","0","1780.00","-40.00"," "
" "," ","","2331精英","電腦週邊","48.65","48.65","48.65","32","0.00"," ","271,215","271,215","271,215","32","0","21.45","-0.50"," "
" "," ","","2332友訊","通信網路","3.13","3.13","3.13","32","0.00"," ","18,909","18,909","18,909","32","0","15.30","-0.25"," "
" "," ","","2337旺宏","半導體","2.61","2.59","2.54","10","-0.07"," ","50,151","50,117","50,119","31","-32","128.00","3.00"," "
" "," ","","2338光罩","半導體","16.26","16.26","16.26","32","0.00"," ","51,527","51,527","51,527","32","0","45.50","-1.50"," "
" "," ","","2340台亞","半導體","20.57","20.57","20.57","32","0.00"," ","90,231","90,263","90,265","50","34","25.35","-1.45"," "
" "," ","","2342茂矽","半導體","31.22","31.23","31.23","40","0.01"," ","49,179","49,209","49,209","40","30","29.05","-0.95"," "
" "," ","","2344華邦電","半導體","30.25","30.25","30.25","32","0.00"," ","1,361,637","1,361,637","1,361,637","32","0","93.00","0.60"," "
" "," ","","2345智邦","通信網路","9.86","9.86","9.86","32","0.00"," ","55,356","55,356","55,356","32","0","1635.00","-20.00"," "
" "," ","","2347聯強","電子通路","19.73","19.73","19.73","32","0.00"," ","329,087","329,087","329,087","32","0","76.90","-2.90"," "
" "," ","","2348海悅","其他","17.26","17.26","17.26","32","0.00"," ","31,409","31,409","31,409","32","0","77.50","-1.20"," "
" "," ","","2349錸德","光電","3.41","3.41","3.41","32","0.00"," ","23,688","23,688","23,688","32","0","13.10","-0.55"," "
" "," ","","2351順德","半導體","8.56","8.56","8.56","32","0.00"," ","15,595","15,595","15,595","32","0","97.10","-7.40"," "
" "," ","","2352佳世達","電腦週邊","12.33","12.33","12.33","32","0.00"," ","195,015","195,015","195,015","32","0","23.10","-0.55"," "
" "," ","","2353宏卅卅","電腦週邊","2.83","2.83","2.83","32","0.00"," ","86,405","86,405","86,405","32","0","27.00","-0.40"," "
" "," ","","2354鴻準","其他電子","0.82","0.82","0.82","32","0.00"," ","11,707","11,707","11,707","32","0","51.40","-0.80"," "
" "," ","","2355敬鵬","電子零組件","9.32","9.32","9.32","32","0.00"," ","37,069","37,069","37,069","32","0","51.40","0.90"," "
" "," ","","2356英業達","電腦週邊","12.51","12.51","12.51","32","0.00"," ","448,850","448,850","448,850","32","0","41.40","-1.70"," "
" "," ","","2357華碩","電腦週邊","5.49","5.49","5.49","32","0.00"," ","40,812","40,812","40,812","32","0","562.00","-15.00"," "
" "," ","","2359所羅門","其他電子","19.9","19.9","19.9","32","0.00"," ","34,133","34,133","34,133","32","0","110.50","-3.00"," "
" "," ","","2360致茂","其他電子","5.75","5.75","5.75","32","0.00"," ","24,481","24,481","24,475","20","-6","1625.00","10.00"," "
" "," ","","2362藍天","電腦週邊","9.39","9.39","9.39","32","0.00"," ","58,459","58,459","58,459","32","0","38.30","-0.80"," "
" "," ","","2363矽統","半導體","18.2","18.2","18.2","32","0.00"," ","93,749","93,749","93,749","32","0","48.60","-0.30"," "
" "," ","","2364倫飛","電腦週邊","30.35","30.35","30.35","32","0.00"," ","15,904","15,904","15,904","32","0","60.10","-0.90"," "
" "," ","","2365昆盈","電腦週邊","5.47","5.47","5.47","32","0.00"," ","12,133","12,133","12,133","32","0","31.40","-0.80"," "
" "," ","","2367燿華","電子零組件","7.44","7.44","7.44","32","0.00"," ","52,604","52,604","52,577","20","-27","76.50","-1.70"," "
" "," ","","2368金像電","電子零組件","25.27","25.19","25.19","21","-0.08"," ","128,650","128,641","128,641","21","-9","898.00","-26.00"," "
" "," ","","2369菱生","半導體","4.38","4.38","4.38","32","0.00"," ","16,676","16,676","16,676","32","0","30.15","-0.55"," "
" "," ","","2371大同","電機","1.62","5.27","5.27","40","3.65"," ","34,891","113,564","113,564","40","78,673","31.65","0.55"," "
" "," ","","2373震旦行","其他電子","52.88","52.88","52.88","32","0.00"," ","124,920","124,920","124,920","32","0","55.60","-0.60"," "
" "," ","","2374佳能","光電","11.98","11.98","11.98","32","0.00"," ","38,885","38,885","38,885","32","0","69.50","-2.70"," "
" "," ","","2375凱美","電子零組件","9.03","9.03","9.03","32","0.00"," ","9,816","9,816","9,816","32","0","78.40","1.90"," "
" "," ","","2376技嘉","電腦週邊","5.22","5.22","5.22","32","0.00"," ","34,971","34,971","34,971","32","0","228.00","-7.00"," "
" "," ","","2377微星","電腦週邊","11.23","11.23","11.23","32","0.00"," ","94,918","94,918","94,918","32","0","88.30","-2.10"," "
" "," ","","2379瑞昱","半導體","3.2","3.21","3.18","30","-0.02"," ","16,432","16,552","16,432","30","0","488.00","-6.50"," "
" "," ","","2380虹光","電腦週邊","7.79","7.79","7.79","32","0.00"," ","16,902","16,902","16,902","32","0","6.13","0.31"," "
" "," ","","2382廣達","電腦週邊","13.03","13.03","13.03","32","0.00"," ","503,567","503,567","503,567","32","0","281.00","-8.00"," "
" "," ","","2383台光電","電子零組件","8.57","8.57","8.57","32","0.00"," ","30,737","30,737","30,737","32","0","2785.00","-125.00"," "
" "," ","","2385群光","電子零組件","10.49","10.49","10.49","32","0.00"," ","79,772","79,772","79,772","32","0","122.00","-1.00"," "
" "," ","","2387精元","電腦週邊","33.74","33.74","33.74","32","0.00"," ","65,889","65,889","65,889","32","0","39.45","-0.75"," "
" "," ","","2388威盛","半導體","8.4","8.4","8.4","32","0.00"," ","46,705","46,705","46,705","32","0","52.00","-2.50"," "
" "," ","","2390云辰","其他電子","29.14","29.02","29.02","21","-0.12"," ","56,136","55,902","55,902","21","-234","10.30","-0.10"," "
" "," ","","2392正崴","電子零組件","20.42","20.42","20.42","32","0.00"," ","104,662","104,662","104,662","32","0","35.65","-0.50"," "
" "," ","","2393億光","光電","5.45","5.41","5.41","21","-0.04"," ","24,208","23,990","23,990","21","-218","67.30","-2.20"," "
" "," ","","2395研華","電腦週邊","29.15","29.16","29.2","50","0.05"," ","252,346","252,503","252,935","50","589","321.50","-11.00"," "
" "," ","","2397友通","電腦週邊","45.07","45.07","45.07","32","0.00"," ","51,610","51,610","51,610","32","0","54.30","-0.70"," "
" "," ","","2399映泰","電腦週邊","7.53","7.53","7.53","32","0.00"," ","13,413","13,413","13,413","32","0","30.55","-0.45"," "
" "," ","","2401凌陽","半導體","15.66","15.66","15.66","32","0.00"," ","92,748","92,748","92,748","32","0","20.10","-0.60"," "
" "," ","","2402毅嘉","電子零組件","6.41","6.41","6.41","32","0.00"," ","19,718","19,718","19,718","32","0","51.90","-1.10"," "
" "," ","","2404漢唐","其他電子","9.5","9.5","9.5","32","0.00"," ","18,123","18,118","18,118","21","-5","836.00","-44.00"," "
" "," ","","2405輔信","電腦週邊","6.66","6.66","6.55","20","-0.11"," ","22,903","22,903","22,503","20","-400","15.55","-0.40"," "
" "," ","","2406國碩","光電","7.14","7.1","7.04","10","-0.10"," ","25,072","24,944","24,719","10","-353","34.15","-1.55"," "
" "," ","","2408南亞科","半導體","29.31","29.31","29.31","32","0.00"," ","908,488","908,488","908,463","20","-25","220.50","1.00"," "
" "," ","","2409友達","光電","7.3","7.3","7.3","32","0.00"," ","551,374","551,374","551,374","32","0","14.30","-0.10"," "
" "," ","","2412中華電","通信網路","35.29","35.29","35.29","32","0.00"," ","2,737,719","2,737,719","2,737,719","32","0","134.00","0.00"," "
" "," ","","2413環科","電子零組件","12.66","12.66","12.62","20","-0.04"," ","16,129","16,129","16,074","20","-55","52.30","-3.30"," "
" "," ","","2414精技","電子通路","33.55","33.55","33.55","32","0.00"," ","54,266","54,266","54,266","32","0","43.15","-0.25"," "
" "," ","","2415錩新","電子零組件","1.18","1.18","1.18","32","0.00"," ","1,068","1,068","1,068","32","0","29.15","-0.75"," "
" "," ","","2417圓剛","電腦週邊","23.04","23.57","24.1","50","1.06"," ","36,281","37,118","37,923","50","1,642","34.45","-0.55"," "
" "," ","","2419仲琦","通信網路","62.41","62.41","62.41","32","0.00"," ","200,549","200,549","200,549","32","0","34.70","-0.70"," "
" "," ","","2420新巨","電子零組件","15.5","15.5","15.5","32","0.00"," ","23,662","23,662","23,662","32","0","51.20","-0.80"," "
" "," ","","2421建準","電子零組件","7.04","7.04","7.04","32","0.00"," ","19,277","19,277","19,277","32","0","131.00","-3.50"," "
" "," ","","2423固緯","其他電子","8.94","8.94","8.94","32","0.00"," ","12,972","12,972","12,972","32","0","47.55","-0.70"," "
" "," ","","2424隴華","通信網路","2.84","2.81","2.81","21","-0.03"," ","1,680","1,680","1,680","32","0","26.40","-2.45"," "
" "," ","","2425承啟","電腦週邊","25.88","25.88","25.88","32","0.00"," ","24,983","24,983","24,983","32","0","27.30","-0.80"," "
" "," ","","2426鼎元","光電","7.97","7.97","7.97","32","0.00"," ","23,966","23,966","23,966","32","0","35.00","-1.00"," "
" "," ","","2427三商電","資訊服務","47.48","47.37","47.26","10","-0.22"," ","94,019","93,799","93,589","10","-430","23.05","-0.30"," "
" "," ","","2428興勤","電子零組件","21.25","21.25","21.25","32","0.00"," ","27,236","27,236","27,236","32","0","153.50","-4.00"," "
" "," ","","2429銘旺科","光電","18.16","18.14","18.03","10","-0.13"," ","15,531","15,513","15,422","10","-109","41.05","-1.65"," "
" "," ","","2430燦坤","電子通路","32.19","32.19","32.19","32","0.00"," ","37,600","37,600","37,600","32","0","21.75","0.00"," "
" "," ","","2431聯昌","電子零組件","34.22","34.22","34.22","32","0.00"," ","37,967","37,967","37,967","32","0","11.85","-0.25"," "
" "," ","","2432倚天酷卅卅-創","電腦週邊","63.54","63.54","63.54","32","0.00"," ","39,310","39,310","39,310","32","0","27.00","-0.20"," "
" "," ","","2433互盛電","其他電子","27.3","27.3","27.3","32","0.00"," ","39,461","39,461","39,461","32","0","45.55","-0.40"," "
" "," ","","2434統懋","半導體","31.62","31.62","31.62","32","0.00"," ","11,702","11,702","11,702","32","0","28.90","-0.15"," "
" "," ","","2436偉詮電","半導體","5.97","6.02","6.02","40","0.05"," ","12,046","12,046","12,046","32","0","61.50","-2.20"," "
" "," ","","2438翔耀","光電","2.9","2.9","2.9","32","0.00"," ","1,896","1,896","1,896","32","0","23.30","0.50"," "
" "," ","","2439美律","通信網路","9.36","9.45","9.45","40","0.09"," ","23,767","23,998","23,998","40","231","84.60","-0.70"," "
" "," ","","2440太空梭","電子零組件","35.26","35.26","36.36","41","1.10"," ","49,065","49,065","50,590","41","1,525","14.45","-0.25"," "
" "," ","","2441超豐","半導體","43.92","43.92","43.92","32","0.00"," ","249,888","249,888","249,888","32","0","93.80","-1.70"," "
" "," ","","2442新美齊","營建","32.7","32.1","29.08","10","-3.62"," ","88,359","88,359","94,590","41","6,231","20.45","-0.10"," "
" "," ","","2444兆勁","通信網路","7.89","7.89","7.89","32","0.00"," ","8,016","8,016","8,016","32","0","12.85","-0.25"," "
" "," ","","2449京元電子","半導體","8.45","8.45","8.45","32","0.00"," ","103,370","103,352","103,350","10","-20","272.00","-6.50"," "
" "," ","","2450神腦","通信網路","33.53","33.53","33.53","32","0.00"," ","86,594","86,594","86,594","32","0","29.05","-0.15"," "
" "," ","","2451創見","半導體","2.12","2.12","2.14","41","0.02"," ","9,135","9,135","9,235","41","100","228.00","-8.00"," "
" "," ","","2453凌群","資訊服務","28.36","28.36","28.36","32","0.00"," ","28,367","28,367","28,367","32","0","51.70","-1.00"," "
" "," ","","2454聯發科","半導體","2.72","2.72","2.72","32","0.00"," ","43,692","43,692","43,692","32","0","1510.00","-75.00"," "
" "," ","","2455全新","通信網路","6.06","6.06","6.05","20","-0.01"," ","11,208","11,208","11,190","20","-18","273.50","3.00"," "
" "," ","","2457飛宏","電子零組件","14.49","14.49","14.49","32","0.00"," ","61,582","61,582","61,582","32","0","24.90","-0.85"," "
" "," ","","2458義隆","半導體","5.88","5.88","5.88","32","0.00"," ","17,892","17,892","17,892","32","0","126.50","-2.00"," "
" "," ","","2459敦吉","其他電子","14.67","14.67","14.67","32","0.00"," ","15,500","15,500","15,500","32","0","65.10","-0.20"," "
" "," ","","2460建通","電子零組件","37.02","37.02","37.02","32","0.00"," ","62,640","62,640","62,640","32","0","24.95","0.05"," "
" "," ","","2461光群雷","其他電子","9.48","9.3","9.26","10","-0.22"," ","16,527","16,213","16,213","21","-314","18.05","0.55"," "
" "," ","","2462良得電","電子零組件","30.31","30.31","30.28","20","-0.03"," ","45,704","45,704","45,664","20","-40","22.05","-0.50"," "
" "," ","","2464盟立","其他電子","13.12","13.12","13.12","32","0.00"," ","27,090","27,090","27,090","32","0","71.00","-0.90"," "
" "," ","","2465麗臺","電腦週邊","29.16","29.16","29.16","32","0.00"," ","27,396","27,396","27,396","32","0","53.20","-1.40"," "
" "," ","","2466冠西電","光電","9.85","9.85","9.85","32","0.00"," ","17,089","17,089","17,089","32","0","47.40","-1.15"," "
" "," ","","2467志聖","電子零組件","15.88","15.88","15.88","32","0.00"," ","24,894","24,894","24,894","32","0","404.00","-10.50"," "
" "," ","","2468華經","資訊服務","47.66","47.66","47.66","32","0.00"," ","33,348","33,348","33,348","32","0","35.00","-1.05"," "
" "," ","","2471資通","資訊服務","12.43","12.43","12.43","32","0.00"," ","5,877","5,877","5,877","32","0","51.10","-0.70"," "
" "," ","","2472立隆電","電子零組件","17.54","17.54","17.53","20","-0.01"," ","28,898","28,898","28,893","20","-5","132.00","2.50"," "
" "," ","","2474可成","其他電子","4.43","4.66","4.66","40","0.23"," ","27,651","27,651","27,651","32","0","189.50","-3.00"," "
" "," ","","2476鉅祥","電子零組件","9.34","9.34","9.32","20","-0.02"," ","20,342","20,342","20,343","41","1","84.50","-1.50"," "
" "," ","","2477美隆電","其他電子","24.28","24.39","24.39","40","0.11"," ","38,512","38,684","38,684","40","173","23.70","-0.25"," "
" "," ","","2478大毅","電子零組件","11.11","11.11","11.11","32","0.00"," ","16,085","16,085","16,085","32","0","60.60","-0.30"," "
" "," ","","2480敦陽科","資訊服務","8.38","8.38","8.36","20","-0.02"," ","8,915","8,915","8,900","20","-15","139.50","-1.50"," "
" "," ","","2481強茂","半導體","18.78","18.85","18.95","50","0.17"," ","71,772","72,037","72,413","50","641","88.70","-9.20"," "
" "," ","","2482連宇","其他電子","18.77","17.93","17.93","21","-0.84"," ","14,621","13,968","13,968","21","-653","17.25","0.05"," "
" "," ","","2483百容","電子零組件","13.65","13.8","13.8","40","0.15"," ","14,896","14,896","14,896","32","0","20.95","-0.10"," "
" "," ","","2484希華","電子零組件","8.84","8.84","8.84","32","0.00"," ","14,103","14,103","14,103","32","0","28.15","-2.75"," "
" "," ","","2485兆赫","通信網路","12.85","12.84","12.79","10","-0.06"," ","40,834","40,791","40,648","10","-185","79.60","-0.80"," "
" "," ","","2486一詮","光電","17.24","17.24","17.24","32","0.00"," ","40,343","40,343","40,343","32","0","146.50","-2.50"," "
" "," ","","2488漢平","其他電子","12.64","12.64","12.7","41","0.06"," ","10,112","10,112","10,165","41","53","48.15","-0.20"," "
" "," ","","2489瑞軒","光電","12.62","12.62","12.62","32","0.00"," ","77,039","77,039","77,039","32","0","32.70","-2.35"," "
" "," ","","2491吉祥全","光電","28.89","28.89","28.89","32","0.00"," ","23,700","23,700","23,700","32","0","15.70","-0.15"," "
" "," ","","2492華新科","電子零組件","21.46","21.46","21.46","32","0.00"," ","104,268","104,268","104,268","32","0","124.50","-3.50"," "
" "," ","","2493揚博","電子零組件","13.83","13.83","13.83","32","0.00"," ","17,544","17,544","17,544","32","0","108.50","-5.00"," "
" "," ","","2495普安","電腦週邊","14.24","14.24","14.24","32","0.00"," ","38,973","38,973","38,973","32","0","34.20","-0.65"," "
" "," ","","2496卓越","其他","26.29","26.29","26.29","32","0.00"," ","5,023","5,023","5,023","32","0","65.50","-0.80"," "
" "," ","","2497怡利電","汽車","18.71","18.71","18.71","32","0.00"," ","22,102","22,102","22,102","32","0","48.50","4.40"," "
" "," ","","2498宏達電","通信網路","6.55","6.55","6.55","32","0.00"," ","54,760","54,760","54,760","32","0","40.05","-0.85"," "
" "," ","","2501國建","營建","2.85","2.85","2.85","32","0.00"," ","33,050","33,050","33,050","32","0","23.05","-0.95"," "
" "," ","","2504國產","營建","13.07","13.07","13.07","32","0.00"," ","154,330","154,330","154,330","32","0","36.80","-0.55"," "
" "," ","","2505國揚","營建","7.42","7.42","7.42","32","0.00"," ","28,226","28,226","28,226","32","0","19.10","0.00"," "
" "," ","","2506太設","營建","9.51","9.51","9.51","32","0.00"," ","36,828","36,828","36,828","32","0","9.00","-0.01"," "
" "," ","","2509全坤建","營建","8.65","8.65","8.65","32","0.00"," ","19,438","19,438","19,438","32","0","14.00","-0.15"," "
" "," ","","2511太子","營建","26.31","26.31","26.31","32","0.00"," ","427,107","427,107","427,107","32","0","8.07","-0.03"," "
" "," ","","2514龍邦","其他","33.71","33.71","33.71","32","0.00"," ","133,095","133,095","133,095","32","0","13.45","-0.15"," "
" "," ","","2515中工","營建","11.67","11.67","11.67","32","0.00"," ","187,667","187,667","187,667","32","0","13.60","0.00"," "
" "," ","","2516新建","營建","12.55","12.55","12.64","41","0.09"," ","28,407","28,417","28,615","50","208","13.90","-0.10"," "
" "," ","","2520冠德","營建","19.11","19.11","19.11","32","0.00"," ","116,529","116,529","116,529","32","0","31.85","-0.35"," "
" "," ","","2524京城","營建","13.94","13.94","13.94","32","0.00"," ","51,039","51,039","51,039","32","0","37.05","-0.75"," "
" "," ","","2527宏璟","營建","25.43","25.43","25.43","32","0.00"," ","68,754","68,754","68,754","32","0","29.40","-0.05"," "
" "," ","","2528皇普","營建","42.42","42.42","42.42","32","0.00"," ","184,150","184,150","184,150","32","0","25.55","-0.20"," "
" "," ","","2530華建","營建","4.13","4.13","4.14","41","0.01"," ","34,802","34,802","34,872","41","70","25.00","-0.35"," "
" "," ","","2534宏盛","營建","6.75","6.75","6.75","32","0.00"," ","32,020","32,020","32,020","32","0","19.80","-0.05"," "
" "," ","","2535達欣工","營建","15.91","15.91","15.91","32","0.00"," ","43,095","43,095","43,095","32","0","71.20","-1.40"," "
" "," ","","2536宏普","營建","37.2","37.2","37.2","32","0.00"," ","123,805","123,805","123,805","32","0","22.20","-0.10"," "
" "," ","","2537聯上發","營建","22.83","22.83","22.83","32","0.00"," ","68,628","68,628","68,628","32","0","10.30","0.10"," "
