" "," ","#","個股代號/名稱","類別","前二月","前一月","本  月","走 勢","總增減"," ","前二月","前一月","本  月","走 勢","總增減","今日收盤價","今日漲跌"," "
" "," ","","1463強盛新","紡織","16","17.03","17.03","40","1.03"," ","27,736","29,522","29,522","40","1,786","17.35","-0.10"," "
" "," ","","1464得力","紡織","9.38","9.38","9.38","32","0.00"," ","39,929","39,929","39,929","32","0","10.15","-0.05"," "
" "," ","","1465偉全","紡織","21.34","21.34","21.34","32","0.00"," ","22,120","22,120","22,120","32","0","12.45","0.05"," "
" "," ","","1466聚隆","紡織","23.96","23.96","23.96","32","0.00"," ","26,635","26,635","26,635","32","0","14.40","-0.25"," "
" "," ","","1467南緯","紡織","34.21","34.21","34.21","32","0.00"," ","79,928","79,928","79,928","32","0","7.11","-0.04"," "
" "," ","","1468昶和","紡織","30.29","30.29","30.29","32","0.00"," ","48,602","48,602","48,602","32","0","11.95","0.00"," "
" "," ","","1470大統新創","紡織","13.75","13.75","13.75","32","0.00"," ","11,795","11,799","11,799","40","4","22.65","0.25"," "
" "," ","","1471首利","電子零組件","12.74","12.74","12.74","32","0.00"," ","19,173","19,173","19,173","32","0","10.90","-0.25"," "
" "," ","","1472三洋實業","營建","32.97","32.97","32.97","32","0.00"," ","17,308","17,308","17,308","32","0","89.00","0.40"," "
" "," ","","1473台南","紡織","21.8","21.8","20.99","20","-0.81"," ","31,867","31,868","30,679","30","-1,188","19.85","0.00"," "
" "," ","","1474弘裕","紡織","18.67","18.67","18.67","32","0.00"," ","24,254","24,254","24,254","32","0","10.15","0.00"," "
" "," ","","1475業旺","紡織","47.84","47.84","47.84","32","0.00"," ","31,588","31,588","31,588","32","0","27.30","0.35"," "
" "," ","","1476儒鴻","紡織","11.09","11.09","11.09","32","0.00"," ","30,430","30,430","30,430","32","0","312.50","-4.50"," "
" "," ","","1477聚陽","紡織","7.45","7.47","9.78","50","2.33"," ","18,379","18,432","24,144","50","5,765","215.00","1.50"," "
" "," ","","1503士電","電機","26.69","26.69","26.69","32","0.00"," ","139,061","139,061","139,061","32","0","242.00","-3.00"," "
" "," ","","1504東元","電機","5.56","5.56","5.56","32","0.00"," ","132,366","132,366","132,366","32","0","72.20","0.00"," "
" "," ","","1506正道","電機","30.36","30.36","30.36","32","0.00"," ","91,200","91,200","91,200","32","0","10.10","-0.10"," "
" "," ","","1512瑞利","汽車","13.88","13.88","13.88","32","0.00"," ","13,634","13,634","13,634","32","0","6.76","-0.17"," "
" "," ","","1513中興電","電機","10.57","10.57","10.57","32","0.00"," ","53,212","53,212","53,212","32","0","182.00","1.00"," "
" "," ","","1514亞力","電機","12.97","12.95","12.92","10","-0.05"," ","35,426","35,381","35,291","10","-135","127.00","0.00"," "
" "," ","","1515力山","電機","16.45","16.45","16.46","41","0.01"," ","29,855","29,855","29,885","41","30","26.80","-0.60"," "
" "," ","","1516川飛","其他","13.82","13.82","13.82","32","0.00"," ","5,531","5,531","5,531","32","0","19.85","-0.55"," "
" "," ","","1517利奇","電機","10.9","10.9","10.9","32","0.00"," ","23,983","23,983","23,983","32","0","10.45","-0.05"," "
" "," ","","1519華城","電機","15.36","15.36","15.36","32","0.00"," ","48,530","48,530","48,530","32","0","813.00","-18.00"," "
" "," ","","1521大億","汽車","59.82","59.82","59.82","32","0.00"," ","45,602","45,602","45,602","32","0","26.40","-0.15"," "
" "," ","","1522堤維西","汽車","8.43","8.43","8.43","32","0.00"," ","28,930","28,930","28,930","32","0","30.45","-0.90"," "
" "," ","","1524耿鼎","汽車","26.69","26.69","26.69","32","0.00"," ","44,130","44,130","44,130","32","0","28.95","-0.75"," "
" "," ","","1525江申","汽車","76.82","76.82","76.82","32","0.00"," ","56,391","56,391","56,391","32","0","65.80","-0.20"," "
" "," ","","1526日馳","電機","27.95","27.95","27.95","32","0.00"," ","16,771","16,771","16,771","32","0","14.40","-0.20"," "
" "," ","","1527鑽全","電機","14.01","14.06","14.21","50","0.20"," ","19,417","19,487","19,704","50","287","33.05","-0.05"," "
" "," ","","1528恩德","電機","6.63","6.63","6.63","32","0.00"," ","12,700","12,700","12,700","32","0","24.90","-0.65"," "
" "," ","","1529樂事綠能","電機","12.27","12.27","12.27","32","0.00"," ","19,043","19,043","19,043","32","0","22.95","0.25"," "
" "," ","","1530亞崴","電機","50.84","50.84","50.84","32","0.00"," ","48,092","48,092","48,093","41","1","28.95","-0.90"," "
" "," ","","1531高林股","電機","25.17","25.17","25.17","32","0.00"," ","45,850","45,850","45,850","32","0","12.90","0.00"," "
" "," ","","1532勤美","電機","22.74","22.85","23.04","50","0.30"," ","96,140","96,596","97,383","50","1,243","23.05","-0.25"," "
" "," ","","1533車王電","汽車","31.28","31.28","31.28","32","0.00"," ","30,835","30,835","30,835","32","0","36.70","-1.45"," "
" "," ","","1535中宇","電機","59.96","59.96","57.53","20","-2.43"," ","74,204","74,204","71,199","20","-3,005","50.00","-0.30"," "
" "," ","","1536和大","汽車","11.79","11.79","16.02","41","4.23"," ","32,893","32,893","44,716","41","11,823","49.00","-2.60"," "
" "," ","","1537廣隆","電機","10.38","10.39","10.39","40","0.01"," ","8,523","8,534","8,534","40","11","125.50","-1.50"," "
" "," ","","1538正峰","電機","54.72","54.72","54.72","32","0.00"," ","17,675","17,675","17,675","32","0","11.80","0.40"," "
" "," ","","1539巨庭","電機","14.9","14.9","14.9","32","0.00"," ","9,742","9,742","9,742","32","0","15.65","-0.15"," "
" "," ","","1540喬福","電機","20.88","20.9","20.91","50","0.03"," ","17,850","17,870","17,876","50","26","21.85","-0.15"," "
" "," ","","1541錩泰","電機","31.97","31.97","31.97","32","0.00"," ","25,194","25,194","25,194","32","0","21.85","-0.25"," "
" "," ","","1558伸興","電機","9.85","9.75","9.75","21","-0.10"," ","6,357","6,294","6,294","21","-63","91.20","0.00"," "
" "," ","","1560中砂","電機","14.46","14.37","14.32","10","-0.14"," ","21,546","21,528","21,492","10","-54","705.00","-8.00"," "
" "," ","","1563巧新","汽車","6.27","6.45","6.89","50","0.62"," ","14,491","14,895","15,559","50","1,069","69.70","3.50"," "
" "," ","","1568倉佑","汽車","15.8","15.8","15.8","32","0.00"," ","16,297","16,297","16,297","32","0","44.85","1.55"," "
" "," ","","1582信錦","電子零組件","12.73","12.73","12.73","32","0.00"," ","18,377","18,377","18,377","32","0","90.50","-3.40"," "
" "," ","","1583程泰","電機","10.01","10.01","9.93","20","-0.08"," ","10,957","10,958","10,873","30","-84","50.70","-0.20"," "
" "," ","","1587吉茂","汽車","25.86","25.86","25.86","32","0.00"," ","20,710","20,710","20,710","32","0","27.60","-0.30"," "
" "," ","","1589永冠-KY","電機","7.83","7.83","7.83","32","0.00"," ","11,993","11,993","11,993","32","0","",""," "
" "," ","","1590亞德客-KY","電機","3.78","3.66","3.57","10","-0.21"," ","7,561","7,321","7,141","10","-420","1375.00","-20.00"," "
" "," ","","1597直得","電機","15.13","15.13","15.41","41","0.28"," ","13,507","13,507","13,757","41","249","154.00","-3.50"," "
" "," ","","1598岱宇","運動","9.97","9.97","8.29","20","-1.68"," ","17,866","17,866","14,865","20","-3,001","19.70","-0.15"," "
" "," ","","1603華電","電器電纜","7.92","7.92","7.92","32","0.00"," ","15,200","15,200","15,200","32","0","31.15","-0.40"," "
" "," ","","1604聲寶","電器電纜","5.52","5.52","5.52","32","0.00"," ","21,228","21,228","21,228","32","0","23.10","-0.05"," "
" "," ","","1605華新","電器電纜","10.79","10.79","9.92","20","-0.87"," ","478,359","478,359","439,670","20","-38,689","37.80","-2.95"," "
" "," ","","1608華榮","電器電纜","33.58","33.58","33.58","32","0.00"," ","212,501","212,501","212,501","32","0","34.45","-0.75"," "
" "," ","","1609大亞","電器電纜","4.86","4.86","4.86","32","0.00"," ","38,185","38,185","38,176","20","-9","37.15","0.00"," "
" "," ","","1611中電","電器電纜","6.13","6.13","6.13","32","0.00"," ","19,801","19,801","19,801","32","0","13.20","-0.20"," "
" "," ","","1612宏泰","電器電纜","12.59","12.59","12.59","32","0.00"," ","39,812","39,812","39,812","32","0","37.60","-0.65"," "
" "," ","","1614三洋電","電器電纜","33.4","33.4","33.4","32","0.00"," ","89,890","89,890","89,890","32","0","31.75","-0.05"," "
" "," ","","1615大山","電器電纜","18.42","18.42","18.42","32","0.00"," ","36,226","36,226","36,226","32","0","45.00","-0.15"," "
" "," ","","1616億泰","電器電纜","10.7","10.7","10.7","32","0.00"," ","20,774","20,774","20,774","32","0","21.85","-0.40"," "
" "," ","","1617榮星","電器電纜","42.02","42.02","42.02","32","0.00"," ","71,231","71,231","71,231","32","0","15.80","-0.15"," "
" "," ","","1618合機","電器電纜","35.83","35.83","35.83","32","0.00"," ","69,061","69,061","69,061","32","0","41.85","-0.50"," "
" "," ","","1623大東電","電器電纜","40.82","40.82","40.82","32","0.00"," ","26,947","26,947","26,947","32","0","214.00","-4.50"," "
" "," ","","1626艾美特-KY","電器電纜","7.72","7.72","7.72","32","0.00"," ","11,574","11,574","11,574","32","0","9.77","0.03"," "
" "," ","","1702南僑","食品","17.61","17.61","17.61","32","0.00"," ","51,817","51,817","51,817","32","0","31.50","0.05"," "
" "," ","","1707葡萄王","生技醫療業","16.28","16.28","16.28","32","0.00"," ","24,120","24,120","24,122","41","2","97.30","-1.40"," "
" "," ","","1708東鹼","化學","11.89","11.89","11.89","32","0.00"," ","29,615","29,615","29,615","32","0","49.35","-2.25"," "
" "," ","","1709和益","化學","18.48","18.48","18.48","32","0.00"," ","88,180","88,180","88,180","32","0","21.15","-0.35"," "
" "," ","","1710東聯","化學","10.06","10.06","10.06","32","0.00"," ","89,184","89,184","89,184","32","0","13.50","-0.65"," "
" "," ","","1711永光","化學","18.25","18.23","18.22","10","-0.03"," ","99,988","99,888","99,838","10","-150","47.00","-2.55"," "
" "," ","","1712興農","化學","19.74","19.74","19.15","20","-0.59"," ","83,011","83,011","80,545","20","-2,467","38.95","-0.10"," "
" "," ","","1713國化","化學","23.7","23.7","23.7","32","0.00"," ","35,784","35,784","35,784","32","0","50.10","0.00"," "
" "," ","","1714和桐","化學","10.69","10.69","10.69","32","0.00"," ","106,113","106,113","106,113","32","0","17.85","-0.50"," "
" "," ","","1717長興","化學","14.39","14.38","14.38","21","-0.01"," ","168,692","168,672","168,652","10","-40","71.70","-3.00"," "
" "," ","","1718中纖","化學","5.71","5.71","5.71","32","0.00"," ","96,323","96,323","96,323","32","0","9.25","-0.53"," "
" "," ","","1720生達","生技醫療業","14.89","14.89","14.89","32","0.00"," ","26,608","26,608","26,608","32","0","62.80","0.20"," "
" "," ","","1721三晃","化學","9.36","9.36","9.36","32","0.00"," ","17,314","17,314","17,314","32","0","24.50","-1.65"," "
" "," ","","1722台肥","化學","24.07","24.07","24.07","32","0.00"," ","235,888","235,888","235,888","32","0","47.60","-0.40"," "
" "," ","","1723中碳","化學","33.99","33.99","33.99","32","0.00"," ","80,546","80,546","80,546","32","0","87.30","-2.20"," "
" "," ","","1725元禎","化學","11.45","11.45","11.45","32","0.00"," ","20,827","20,827","20,827","32","0","37.05","-4.10"," "
" "," ","","1726永記","化學","21.07","21.07","21.07","32","0.00"," ","34,145","34,145","34,145","32","0","79.20","1.10"," "
" "," ","","1727中華化","化學","19.06","19.06","19.06","32","0.00"," ","24,401","24,401","24,401","32","0","96.50","-5.50"," "
" "," ","","1730花仙子","化學","38.35","38.35","38.35","32","0.00"," ","24,251","24,251","24,251","32","0","53.50","0.20"," "
" "," ","","1731美吾華","生技醫療業","29.89","29.89","29.89","32","0.00"," ","39,739","39,739","39,739","32","0","21.75","0.05"," "
" "," ","","1732毛寶","化學","33.46","33.46","33.46","32","0.00"," ","14,206","14,206","14,206","32","0","26.30","0.00"," "
" "," ","","1733五鼎","生技醫療業","26.89","27.36","27.54","50","0.65"," ","26,877","27,352","27,533","50","656","29.10","-0.30"," "
" "," ","","1734杏輝","生技醫療業","16.48","16.49","16.49","40","0.01"," ","31,360","31,376","31,376","40","16","31.85","-0.25"," "
" "," ","","1735日勝化","化學","58.94","58.94","58.94","32","0.00"," ","58,584","58,584","58,584","32","0","22.55","-0.65"," "
" "," ","","1736喬山","運動","68.02","68.02","68.02","32","0.00"," ","206,396","206,396","206,396","32","0","114.00","-2.00"," "
" "," ","","1737臺鹽","食品","44.28","44.28","44.28","32","0.00"," ","88,564","88,564","88,564","32","0","31.80","0.05"," "
" "," ","","1752南光","生技醫療業","10.18","10.18","10.09","20","-0.09"," ","10,290","10,290","10,190","20","-100","32.70","0.00"," "
" "," ","","1760寶齡富錦","生技醫療業","18.66","18.63","18.63","21","-0.03"," ","16,004","15,980","15,973","10","-31","60.90","0.70"," "
" "," ","","1762中化生","生技醫療業","30.24","30.24","30.24","32","0.00"," ","23,267","23,267","23,267","32","0","37.50","1.70"," "
" "," ","","1773勝一","化學","42.29","42.29","30.92","20","-11.37"," ","126,895","126,895","92,780","20","-34,114","174.00","-4.50"," "
" "," ","","1776展宇","化學","9.31","9.31","9.31","32","0.00"," ","5,602","5,602","5,602","32","0","19.20","0.00"," "
" "," ","","1783和康生","生技醫療業","41.31","41.37","41.48","50","0.17"," ","37,062","37,109","37,209","50","147","38.60","0.05"," "
" "," ","","1786科妍","生技醫療業","11","11","11","32","0.00"," ","8,234","8,234","8,234","32","0","52.90","-0.10"," "
" "," ","","1789神隆","生技醫療業","64.39","64.39","64.39","32","0.00"," ","509,202","509,202","509,202","32","0","20.25","-0.15"," "
" "," ","","1795美時","生技醫療業","37.17","37.17","37.17","32","0.00"," ","99,209","99,209","99,209","32","0","190.50","-1.00"," "
" "," ","","1802台玻","玻璃","30.08","30.08","30.08","32","0.00"," ","874,951","874,951","874,951","32","0","69.90","-6.70"," "
" "," ","","1805寶徠","營建","30.3","30.3","30.3","32","0.00"," ","40,906","40,906","40,906","32","0","10.35","0.00"," "
" "," ","","1806冠軍","玻璃","7.7","7.7","7.7","32","0.00"," ","30,066","30,066","30,066","32","0","8.18","-0.03"," "
" "," ","","1808潤隆","營建","3.92","3.92","3.92","32","0.00"," ","35,040","35,040","35,040","32","0","30.00","-0.60"," "
" "," ","","1809中釉","玻璃","13.37","13.37","13.37","32","0.00"," ","22,334","22,334","22,334","32","0","53.90","-2.60"," "
" "," ","","1810和成","玻璃","5.36","5.36","5.36","32","0.00"," ","16,213","16,213","16,213","32","0","20.05","-1.30"," "
" "," ","","1817凱撒衛","玻璃","30.15","30.15","30.15","32","0.00"," ","21,891","21,891","21,891","32","0","40.45","0.00"," "
" "," ","","1903士紙","造紙","7.79","7.79","7.79","32","0.00"," ","20,281","20,281","20,281","32","0","47.35","-0.70"," "
" "," ","","1904正隆","造紙","14.25","14.25","14.25","32","0.00"," ","157,938","157,938","157,938","32","0","21.70","-0.85"," "
" "," ","","1905華紙","造紙","57.63","57.63","57.63","32","0.00"," ","635,581","635,581","635,581","32","0","16.75","-1.70"," "
" "," ","","1906寶隆","造紙","25.94","25.94","25.94","32","0.00"," ","39,181","39,181","39,181","32","0","11.20","-0.15"," "
" "," ","","1907永豐餘","造紙","5.78","5.78","5.78","32","0.00"," ","96,063","96,063","96,063","32","0","27.00","-0.40"," "
" "," ","","1909榮成","造紙","36.85","36.85","36.85","32","0.00"," ","489,355","489,355","489,355","32","0","9.64","-0.31"," "
" "," ","","2002中鋼","鋼鐵","20.09","20.09","20.09","32","0.00"," ","3,169,274","3,169,274","3,169,274","32","0","19.20","-0.30"," "
" "," ","","2006東和鋼鐵","鋼鐵","19.39","19.39","19.6","41","0.21"," ","141,660","141,660","143,126","41","1,466","69.70","0.10"," "
" "," ","","2007燁興","鋼鐵","73.56","73.56","73.56","32","0.00"," ","390,372","390,372","390,372","32","0","7.38","-0.07"," "
" "," ","","2008高興昌","鋼鐵","38.27","39.84","39.84","40","1.57"," ","73,052","76,053","76,053","40","3,001","30.90","0.10"," "
" "," ","","2009第一銅","鋼鐵","39.43","39.43","39.43","32","0.00"," ","141,818","141,818","141,818","32","0","39.00","-0.60"," "
" "," ","","2010春源","鋼鐵","16.52","16.52","16.52","32","0.00"," ","107,001","107,001","107,001","32","0","24.35","-0.40"," "
" "," ","","2012春雨","鋼鐵","4.37","4.37","4.37","32","0.00"," ","13,207","13,207","13,207","32","0","15.00","-0.30"," "
" "," ","","2013中鋼構","鋼鐵","43.38","43.38","44.99","41","1.61"," ","86,762","86,762","89,999","41","3,237","43.05","0.10"," "
