" "," ","#","個股代號/名稱","類別","前二月","前一月","本  月","走 勢","總增減"," ","前二月","前一月","本  月","走 勢","總增減","今日收盤價","今日漲跌"," "
" "," ","","2014中鴻","鋼鐵","40.58","40.58","40.58","32","0.00"," ","582,673","582,673","582,673","32","0","17.40","0.05"," "
" "," ","","2015豐興","鋼鐵","12.07","12.07","12.08","41","0.01"," ","70,244","70,244","70,266","41","22","63.80","0.30"," "
" "," ","","2017官田鋼","鋼鐵","22.5","22.5","22.5","32","0.00"," ","100,587","100,587","100,587","32","0","8.98","0.06"," "
" "," ","","2020美亞","鋼鐵","16.71","16.71","16.75","41","0.04"," ","44,643","44,643","44,745","41","102","21.25","0.05"," "
" "," ","","2022聚亨","鋼鐵","7.18","7.18","7.18","32","0.00"," ","24,237","24,237","24,237","32","0","7.77","0.01"," "
" "," ","","2023燁輝","鋼鐵","4.7","4.79","4.79","40","0.09"," ","88,284","88,284","88,284","32","0","13.95","0.00"," "
" "," ","","2024志聯","鋼鐵","22.3","22.3","22.3","32","0.00"," ","21,751","21,751","21,751","32","0","13.80","0.20"," "
" "," ","","2025千興","鋼鐵","7.03","7.03","6.92","20","-0.11"," ","12,154","12,154","11,954","20","-200","11.70","-0.50"," "
" "," ","","2027大成鋼","鋼鐵","4.38","4.38","4.38","32","0.00"," ","113,414","113,386","113,332","10","-82","43.55","-0.85"," "
" "," ","","2028威致","鋼鐵","10.77","10.77","10.77","32","0.00"," ","35,099","35,099","35,099","32","0","15.60","0.00"," "
" "," ","","2029盛餘","鋼鐵","65.76","65.76","65.76","32","0.00"," ","211,221","211,221","211,221","32","0","20.75","0.10"," "
" "," ","","2030彰源","鋼鐵","24.02","24.02","24.02","32","0.00"," ","67,403","67,403","67,403","32","0","17.50","0.00"," "
" "," ","","2031新光鋼","鋼鐵","18.69","18.76","19.33","50","0.64"," ","60,027","60,257","62,107","50","2,080","40.15","-0.25"," "
" "," ","","2032新鋼","鋼鐵","8.87","8.87","8.87","32","0.00"," ","11,585","11,585","11,585","32","0","16.05","-0.20"," "
" "," ","","2033佳大","鋼鐵","14.29","14.29","14.29","32","0.00"," ","11,534","11,534","11,534","32","0","15.40","0.05"," "
" "," ","","2034允強","鋼鐵","22.34","22.34","22.34","32","0.00"," ","118,194","118,194","118,194","32","0","19.30","-0.25"," "
" "," ","","2038海光","鋼鐵","31.89","31.89","31.89","32","0.00"," ","61,922","61,922","61,922","32","0","12.75","-0.05"," "
" "," ","","2049上銀","電機","9.33","9.33","9.33","32","0.00"," ","33,041","33,011","33,011","21","-30","313.00","-6.50"," "
" "," ","","2059川湖","電子零組件","14.09","14.09","14.09","32","0.00"," ","13,433","13,433","13,433","32","0","7735.00","-465.00"," "
" "," ","","2062橋椿","居家","14.93","14.93","14.93","32","0.00"," ","29,867","29,867","29,867","32","0","18.70","-0.15"," "
" "," ","","2069運錩","鋼鐵","27.28","27.29","27.29","40","0.01"," ","45,404","45,409","45,414","50","10","18.50","-0.15"," "
" "," ","","2072世紀風電","綠能","53.32","53.32","55.23","41","1.91"," ","102,386","102,386","106,054","41","3,669","143.00","1.00"," "
" "," ","","2101南港","橡膠","4.03","4.03","3.44","20","-0.59"," ","29,625","29,625","25,255","20","-4,370","33.00","-0.45"," "
" "," ","","2102泰豐","橡膠","31.48","31.48","31.48","32","0.00"," ","149,018","149,018","149,018","32","0","19.00","-0.05"," "
" "," ","","2103台橡","橡膠","14.14","14.14","14.14","32","0.00"," ","116,802","116,802","116,802","32","0","23.30","-0.55"," "
" "," ","","2104國際中橡","橡膠","17.93","17.93","17.93","32","0.00"," ","176,609","176,609","176,609","32","0","10.35","-0.10"," "
" "," ","","2105正新","橡膠","12.8","12.8","12.8","32","0.00"," ","415,051","415,051","415,051","32","0","31.25","0.05"," "
" "," ","","2106建大","橡膠","24.24","24.24","24.24","32","0.00"," ","231,526","231,526","231,526","32","0","17.75","-0.05"," "
" "," ","","2107厚生","橡膠","26.58","26.65","26.65","40","0.07"," ","80,716","80,919","80,919","40","203","25.95","0.15"," "
" "," ","","2108南帝","橡膠","37.58","37.58","37.58","32","0.00"," ","185,067","185,067","185,067","32","0","28.30","-0.55"," "
" "," ","","2109華豐","橡膠","15.22","15.24","15.24","40","0.02"," ","42,522","42,590","42,590","40","68","14.50","0.00"," "
" "," ","","2114鑫永銓","橡膠","40.79","40.79","40.79","32","0.00"," ","31,820","31,820","31,820","32","0","87.80","0.80"," "
" "," ","","2115六暉-KY","汽車","11.95","12.03","12.04","50","0.09"," ","12,480","12,562","12,577","50","97","22.05","-0.10"," "
" "," ","","2201裕隆","汽車","34.47","34.47","34.47","32","0.00"," ","368,882","368,882","368,882","32","0","27.90","-0.15"," "
" "," ","","2204中華","汽車","47.64","47.64","47.64","32","0.00"," ","263,751","263,751","263,751","32","0","51.80","-0.20"," "
" "," ","","2206三陽工業","汽車","8.15","8.15","8.15","32","0.00"," ","63,932","63,932","63,932","32","0","61.40","0.70"," "
" "," ","","2207和泰車","汽車","21.28","21.28","21.28","32","0.00"," ","118,556","118,561","118,562","50","6","493.50","1.50"," "
" "," ","","2208台船","航運","33.08","33.08","33.08","32","0.00"," ","421,731","421,731","421,731","32","0","19.85","0.10"," "
" "," ","","2211長榮鋼","鋼鐵","22.84","22.84","22.84","32","0.00"," ","95,271","95,271","95,271","32","0","87.80","0.20"," "
" "," ","","2227裕日車","汽車","87.83","87.83","87.83","32","0.00"," ","263,500","263,500","263,500","32","0","50.10","-0.30"," "
" "," ","","2228劍麟","汽車","29.96","29.96","29.96","32","0.00"," ","23,906","23,906","23,906","32","0","79.70","0.20"," "
" "," ","","2231為升","汽車","27.64","27.64","27.64","32","0.00"," ","37,585","37,585","37,585","32","0","96.40","0.30"," "
" "," ","","2233宇隆","汽車","33.66","33.21","33.21","21","-0.45"," ","20,296","20,026","20,026","21","-270","203.50","-15.00"," "
" "," ","","2236百達-KY","汽車","13.25","12.99","11.35","10","-1.90"," ","8,139","8,171","7,171","30","-968","149.00","-1.00"," "
" "," ","","2239英利-KY","汽車","22.08","22.08","22.08","32","0.00"," ","25,995","25,995","25,995","32","0","20.10","0.15"," "
" "," ","","2241艾姆勒","汽車","10.6","10.6","10.6","32","0.00"," ","11,093","11,093","11,093","32","0","35.00","0.80"," "
" "," ","","2243宏旭-KY","汽車","17.62","17.62","15.79","20","-1.83"," ","12,225","12,225","12,225","32","0","50.40","-4.00"," "
" "," ","","2247汎德永業","汽車","35.05","35.06","35.05","30","0.00"," ","28,293","28,303","28,293","30","0","225.00","3.50"," "
" "," ","","2248華勝-KY","汽車","38.87","38.99","38.99","40","0.12"," ","18,502","18,562","18,562","40","60","62.20","-0.50"," "
" "," ","","2250IKKA-KY","汽車","12.08","12.08","12.08","32","0.00"," ","4,398","4,398","4,398","32","0","61.10","0.00"," "
" "," ","","2254巨鎧精密-創","汽車","52.01","52.01","52.01","32","0.00"," ","33,241","33,241","33,241","32","0","60.60","0.10"," "
" "," ","","2258鴻華先進-創","汽車","88.95","88.94","88.94","21","-0.01"," ","1,557,600","1,557,600","1,557,600","32","0","32.05","0.35"," "
" "," ","","2301光寶科","電腦週邊","6.31","6.31","6.31","32","0.00"," ","146,200","146,200","146,200","32","0","214.50","-3.50"," "
" "," ","","2302麗正","半導體","25.72","25.72","25.72","32","0.00"," ","42,788","42,788","42,788","32","0","43.00","0.55"," "
" "," ","","2303聯電","半導體","6.1","6.1","6.1","32","0.00"," ","767,779","767,779","767,779","32","0","128.00","-10.50"," "
" "," ","","2305全友","電腦週邊","33.72","50.54","50.54","40","16.82"," ","69,357","103,948","103,948","40","34,591","32.30","-2.05"," "
" "," ","","2308台達電","電子零組件","7.31","7.31","7.31","32","0.00"," ","190,045","190,045","190,045","32","0","1785.00","-95.00"," "
" "," ","","2312金寶","其他電子","9.11","9.11","8.92","20","-0.19"," ","137,232","137,232","134,402","20","-2,830","31.85","-0.65"," "
" "," ","","2313華通","電子零組件","5.34","5.23","5.23","21","-0.11"," ","63,706","62,337","62,337","21","-1,369","201.50","-12.50"," "
" "," ","","2314台揚","通信網路","1.04","1.04","1.02","20","-0.02"," ","1,110","1,110","1,110","32","0","12.35","-0.35"," "
" "," ","","2316楠梓電","電子零組件","19.06","19.06","19.06","32","0.00"," ","34,843","34,843","34,843","32","0","156.00","-9.50"," "
" "," ","","2317鴻海","其他電子","0.01","0.01","0.01","32","0.00"," ","2,139","2,139","2,139","32","0","252.50","-5.00"," "
" "," ","","2321東訊","通信網路","67.4","67.4","67.4","32","0.00"," ","20,406","20,406","20,406","32","0","15.00","0.00"," "
" "," ","","2323中環","光電","9.48","9.48","9.48","32","0.00"," ","103,275","103,345","103,345","40","70","10.35","-0.25"," "
" "," ","","2324仁寶","電腦週邊","4.97","4.97","4.97","32","0.00"," ","219,090","219,090","219,390","41","300","37.20","0.45"," "
" "," ","","2327國巨*","電子零組件","7.63","7.63","7.63","32","0.00"," ","158,059","158,059","158,059","32","0","642.00","-54.00"," "
" "," ","","2328廣宇","電子零組件","0.04","0.03","0.03","21","-0.01"," ","213","178","178","21","-35","45.30","-1.20"," "
" "," ","","2329華泰","半導體","35.65","35.68","35.68","40","0.03"," ","234,987","235,137","235,137","40","150","45.05","-2.05"," "
" "," ","","2330台積電","半導體","6.51","6.51","6.51","32","0.00"," ","1,690,762","1,690,762","1,690,762","32","0","2350.00","-55.00"," "
" "," ","","2331精英","電腦週邊","48.65","48.65","48.65","32","0.00"," ","271,215","271,215","271,215","32","0","19.25","-0.50"," "
" "," ","","2332友訊","通信網路","3.13","0.9","0.9","21","-2.23"," ","18,909","5,463","5,463","21","-13,446","22.10","-0.30"," "
" "," ","","2337旺宏","半導體","2.52","2.52","2.52","32","0.00"," ","50,125","50,125","50,125","32","0","124.00","-5.50"," "
" "," ","","2338光罩","半導體","14.27","14.27","4.76","20","-9.51"," ","52,356","52,356","17,470","20","-34,886","40.65","-1.35"," "
" "," ","","2340台亞","半導體","20.58","20.58","20.58","32","0.00"," ","90,278","90,289","90,289","40","11","30.65","-1.75"," "
" "," ","","2342茂矽","半導體","31.23","31.17","31.19","31","-0.04"," ","49,209","49,089","49,129","31","-81","39.10","-2.15"," "
" "," ","","2344華邦電","半導體","29.9","29.77","29.59","10","-0.31"," ","1,345,782","1,339,782","1,331,637","10","-14,145","154.50","-6.50"," "
" "," ","","2345智邦","通信網路","9.86","9.86","9.86","32","0.00"," ","55,356","55,356","55,356","32","0","2220.00","-105.00"," "
" "," ","","2347聯強","電子通路","18.68","18.68","18.68","32","0.00"," ","311,587","311,587","311,587","32","0","88.60","0.80"," "
" "," ","","2348海悅","其他","17.26","17.26","17.26","32","0.00"," ","31,409","31,409","31,409","32","0","78.20","-1.00"," "
" "," ","","2349錸德","光電","3.41","3.41","3.41","32","0.00"," ","23,688","23,688","23,688","32","0","11.25","-0.05"," "
" "," ","","2351順德","半導體","8.38","8.28","8.24","10","-0.14"," ","15,965","15,965","15,965","32","0","161.00","-3.00"," "
" "," ","","2352佳世達","電腦週邊","12.36","12.4","12.4","40","0.04"," ","195,366","196,073","196,073","40","707","29.20","-0.90"," "
" "," ","","2353宏卅卅","電腦週邊","2.83","3.09","3.09","40","0.26"," ","86,405","94,253","94,253","40","7,848","30.05","-0.10"," "
" "," ","","2354鴻準","其他電子","0.82","0.82","0.82","32","0.00"," ","11,707","11,707","11,707","32","0","57.10","0.10"," "
" "," ","","2355敬鵬","電子零組件","8.67","8.67","9.31","41","0.64"," ","34,469","34,469","37,024","41","2,555","41.00","-1.90"," "
" "," ","","2356英業達","電腦週邊","12.51","12.44","12.44","21","-0.07"," ","448,850","446,585","446,585","21","-2,265","64.50","1.50"," "
" "," ","","2357華碩","電腦週邊","5.49","5.49","5.49","32","0.00"," ","40,812","40,812","40,812","32","0","771.00","2.00"," "
" "," ","","2359所羅門","其他電子","19.9","19.9","19.9","32","0.00"," ","34,133","34,133","34,133","32","0","145.00","3.00"," "
" "," ","","2360致茂","其他電子","3.4","6.17","6.17","40","2.77"," ","14,472","26,246","26,246","40","11,774","2080.00","-75.00"," "
" "," ","","2362藍天","電腦週邊","9.39","9.39","9.39","32","0.00"," ","58,459","58,459","58,459","32","0","44.15","0.30"," "
" "," ","","2363矽統","半導體","18.2","18.2","18.2","32","0.00"," ","93,749","93,749","93,749","32","0","55.30","-1.80"," "
" "," ","","2364倫飛","電腦週邊","30.46","30.46","34.46","41","4.00"," ","15,959","15,959","18,057","41","2,097","71.20","0.30"," "
" "," ","","2365昆盈","電腦週邊","5.47","5.47","5.47","32","0.00"," ","12,133","12,133","12,133","32","0","30.20","-0.15"," "
" "," ","","2367燿華","電子零組件","7.41","7.4","7.39","10","-0.02"," ","52,382","52,283","52,220","10","-162","42.10","-2.00"," "
" "," ","","2368金像電","電子零組件","24.77","24.68","24.59","10","-0.18"," ","128,614","128,614","128,614","32","0","901.00","-40.00"," "
" "," ","","2369菱生","半導體","4.38","4.38","4.38","32","0.00"," ","16,676","16,676","16,676","32","0","32.90","-1.80"," "
" "," ","","2371大同","電機","5.27","5.27","5.27","32","0.00"," ","113,564","113,564","113,564","32","0","25.80","-0.55"," "
" "," ","","2373震旦行","其他電子","52.9","52.91","52.94","50","0.04"," ","124,955","124,995","125,047","50","92","54.00","0.60"," "
" "," ","","2374佳能","光電","12.28","12.23","12.23","21","-0.05"," ","41,344","41,344","41,344","32","0","67.50","-0.60"," "
" "," ","","2375凱美","電子零組件","9.03","9.03","9.03","32","0.00"," ","9,816","9,816","9,816","32","0","131.00","-11.50"," "
" "," ","","2376技嘉","電腦週邊","5.22","5.22","5.22","32","0.00"," ","34,971","34,971","34,971","32","0","354.50","0.00"," "
" "," ","","2377微星","電腦週邊","11.23","11.23","11.23","32","0.00"," ","94,918","94,918","94,918","32","0","146.50","-5.50"," "
" "," ","","2379瑞昱","半導體","3.2","3.2","3.2","32","0.00"," ","16,498","16,512","16,517","50","19","744.00","-1.00"," "
" "," ","","2380虹光","電腦週邊","7.79","7.79","7.82","41","0.03"," ","16,902","16,902","4,696","20","-12,206","19.50","0.50"," "
" "," ","","2382廣達","電腦週邊","13.03","13.03","13.03","32","0.00"," ","503,567","503,567","503,567","32","0","328.00","-8.00"," "
" "," ","","2383台光電","電子零組件","8.57","8.57","8.57","32","0.00"," ","30,737","30,737","30,737","32","0","4755.00","-340.00"," "
" "," ","","2385群光","電子零組件","10.49","10.46","10.46","21","-0.03"," ","79,772","80,134","80,134","40","362","106.50","0.50"," "
" "," ","","2387精元","電腦週邊","33.74","33.74","33.74","32","0.00"," ","65,889","65,889","65,889","32","0","38.85","0.00"," "
" "," ","","2388威盛","半導體","8.4","8.4","8.4","32","0.00"," ","46,705","46,705","46,705","32","0","74.90","1.50"," "
" "," ","","2390云辰","其他電子","29.02","29.02","29.02","32","0.00"," ","55,902","55,902","55,902","32","0","10.95","-0.10"," "
" "," ","","2392正崴","電子零組件","20.42","20.42","20.42","32","0.00"," ","104,662","104,662","104,662","32","0","35.70","-0.40"," "
" "," ","","2393億光","光電","5.41","5.41","5.41","32","0.00"," ","23,990","23,990","23,990","32","0","66.10","-0.80"," "
" "," ","","2395研華","電腦週邊","29.01","42.08","42.04","30","13.03"," ","251,935","365,419","365,419","40","113,483","581.00","-19.00"," "
" "," ","","2397友通","電腦週邊","45.07","45.07","45.07","32","0.00"," ","51,610","51,610","51,610","32","0","59.20","-0.80"," "
" "," ","","2399映泰","電腦週邊","7.53","7.53","7.53","32","0.00"," ","13,413","13,413","13,413","32","0","37.75","-1.05"," "
" "," ","","2401凌陽","半導體","15.66","15.66","15.66","32","0.00"," ","92,748","92,748","92,748","32","0","28.15","-0.05"," "
" "," ","","2402毅嘉","電子零組件","6.41","6.4","7.82","31","1.41"," ","19,718","19,709","24,058","31","4,340","58.00","-1.50"," "
" "," ","","2404漢唐","其他電子","9.5","9.5","9.5","32","0.00"," ","18,118","18,118","18,118","32","0","1120.00","-45.00"," "
" "," ","","2405輔信","電腦週邊","6.55","6.55","6.55","32","0.00"," ","22,503","22,503","22,503","32","0","16.40","-0.25"," "
" "," ","","2406國碩","光電","6.92","6.91","6.84","10","-0.08"," ","24,306","24,250","24,014","10","-292","33.35","0.00"," "
" "," ","","2408南亞科","半導體","26.33","26.33","26.32","20","-0.01"," ","908,463","908,445","908,415","10","-48","401.00","-25.00"," "
" "," ","","2409友達","光電","7.31","7.31","7.31","32","0.00"," ","552,325","552,325","552,325","32","0","25.50","-0.75"," "
" "," ","","2412中華電","通信網路","35.29","35.29","35.29","32","0.00"," ","2,737,719","2,737,719","2,737,719","32","0","139.00","1.00"," "
" "," ","","2413環科","電子零組件","12.58","12.58","12.59","41","0.01"," ","16,026","16,026","16,035","41","9","40.25","-1.60"," "
" "," ","","2414精技","電子通路","33.51","33.51","33.51","32","0.00"," ","54,206","54,206","54,206","32","0","55.70","1.20"," "
" "," ","","2415錩新","電子零組件","1.18","1.18","1.18","32","0.00"," ","1,068","1,068","1,068","32","0","32.65","-1.80"," "
" "," ","","2417圓剛","電腦週邊","24.94","24.96","24.41","30","-0.53"," ","39,233","39,273","38,383","30","-850","41.00","0.15"," "
" "," ","","2419仲琦","通信網路","62.41","62.41","62.41","32","0.00"," ","200,549","200,549","200,549","32","0","24.65","-0.85"," "
" "," ","","2420新巨","電子零組件","15.5","15.5","15.5","32","0.00"," ","23,662","23,662","23,662","32","0","56.70","-0.50"," "
" "," ","","2421建準","電子零組件","6.96","6.96","6.96","32","0.00"," ","19,993","19,993","19,993","32","0","130.00","-3.50"," "
" "," ","","2423固緯","其他電子","8.94","8.95","8.95","40","0.01"," ","12,972","12,992","12,992","40","20","73.90","-2.30"," "
" "," ","","2424隴華","通信網路","2.81","2.81","16.53","41","13.72"," ","1,680","1,680","9,853","41","8,173","8.43","-0.12"," "
" "," ","","2425承啟","電腦週邊","25.88","25.88","25.85","20","-0.03"," ","24,983","24,974","24,947","10","-36","46.85","1.05"," "
" "," ","","2426鼎元","光電","7.94","7.94","7.94","32","0.00"," ","23,886","23,886","23,886","32","0","62.00","0.90"," "
" "," ","","2427三商電","資訊服務","47.08","47.01","46.91","10","-0.17"," ","93,229","93,099","92,889","10","-340","23.20","0.00"," "
" "," ","","2428興勤","電子零組件","21.25","21.25","21.25","32","0.00"," ","27,236","27,236","27,236","32","0","241.00","-9.50"," "
" "," ","","2429銘旺科","光電","18.01","17.89","17.89","21","-0.12"," ","15,407","15,297","15,297","21","-110","39.00","-0.50"," "
" "," ","","2430燦坤","電子通路","32.19","32.19","32.19","32","0.00"," ","37,600","37,600","37,600","32","0","17.55","-0.15"," "
" "," ","","2431聯昌","電子零組件","34.22","33.84","33.84","21","-0.38"," ","37,967","37,542","37,542","21","-425","10.70","0.05"," "
" "," ","","2432倚天酷卅卅-創","電腦週邊","63.54","63.54","63.54","32","0.00"," ","39,310","39,310","39,310","32","0","28.35","-0.15"," "
" "," ","","2433互盛電","其他電子","27.3","27.3","27.3","32","0.00"," ","39,461","39,461","39,461","32","0","42.05","0.05"," "
" "," ","","2434統懋","半導體","31.62","31.62","31.62","32","0.00"," ","11,702","11,702","11,702","32","0","68.80","-1.10"," "
" "," ","","2436偉詮電","半導體","6.02","6.04","5.92","30","-0.10"," ","12,046","12,097","12,097","40","51","59.30","-0.90"," "
" "," ","","2438翔耀","光電","2.66","2.66","4.06","41","1.40"," ","1,896","1,896","2,896","41","1,000","17.95","0.10"," "
" "," ","","2439美律","通信網路","9.56","9.6","9.61","50","0.05"," ","24,278","24,392","24,392","40","114","82.90","-0.70"," "
" "," ","","2440太空梭","電子零組件","36.36","36.36","36.36","32","0.00"," ","50,590","50,590","50,590","32","0","15.70","-0.25"," "
" "," ","","2441超豐","半導體","43.92","43.92","43.92","32","0.00"," ","249,888","249,888","249,888","32","0","118.00","-9.00"," "
" "," ","","2442新美齊","營建","29.08","29.08","29.08","32","0.00"," ","94,590","94,590","94,590","32","0","19.35","0.00"," "
" "," ","","2444兆勁","通信網路","7.89","7.89","7.89","32","0.00"," ","8,016","8,016","8,016","32","0","11.25","0.05"," "
" "," ","","2449京元電子","半導體","8.45","8.45","8.45","32","0.00"," ","103,325","103,325","103,325","32","0","271.00","-15.00"," "
" "," ","","2450神腦","通信網路","33.53","33.53","33.53","32","0.00"," ","86,594","86,594","86,594","32","0","28.90","0.25"," "
" "," ","","2451創見","半導體","2.14","2.14","2.14","32","0.00"," ","9,235","9,256","9,247","30","12","264.00","19.50"," "
" "," ","","2453凌群","資訊服務","28.36","28.36","28.36","32","0.00"," ","28,367","28,367","28,367","32","0","51.70","-0.40"," "
" "," ","","2454聯發科","半導體","2.72","2.72","2.72","32","0.00"," ","43,692","43,692","43,692","32","0","3750.00","-125.00"," "
" "," ","","2455全新","通信網路","6.04","2.62","2.6","10","-3.44"," ","11,185","4,893","4,878","10","-6,307","333.00","-12.00"," "
" "," ","","2457飛宏","電子零組件","14.49","14.49","14.49","32","0.00"," ","61,582","61,582","61,582","32","0","24.00","-0.60"," "
" "," ","","2458義隆","半導體","5.88","5.88","5.97","41","0.09"," ","17,892","17,892","18,155","41","263","168.00","-3.00"," "
" "," ","","2459敦吉","其他電子","14.72","14.64","14.64","21","-0.08"," ","15,553","15,464","15,464","21","-89","65.30","-0.20"," "
" "," ","","2460建通","電子零組件","36.44","36.29","36.29","21","-0.15"," ","61,663","61,407","61,407","21","-256","31.25","-0.30"," "
" "," ","","2461光群雷","其他電子","8.44","8.41","8.41","21","-0.03"," ","16,213","16,151","16,151","21","-62","15.90","-0.20"," "
" "," ","","2462良得電","電子零組件","30.28","31.21","31.2","30","0.92"," ","45,664","47,064","47,054","30","1,390","20.65","-0.20"," "
" "," ","","2464盟立","其他電子","13.12","12.87","12.53","10","-0.59"," ","27,090","27,080","27,170","31","80","146.50","-2.00"," "
" "," ","","2465麗臺","電腦週邊","29.16","29.16","28.98","20","-0.18"," ","27,396","27,396","27,234","20","-162","80.50","-2.20"," "
" "," ","","2466冠西電","光電","9.85","9.85","9.85","32","0.00"," ","17,089","17,089","17,089","32","0","95.00","-9.00"," "
" "," ","","2467志聖","電子零組件","15.55","15.44","15.43","10","-0.12"," ","24,894","24,894","24,893","20","-1","515.00","-23.00"," "
" "," ","","2468華經","資訊服務","47.66","47.66","47.66","32","0.00"," ","33,348","33,348","33,348","32","0","34.90","-0.20"," "
" "," ","","2471資通","資訊服務","12.43","12.43","12.43","32","0.00"," ","5,877","5,877","5,877","32","0","48.70","0.50"," "
" "," ","","2472立隆電","電子零組件","17.53","17.5","17.47","10","-0.06"," ","28,893","28,841","28,786","10","-107","258.50","-17.50"," "
" "," ","","2474可成","其他電子","4.92","5.13","5.13","40","0.21"," ","27,651","27,651","27,651","32","0","189.50","-2.50"," "
" "," ","","2476鉅祥","電子零組件","9.29","9.29","7.72","20","-1.57"," ","20,345","20,345","16,931","20","-3,413","119.00","-1.50"," "
" "," ","","2477美隆電","其他電子","24.4","24.4","24.4","32","0.00"," ","38,694","38,694","38,694","32","0","21.30","0.05"," "
" "," ","","2478大毅","電子零組件","11.11","11.11","11.11","32","0.00"," ","16,085","16,085","16,085","32","0","131.50","-6.50"," "
" "," ","","2480敦陽科","資訊服務","8.36","8.36","8.36","32","0.00"," ","8,900","8,900","8,900","32","0","159.00","0.00"," "
" "," ","","2481強茂","半導體","19.06","19.18","19.21","50","0.15"," ","72,863","73,314","73,433","50","570","140.00","-4.50"," "
" "," ","","2482連宇","其他電子","17.93","17.93","17.93","32","0.00"," ","13,968","13,968","13,968","32","0","17.65","-0.15"," "
" "," ","","2483百容","電子零組件","13.8","13.8","13.8","32","0.00"," ","14,896","14,896","14,896","32","0","40.15","0.30"," "
" "," ","","2484希華","電子零組件","8.83","8.83","8.78","20","-0.05"," ","14,085","14,085","13,998","20","-87","71.90","2.50"," "
" "," ","","2485兆赫","通信網路","12.55","12.45","12.38","10","-0.17"," ","39,901","39,552","39,344","10","-557","40.20","-1.35"," "
" "," ","","2486一詮","光電","16.36","16.26","15.88","10","-0.48"," ","38,343","38,181","38,211","31","-132","219.00","-20.00"," "
" "," ","","2488漢平","其他電子","12.75","12.77","14.46","50","1.71"," ","10,201","10,220","11,574","50","1,373","49.75","0.05"," "
" "," ","","2489瑞軒","光電","12.62","12.62","12.62","32","0.00"," ","77,039","77,039","77,039","32","0","30.10","-1.65"," "
" "," ","","2491吉祥全","光電","28.89","28.89","28.89","32","0.00"," ","23,700","23,700","23,700","32","0","29.10","-1.20"," "
" "," ","","2492華新科","電子零組件","21.46","21.48","21.48","40","0.02"," ","104,268","104,268","104,268","32","0","274.00","-26.00"," "
" "," ","","2493揚博","電子零組件","11.07","11.07","11.07","32","0.00"," ","14,044","14,044","14,044","32","0","212.50","-23.50"," "
" "," ","","2495普安","電腦週邊","14.08","14.08","14.08","32","0.00"," ","38,523","38,533","38,533","40","10","37.60","0.00"," "
" "," ","","2496卓越","其他","26.29","25.97","25.97","21","-0.32"," ","5,023","4,962","4,962","21","-61","60.00","0.00"," "
" "," ","","2497怡利電","汽車","16.88","16.88","19.11","41","2.23"," ","22,102","22,102","25,013","41","2,911","52.10","-0.70"," "
" "," ","","2498宏達電","通信網路","6.54","6.54","6.54","32","0.00"," ","54,760","54,760","54,760","32","0","41.75","-0.15"," "
" "," ","","2501國建","營建","2.85","2.85","4.15","41","1.30"," ","33,050","33,050","48,196","41","15,146","22.75","0.10"," "
" "," ","","2504國產","營建","13.07","13.07","13.07","32","0.00"," ","154,330","154,330","154,330","32","0","31.70","0.30"," "
" "," ","","2505國揚","營建","7.65","8.19","8.19","40","0.54"," ","29,077","31,133","31,133","40","2,056","17.75","0.05"," "
" "," ","","2506太設","營建","9.51","9.51","9.51","32","0.00"," ","36,830","36,830","36,830","32","0","8.72","-0.01"," "
" "," ","","2509全坤建","營建","8.65","8.65","8.65","32","0.00"," ","19,438","19,438","19,438","32","0","13.20","0.15"," "
" "," ","","2511太子","營建","26.31","26.31","26.31","32","0.00"," ","427,107","427,107","427,107","32","0","8.54","0.03"," "
" "," ","","2514龍邦","其他","33.84","33.94","33.94","40","0.10"," ","133,614","133,973","133,988","50","374","12.80","0.10"," "
" "," ","","2515中工","營建","11.67","1.2","1.2","21","-10.47"," ","187,667","19,364","19,364","21","-168,303","12.05","-0.25"," "
" "," ","","2516新建","營建","12.93","12.94","12.94","40","0.01"," ","29,259","29,289","29,289","40","30","14.15","0.15"," "
" "," ","","2520冠德","營建","19.11","19.72","20.96","50","1.85"," ","116,529","120,200","127,781","50","11,252","34.95","-0.15"," "
" "," ","","2524京城","營建","13.94","13.94","13.56","20","-0.38"," ","51,039","51,039","49,652","20","-1,387","35.05","-0.75"," "
" "," ","","2527宏璟","營建","25.43","25.43","25.43","32","0.00"," ","68,754","68,754","68,754","32","0","46.15","-2.55"," "
" "," ","","2528皇普","營建","42.29","42.23","42.23","21","-0.06"," ","184,390","184,150","184,150","21","-240","22.50","0.15"," "
" "," ","","2530華建","營建","4.14","4.14","33.87","41","29.73"," ","34,892","34,892","284,964","41","250,072","20.00","0.05"," "
" "," ","","2534宏盛","營建","6.75","6.75","6.75","32","0.00"," ","32,020","32,020","32,020","32","0","17.25","0.05"," "
" "," ","","2535達欣工","營建","15.91","15.91","15.91","32","0.00"," ","43,095","43,095","43,095","32","0","87.90","-0.60"," "
" "," ","","2536宏普","營建","37.2","37.2","37.2","32","0.00"," ","123,805","123,805","123,805","32","0","18.25","0.00"," "
" "," ","","2537聯上發","營建","22.83","22.83","22.83","32","0.00"," ","68,628","68,628","68,628","32","0","11.05","0.05"," "
" "," ","","2538基泰","營建","5.64","5.69","5.69","40","0.05"," ","25,128","25,328","25,328","40","200","9.95","0.05"," "
