統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均量,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,外資持股比,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減幅_5日,B4_融資減張_當日,B4_融資減張_5日,B4_融資減張_當日估算(萬),B4_借券減幅_當日,B4_借券減幅_5日,B4_借券減張_當日,B4_借券減張_5日,B4_借券減張_當日估算(萬),B4_融券增幅_當日,B4_融券增幅_5日,B4_融券增張_當日,B4_融券增張_5日,B4_融券增張_當日估算(萬),B4_融資增幅_當日,B4_融資增幅_5日,B4_借券增幅_當日,B4_借券增幅_5日,B4_融資增張_當日,B4_融資增張_5日,B4_融資增張_當日估算(萬),B4_借券增張_當日,B4_借券增張_5日,B4_借券增張_當日估算(萬),B4_借券實際減額_當日,B4_借券實際減額_5日,B4_借券實際增額_當日,B4_借券實際增額_5日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B5_共振狀態,B6_總額(億),B6_成交均價,B6_收盤價,B6_防守狀態,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_日連買,B8_週連買,B8_囤貨張數
1240,茂生農經,農業科技業,09/17,55.6,0.72,5.0,0.29,10.4,5.0,0.28,⏸️ 平量滯漲 (拋壓增大，高位見頂),61.111111111111114,1.04,,,,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.02,🔄 持平,-0.0,0.02,🔄 持平,-0.0,0.02,🔄 持平,-0.0,0.02,,,,,,11.1,21.8,0.0,🔄 持平,0.0,0.0,➖ 持平,1,3,27.0
1259,安心,觀光餐旅,09/17,64.5,2.06,17.0,1.11,18.2,9.0,0.56,⚖️ 溫和震盪整理,11000.000000000002,1.98,,,,26.20,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.17,-0.07,↗️ 微增,0.17,3.02,↗️ 微增,0.17,1.04,↗️ 微增,0.17,1.04,雙引擎,,,,,52.6,23.5,0.0,🔄 持平,0.0,0.0,➖ 持平,1,3,75.0
1264,德麥,食品工業,09/17,244.5,0.41,14.0,3.35,11.5,36.0,8.91,⚖️ 溫和震盪整理,-40.28520499108734,0.38,,,,1.80,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🚨 劇減,-2.18,-2.24,↘️ 微減,-0.03,-0.09000000000000001,↘️ 微減,-0.03,-0.09000000000000001,,,,,,15.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,3,13.0
1268,漢來美食,觀光餐旅,09/17,173.0,0.58,21.0,3.58,13.1,22.0,3.75,⏸️ 平量滯漲 (拋壓增大，高位見頂),126.58227848101266,0.95,,,,1.80,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,0.0,-19.0,,,,,,,,,,,,,,,,0.0,9.09,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,16.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,7,3,96.0
1294,漢田生技,食品工業,09/17,51.5,0.78,10.0,0.51,12.6,16.0,0.81,⚖️ 溫和震盪整理,54.54545454545454,0.63,,,,2.10,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.17,3.2300000000000004,↗️ 微增,0.17,7.529999999999999,↗️ 微增,0.17,0.51,↗️ 微增,0.17,3.99,雙引擎 | 長短線,,,,,21.2,0,-4.2,🚨 減/大減,0.1,0.0,➖ 持平,1,4,21.0
1295,生合,食品工業,09/17,44.5,-0.11,12.0,0.55,10.8,15.0,0.68,⏸️ 平量滯漲 (拋壓增大，高位見頂),-24.65753424657533,0.81,,,,1.40,,,,,,,,,,,,⚠️ 初危,,,,,,,,,,,,,,,,0.0,2.05,,,,,,,,,,,,,🔄 持平,0.0,-0.039999999999999994,🔄 持平,-0.0,4.64,🔄 持平,-0.0,0.30000000000000004,🔄 持平,-0.0,1.4200000000000002,,,,,,15.2,0,1.3,🔥 大增,-11.7,0.0,➖ 持平,2,2,39.0
1336,台翰,電子零組件業,09/17,16.75,3.72,359.0,6.01,22.6,420.0,6.87,⚖️ 溫和震盪整理,239.54802259887003,0.87,,,,4.30,,,,,,🔄 持平 (0%),,🔥 持續加碼 (0.15%),,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(4)-🌱 週線發動,,,,,,,,0.0,-9.27,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.7799999999999999,🔄 持平,-0.0,1.53,↘️ 微減,-0.02,-0.09999999999999981,↘️ 微減,-0.02,1.37,,,,,,29.2,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,338.0
1565,精華,生技醫療業,09/17,96.5,0.73,119.0,11.5,12.0,106.0,10.23,⏸️ 平量滯漲 (拋壓增大，高位見頂),-3.361344537815125,1.12,,,,8.90,,,,,,,,,,🌐 外資週連買(16)-👑 長線主控,,,,,,,,,,,,,,,,,,0.16,6.02,,,2.0,72.0,19.3,,,,,,,,↗️ 微增,0.08,2.27,↗️ 微增,0.08,0.5,↗️ 微增,0.08,0.5,↗️ 微增,0.08,-1.23,雙引擎,,,,,8.02,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,4,162.0
1569,濱川,電腦及週邊設備業,09/17,52.0,2.56,1362.0,70.9,,1314.0,66.96,⚖️ 溫和震盪整理,94.7802197802198,1.06,,,,4.20,,,,,,🔄 持平 (0%),,🔥 持續加碼 (0.19%),,🌐 外資日連買(3)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,21.7,55.3,13.0,26.0,67.6,,,,,41.0,285.0,213.2,,,,-41.6,-479.0,,,📉 小減,-0.73,-1.77,↘️ 微減,-0.14,-0.6100000000000001,📉 小減,-0.63,-0.7000000000000001,📉 小減,-0.87,-1.5600000000000003,,,,,,16.8,36.0,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,1217.0
1570,力肯,電機機械,09/17,32.6,0.77,34.0,1.09,47.2,29.0,0.91,⏸️ 平量滯漲 (拋壓增大，高位見頂),127.08333333333334,1.2,,,,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.02,0.13,↗️ 微增,0.12,0.29,↗️ 微增,0.12,-0.5899999999999999,,,,,,40.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2,4,228.0
1580,新麥,電機機械,09/17,96.7,-0.82,125.0,12.1,8.43,124.0,11.99,⏸️ 平量滯漲 (拋壓增大，高位見頂),19.8019801980198,1.01,,,,5.40,,,,,,🚨 劇烈倒貨 (-24.0%),,💤 籌碼沉澱中,,,,,,,,,,-9.22,-8.86,,,,,,,,,0.0,6.45,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↘️ 微減,-0.04,-1.56,↘️ 微減,-0.04,-1.56,,,,,,12.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2,4,70.0
1584,精剛,其他業,09/17,18.2,1.11,361.0,6.53,30.8,267.0,4.79,⏸️ 平量滯漲 (拋壓增大，高位見頂),68.73385012919897,1.36,,,,7.40,,,,,,🔥 強延續 (67.8%),,,,🌐 外資日連買(2)-🆕 試單觀察,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.12,0.54,↘️ 微減,-0.25,0.54,↗️ 微增,0.07,0.2700000000000001,↗️ 微增,0.07,0.14000000000000004,雙引擎 | 長短線,,,,,23.3,36.8,0.0,🔄 持平,1.5,8.6,🚨 暴增,2,4,729.0
1586,和勤,電機機械,09/17,17.95,0.28,209.0,3.74,47.2,210.0,3.76,⏸️ 平量滯漲 (拋壓增大，高位見頂),11.309523809523814,0.99,,,,2.40,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,30.0,316.0,53.8,,,,,,,,↘️ 微減,-0.09,0.06000000000000005,📉 小減,-0.76,-0.6300000000000001,↘️ 微減,-0.28,-0.07000000000000003,↗️ 微增,0.45,0.4400000000000001,,,,,,10.0,0,0.14,📈 增,-2.2,0.0,➖ 持平,11,4,685.0
1591,駿吉-KY,電機機械,09/17,39.4,2.74,220.0,8.55,,612.0,24.47,📈 價升量縮 (量價背離，下方承接看拉高),-16.176470588235283,0.35,,,,4.00,,,,,,,,💤 籌碼沉澱中,,,,,,,,,,,,,,,,,0.0,8.0,0.0,,,5.02,40.8,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.01,0.13,↗️ 微增,0.01,0.13,↗️ 微增,0.01,-1.3699999999999999,,,,,,9.42,29.4,0.03,↗️ 微增,0.75,-0.1,↘️ 微減,2,3,155.0
1593,祺驊,運動休閒,09/17,31.55,1.28,26.0,0.84,8.03,10.0,0.32,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),394.1176470588235,2.62,,,,6.20,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.01,🔄 持平,-0.0,0.01,🔄 持平,-0.0,0.01,🔄 持平,-0.0,0.01,,,,,,17.2,20.3,0.0,🔄 持平,6.2,0.0,➖ 持平,1,3,32.0
1595,川寶,半導體業,09/17,64.4,1.74,313.0,20.7,,164.0,10.47,⚖️ 溫和震盪整理,229.09379968203498,1.98,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🚀 劇增,1.79,4.550000000000001,⚠️ 大減,-1.36,2.5599999999999996,↘️ 微減,-0.11,3.4099999999999997,↘️ 微減,-0.24,4.13,,,,,,9.84,28.9,-0.36,🚨 減/大減,0.78,0.0,➖ 持平,2,3,62.0
1599,宏佳騰,電機機械,09/17,23.1,0.87,9.0,0.21,,25.0,0.58,⚖️ 溫和震盪整理,-61.81818181818181,0.36,,,,7.40,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,-12.3,-33.6,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,-0.07,↘️ 微減,-0.01,1.03,↘️ 微減,-0.01,-0.06000000000000001,↘️ 微減,-0.01,0.5,,,,,,12.1,0,0.0,🔄 持平,4.67,0.0,➖ 持平,7,4,60.0
1742,台蠟,化學工業,09/17,17.55,-0.28,13.0,0.23,,28.0,0.5,⚖️ 溫和震盪整理,-34.28571428571428,0.46,,,,0.20,,,,,,,,,,,,,,,,,,0.0,-16.8,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.05,0.68,↗️ 微增,0.05,0.67,↗️ 微增,0.03,0.74,↗️ 微增,0.03,0.20999999999999996,雙引擎 | 長短線,,,,,51.6,4.18,0.0,🔄 持平,35.3,0.0,➖ 持平,4,4,566.0
1777,生泰,生技醫療業,09/17,73.9,0.27,14.0,1.03,9.93,56.0,4.11,⚖️ 溫和震盪整理,-68.20987654320987,0.25,,,,1.00,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.05,0.26,↗️ 微增,0.05,0.19,↗️ 微增,0.05,0.19,↗️ 微增,0.05,0.19,雙引擎 | 長短線,,,,,42.5,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2,4,110.0
1780,立弘,食品工業,09/17,25.15,2.65,148.0,3.69,13.6,76.0,1.87,⚖️ 溫和震盪整理,156.25,1.97,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.18,0.8200000000000001,↗️ 微增,0.19,0.9000000000000001,↗️ 微增,0.19,0.9000000000000001,↗️ 微增,0.2,1.34,雙引擎 | 長短線,,,,,30.5,0,0.5,📈 增,-2.6,0.0,➖ 持平,13,4,1107.0
1781,合世,生技醫療業,09/17,10.05,-1.47,12.0,0.12,,8.0,0.08,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),300.0,1.5,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,↗️ 微增,0.02,0.24000000000000002,,,,,,17.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,4,58.0
1784,訊聯,生技醫療業,09/17,59.1,1.37,42.0,2.49,51.8,38.0,2.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),-30.252100840336126,1.13,,,,4.80,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,-1.5,-7.99,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.14,↗️ 微增,0.02,1.63,,,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,74.0
1785,光洋科,其他電子業,09/17,96.0,1.37,6867.0,665.0,14.3,3830.0,367.2,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),221.256038647343,1.81,,,,19.40,,,,,,,🔄 持平 (0%),,💤 籌碼沉澱中,,,,,,318.0,-154.0,3052.8,,,,,,,,,,,,,,,,,,798.0,835.0,7660.8,,,7730.0,8111.0,↘️ 微減,-0.12,-0.6400000000000001,↗️ 微增,0.04,-0.7800000000000002,↘️ 微減,-0.19,-0.7700000000000001,↘️ 微減,-0.32,-0.94,,,,,,9.37,3.25,0.0,🔄 持平,0.01,0.0,➖ 持平,1,3,647.0
1788,杏昌,生技醫療業,09/17,128.0,0.0,12.0,1.48,14.5,15.0,1.88,⏸️ 平量滯漲 (拋壓增大，高位見頂),-41.96078431372548,0.79,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.01,🔄 持平,-0.0,-0.01,🔄 持平,-0.0,-0.17,🔄 持平,-0.0,-0.17,,,,,,33.2,23.9,0.0,🔄 持平,0.0,0.0,➖ 持平,2,4,22.0
1796,金穎生技,食品工業,09/17,29.5,1.03,4.0,0.12,70.2,6.0,0.17,⚖️ 溫和震盪整理,-25.0,0.71,,,,0.80,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,🔄 持平,-0.0,0.02,,,,,,41.1,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,4,22.0
1799,易威,生技醫療業,09/17,28.5,-0.35,108.0,3.09,,95.0,2.76,⏸️ 平量滯漲 (拋壓增大，高位見頂),-2.5236593059936974,1.12,,,,6.20,,,,,,,,,,,,⚠️ 初危,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↗️ 微增,0.01,-0.25,↗️ 微增,0.01,0.0,,,,,,14.6,0,0.0,🔄 持平,-14.6,0.0,➖ 持平,2,4,117.0
1813,寶利徠,生技醫療業,09/17,11.35,0.89,31.0,0.35,51.6,19.0,0.22,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),399.9999999999999,1.59,,,,9.80,,,,,,,,,,,,,11.1,-47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.25,,,,,,4.95,0,0.0,🔄 持平,0.01,0.0,➖ 持平,1,4,76.0
1815,富喬,電子零組件業,09/17,112.0,-5.49,53702.0,6135.0,32.2,48394.0,5783.4,🕳️ 平量大跌 (一致看空無承接，加速下跌),15.645617342130059,1.06,,,,25.50,,,,,,,📉 調節洗盤 (-2.8%),💤 籌碼沉澱中,🚨 轉賣反轉 (-0.24%),,,,,,202.0,-2116.0,2262.4,,,,,,,,,,,,,23.3,99.8,,,,3452.0,9114.0,38662.4,,,39438.0,106372.0,📈 小增,0.92,23.68,📈 小增,0.96,23.83,📈 小增,0.96,24.25,🔥 大增,1.42,24.970000000000002,雙引擎 | 長短線,,,,,11.2,6.26,0.0,🔄 持平,-1.2,0.0,➖ 持平,2,4,19906.0
2035,唐榮,鋼鐵工業,09/17,27.8,2.96,15.0,0.41,,12.0,0.33,⚖️ 溫和震盪整理,1266.6666666666665,1.24,,,,,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.02,-0.14999999999999997,↘️ 微減,-0.02,-0.14999999999999997,↘️ 微減,-0.02,-0.14999999999999997,↘️ 微減,-0.02,-0.14999999999999997,,,,,,44.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,2,75.0
2061,風青,電器電纜,09/17,52.4,0.96,2800.0,151.0,46.0,1462.0,74.32,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),36.036036036036045,2.03,,,,2.30,,,,,,🔄 持平 (0%),,🚨 轉賣反轉 (-0.21%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,📉 小減,-0.72,0.6199999999999999,📉 小減,-0.72,-2.2600000000000002,↗️ 微增,0.34,-1.15,⚠️ 大減,-1.36,-2.77,,,,,,11.4,0,-0.1,🚨 減/大減,-0.2,0.0,➖ 持平,1,4,792.0
2063,世鎧,鋼鐵工業,09/17,23.8,0.85,19.0,0.46,13.0,19.0,0.46,⏸️ 平量滯漲 (拋壓增大，高位見頂),27.77777777777779,1.0,,,,1.30,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(4)-🌱 週線發動,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.11,🔄 持平,-0.0,0.11,🔄 持平,-0.0,-1.4600000000000002,↘️ 微減,-0.02,-0.66,,,,,,10.4,25.7,0.0,🔄 持平,0.49,0.0,➖ 持平,5,4,96.0
2064,晉椿,鋼鐵工業,09/17,11.95,-1.24,358.0,4.36,598.0,201.0,2.47,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),13.541666666666675,1.77,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,36.7,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,,,,,,13.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2,2,30.0
2065,世豐,鋼鐵工業,09/17,35.25,-0.7,53.0,1.88,9.25,59.0,2.08,⏸️ 平量滯漲 (拋壓增大，高位見頂),18.23899371069182,0.9,,,,1.10,,,,,,,,,,🌐 外資日連買(3)-🆕 試單觀察,,,0.0,-8.11,,,,0.0,-11.9,,,,,,,,,,,,,,,,,,,,,,,📈 小增,0.8,0.19000000000000017,📈 小增,0.8,0.18999999999999995,↘️ 微減,-0.27,0.15999999999999992,↘️ 微減,-0.26,-0.51,,,,,,12.6,24.7,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,182.0
2066,世德,電機機械,09/17,52.3,1.95,31.0,1.62,14.3,29.0,1.49,⚖️ 溫和震盪整理,21.80451127819549,1.09,,,,10.00,,,,,,🔄 持平 (0%),,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,-5.0,-139.0,-26.2,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,↘️ 微減,-0.04,-0.05,↘️ 微減,-0.05,-0.13000000000000012,↘️ 微減,-0.03,-0.20000000000000004,,,,,,23.1,0,0.0,🔄 持平,0.2,0.0,➖ 持平,2,4,32.0
2067,嘉鋼,電機機械,09/17,5.21,4.83,50.0,0.26,,26.0,0.13,🚀 放量大漲 (量價齊升，持續看漲),62.5,2.0,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.04,,,,,,26.1,46.8,0.0,🔄 持平,0.0,0.0,➖ 持平,2,1,31.0
2070,精湛,電機機械,09/17,61.7,0.98,71.0,4.39,21.1,51.0,3.11,⏸️ 平量滯漲 (拋壓增大，高位見頂),278.44827586206895,1.41,,,,2.80,,,,,,,,💤 籌碼沉澱中,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🚀 劇增,2.11,2.05,↗️ 微增,0.27,3.51,↗️ 微增,0.36,2.34,,,,,,19.5,0,0.0,🔄 持平,0.1,0.0,➖ 持平,3,4,675.0
2073,雄順,鋼鐵工業,09/17,26.0,0.0,0.0,0.0,,2.0,0.07,⚪ 無明顯動能,-100.0,0.0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.03,🔄 持平,-0.0,0.03,🔄 持平,-0.0,0.03,🔄 持平,-0.0,0.03,,,,,,16.5,0,0.0,🔄 持平,-4.2,0.0,➖ 持平,0,1,4.0
2221,大甲,其他業,09/17,116.0,9.95,8408.0,949.0,38.3,8047.0,816.8,✈️ 平量大漲 (一致看漲無拋壓，加速上漲),4.4004400440043945,1.16,,,,3.60,,,,,,,,💤 籌碼沉澱中,,,,,,,,,,,,,,,6.52,318.0,53.0,659.0,614.8,14.6,3.77,5.36,8.18,267.0,76.0,3097.2,,,,,,,,🔄 持平,0.0,-0.47,🔄 持平,-0.0,-0.47,🚨 劇減,-1.71,-0.47,🚨 劇減,-1.67,0.49999999999999994,,,,,,40.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,469.0
2230,泰茂,居家生活,09/17,21.95,2.57,90.0,1.94,,61.0,1.3,⚖️ 溫和震盪整理,88.34951456310678,1.49,,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.03,↗️ 微增,0.01,0.019999999999999997,↘️ 微減,-0.03,0.09000000000000001,↘️ 微減,-0.04,0.09,,,,,,13.1,47.9,0.0,🔄 持平,-0.1,0.0,➖ 持平,4,4,60.0
2235,謚源,電機機械,09/17,28.3,0.18,8.0,0.23,20.7,6.0,0.16,⏸️ 平量滯漲 (拋壓增大，高位見頂),64.28571428571428,1.44,,,,0.00,,,,,,,,,,,,,0.0,-11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.06,0.06,↗️ 微增,0.06,0.06,↗️ 微增,0.08,0.08,,,,,,34.1,0,0.0,🔄 持平,0.1,0.0,➖ 持平,1,4,39.0
2596,綠意,建材營造業,09/17,34.7,-1.84,166.0,5.74,12.8,210.0,7.53,🥀 平量價縮 (下跌中繼，弱反彈信號),8.712121212121215,0.76,,,,0.70,,,,,,,,,,🌐 外資週連買(5)-🚀 趨勢加溫,,,,,,,,0.0,-31.4,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,-0.01,↘️ 微減,-0.01,-0.01,↘️ 微減,-0.01,0.029999999999999995,↘️ 微減,-0.01,0.42999999999999994,,,,,,45.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,18,4,140.0
2640,大車隊,數位雲端,09/17,172.0,8.18,199.0,33.1,18.0,63.0,10.23,🚀 放量大漲 (量價齊升，持續看漲),414.7744945567652,3.24,,,,4.50,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,6.25,2.94,,,,,,,,,,,,,↘️ 微減,-0.01,-0.01,↘️ 微減,-0.01,-0.01,↘️ 微減,-0.02,-0.03,↘️ 微減,-0.02,0.22,,,,,,36.5,9.17,0.0,🔄 持平,0.0,0.0,➖ 持平,7,4,75.0
2641,正德,航運業,09/17,17.6,0.57,966.0,16.9,7.59,1111.0,19.52,⏸️ 平量滯漲 (拋壓增大，高位見頂),19.85815602836878,0.87,,,,5.30,,,,,,,,💤 籌碼沉澱中,,🌐 外資週連買(2)-🌱 週線發動,,,0.35,-5.42,37.0,-613.0,65.1,,,32.0,-129.0,56.3,,,,,,,,,,,,,,,,,,,,📉 小減,-0.65,-0.55,↘️ 微減,-0.36,-0.81,↘️ 微減,-0.13,-0.21,📉 小減,-0.57,-0.08999999999999991,,,,,,18.2,40.8,0.0,🔄 持平,-0.7,0.0,➖ 持平,3,4,1380.0
2643,捷迅,航運業,09/17,62.6,0.0,8.0,0.51,8.72,6.0,0.38,⏸️ 平量滯漲 (拋壓增大，高位見頂),96.15384615384615,1.34,,,,1.60,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,-0.04000000000000001,↘️ 微減,-0.01,-0.04000000000000001,↘️ 微減,-0.01,-0.04000000000000001,↘️ 微減,-0.01,-0.04000000000000001,,,,,,37.0,9.89,0.0,🔄 持平,0.1,-1.51,✅ 大減,1,3,47.0
2718,全心投控,建材營造業,09/17,40.1,0.25,13.0,0.51,3.82,21.0,0.85,⚖️ 溫和震盪整理,-14.999999999999991,0.6,,,,0.50,,,,,,,🔥 強延續 (14.4%),,🔄 今日量縮持平,🏦 投信日連買(3)-🆕 試單觀察 | 🏦 投信週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3,4,77.0
2719,燦星旅,觀光餐旅,09/17,19.5,-0.26,4.0,0.08,28.7,11.0,0.22,⚖️ 溫和震盪整理,59.999999999999986,0.36,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,,,,,,72.3,40.0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,4,30.0
2724,藝舍-KY,其他業,09/17,10.75,1.9,4.0,0.05,,3.0,0.03,⚖️ 溫和震盪整理,-44.44444444444444,1.67,,,,15.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,1.8800000000000001,🔄 持平,-0.0,1.8800000000000001,🔄 持平,-0.0,1.8800000000000001,🔄 持平,-0.0,1.1800000000000002,,,,,,45.8,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,1,10.0
2726,雅茗-KY,觀光餐旅,09/17,8.1,-0.37,21.0,0.17,,21.0,0.17,⏸️ 平量滯漲 (拋壓增大，高位見頂),750.0,1.0,,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.18,0.11000000000000001,↘️ 微減,-0.16,0.13,🚨 劇減,-1.72,-1.88,↘️ 微減,-0.24,-0.4,,,,,,24.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1,4,235.0
