統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均量,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,外資持股比,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減幅_5日,B4_融資減張_當日,B4_融資減張_5日,B4_融資減張_當日估算(萬),B4_借券減幅_當日,B4_借券減幅_5日,B4_借券減張_當日,B4_借券減張_5日,B4_借券減張_當日估算(萬),B4_融券增幅_當日,B4_融券增幅_5日,B4_融券增張_當日,B4_融券增張_5日,B4_融券增張_當日估算(萬),B4_融資增幅_當日,B4_融資增幅_5日,B4_借券增幅_當日,B4_借券增幅_5日,B4_融資增張_當日,B4_融資增張_5日,B4_融資增張_當日估算(萬),B4_借券增張_當日,B4_借券增張_5日,B4_借券增張_當日估算(萬),B4_借券實際減額_當日,B4_借券實際減額_5日,B4_借券實際增額_當日,B4_借券實際增額_5日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B5_共振狀態,B6_總額(億),B6_成交均價,B6_收盤價,B6_防守狀態,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_日連買,B8_週連買,B8_囤貨張數
5508,永信建,建材營造業,09/18,56.0,2.19,2608.0,150.0,18.3,763.0,42.78,⚖️ 溫和震盪整理,385.4368932038835,3.51,,,,5.50,,,,,,🔄 持平 (0%),,💤 籌碼沉澱中,,,,,,,,,,,,,,,,,,,,3.62,2.69,,,,,,,,,,,,,🔄 持平,0.0,-0.05,↗️ 微增,0.01,0.36,↗️ 微增,0.32,0.6500000000000001,↘️ 微減,-0.11,0.29000000000000004,,,,,,40.9,0,0.0,🔄 持平,0.1,0.0,➖ 持平,12.0,4.0,167.724
5511,德昌,建材營造業,09/18,70.3,0.86,111.0,7.8,5.91,77.0,5.38,⏸️ 平量滯漲 (拋壓增大，高位見頂),54.761904761904766,1.45,,,,5.90,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔥 大增,1.0,4.12,↗️ 微增,0.39,3.02,↗️ 微增,0.39,2.4800000000000004,↗️ 微增,0.01,2.29,雙引擎 | 長短線,,,,,16.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,5.0,4.0,196.037
5512,力麒,建材營造業,09/18,7.49,-2.85,1563.0,11.8,53.5,595.0,4.55,🛡️ 放量小跌 (見底信號，越跌越買反轉),429.1479820627803,2.59,,,,5.90,,,,,,🔄 持平 (0%),,,,,,⚠️ 初危,,,,,,-14.1,-19.5,-708.0,-1047.0,-530.3,,,,,,,,,,,,,,,,-538.0,-799.0,,,↗️ 微增,0.15,-0.23,↘️ 微減,-0.11,0.010000000000000018,↘️ 微減,-0.22,-0.26999999999999996,↘️ 微減,-0.2,-0.23000000000000004,,,,,,3.34,11.1,0.0,🔄 持平,-0.01,0.0,➖ 持平,11.0,4.0,506.35
5514,三豐,建材營造業,09/18,15.0,0.0,15.0,0.23,60.0,6.0,0.1,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),666.6666666666667,2.3,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.06,🔄 持平,-0.0,0.06,🔄 持平,-0.0,0.06,🔄 持平,-0.0,-0.11000000000000003,,,,,,15.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,4.0,81.0
5516,雙喜,建材營造業,09/18,11.85,1.72,22.0,0.26,11.5,15.0,0.17,⚖️ 溫和震盪整理,52.941176470588225,1.53,,,,0.10,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.05000000000000007,🔄 持平,-0.0,0.23,,,,,,17.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,4.0,76.0
5520,力泰,建材營造業,09/18,82.0,-0.24,1.0,0.08,8.33,4.0,0.3,⚖️ 溫和震盪整理,700.0,0.27,,,,0.00,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.04,,,,,,25.8,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1.0,3.0,6.313000000000001
5523,豐謙,建材營造業,09/18,30.35,0.0,7.0,0.21,,11.0,0.34,⚖️ 溫和震盪整理,75.0,0.62,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.02,0.17,↗️ 微增,0.02,0.17,↗️ 微增,0.02,0.17,↗️ 微增,0.02,0.17,雙引擎 | 長短線,,,,,22.2,44.8,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,4.0,114.975
5529,鉅陞,建材營造業,09/18,26.0,1.96,178.0,4.57,7.24,240.0,6.09,⚖️ 溫和震盪整理,236.02941176470588,0.75,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,433.0,33.8,,,,,,,,↗️ 微增,0.2,0.28,📉 小減,-0.6,0.28,↘️ 微減,-0.02,0.19999999999999998,↗️ 微增,0.46,-0.3199999999999999,雙引擎,,,,,48.2,21.6,0.0,🔄 持平,0.0,0.0,➖ 持平,6.0,4.0,264.0
5530,龍巖,其他業,09/18,48.9,-1.91,306.0,15.0,14.6,139.0,6.89,🛡️ 放量小跌 (見底信號，越跌越買反轉),380.7692307692308,2.18,,,,55.00,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,1.0,-226.0,4.9,,,,,,,,,,,,,,,,4.94,-1120.0,,,↗️ 微增,0.02,0.07000000000000002,↗️ 微增,0.02,0.07000000000000002,↗️ 微增,0.02,0.42000000000000004,↗️ 微增,0.1,0.5,雙引擎 | 長短線,,,,,5.01,0,0.0,🔄 持平,0.0,0.0,➖ 持平,9.0,4.0,409.697
5536,聖暉*,其他電子業,09/18,888.0,7.64,920.0,798.0,22.2,429.0,366.4,🚀 放量大漲 (量價齊升，持續看漲),154.95207667731628,2.18,,,,43.60,,,,,,,📉 調節洗盤 (-0.14%),💤 籌碼沉澱中,💤 籌碼沉澱中,🌐 外資週連買(2)-🌱 週線發動 | 🏦 投信週連買(3)-🌱 週線發動,,,,,,,,-1.75,-7.1,-32.0,-137.0,-2841.6,33.3,33.3,,,,,,,,,,,,,,-2769.0,-11619.0,,,↗️ 微增,0.03,-2.7500000000000004,↗️ 微增,0.03,-0.5899999999999996,↘️ 微減,-0.03,-1.38,↘️ 微減,-0.35,-3.0,,,,,,9.12,0,0.0,🔄 持平,0.0,0.0,➖ 持平,9.0,4.0,207.47199999999998
5543,桓鼎-KY,建材營造業,09/18,26.5,-1.85,19.0,0.52,56.4,18.0,0.5,🥀 平量價縮 (下跌中繼，弱反彈信號),73.33333333333334,1.04,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.04,4.09,↗️ 微增,0.04,2.0799999999999996,↗️ 微增,0.04,0.64,📈 小增,0.93,0.38000000000000006,雙引擎 | 長短線,,,,,13.8,0,0.0,🔄 持平,2.4,0.0,➖ 持平,4.0,4.0,91.0
5547,久舜,建材營造業,09/18,19.95,0.5,24.0,0.48,10.0,24.0,0.49,⏸️ 平量滯漲 (拋壓增大，高位見頂),-9.433962264150953,0.98,,,,0.10,,,,,,,,,,🌐 外資週連買(4)-🌱 週線發動,,,0.0,-15.7,,,,,,,,,,,,,,0.0,-15.7,,,,,,,,,,,,,🔄 持平,0.0,4.13,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,📈 小增,0.78,1.6400000000000001,,,,,,15.8,0,-2.0,🚨 減/大減,0.0,0.0,➖ 持平,6.0,3.0,30.0
5548,安倉,建材營造業,09/18,20.15,0.0,35.0,0.71,10.7,18.0,0.37,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),65.11627906976744,1.92,,,,0.30,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.14,-0.46,🔥 大增,1.18,0.89,↘️ 微減,-0.22,-0.42999999999999994,↘️ 微減,-0.23,0.36000000000000004,,,,,,30.2,0,0.0,🔄 持平,2.2,0.0,➖ 持平,4.0,4.0,51.0
5603,陸海,航運業,09/18,13.5,0.0,471.0,6.35,,197.0,2.6,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),66.2303664921466,2.44,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,10.9,,,,,,,,,,,↗️ 微增,0.03,-0.02,↗️ 微增,0.03,-0.02,↘️ 微減,-0.01,-0.79,↗️ 微增,0.38,-0.78,雙引擎,,,,,11.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,16.0,4.0,331.01
5604,中連,其他業,09/18,31.05,-0.16,16.0,0.49,29.6,9.0,0.29,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),144.99999999999997,1.69,,,,3.10,,,,,,🔄 持平 (0%),,,,,,,,,,,,0.0,-27.3,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,0.02,↘️ 微減,-0.01,0.02,↘️ 微減,-0.01,0.02,↘️ 微減,-0.01,0.06,,,,,,8.73,0,0.0,🔄 持平,-0.2,0.0,➖ 持平,3.0,3.0,37.75
5609,中菲行,航運業,09/18,79.2,0.89,190.0,15.0,10.2,97.0,7.61,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),288.60103626943004,1.97,,,,15.60,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.62,↘️ 微減,-0.01,0.04000000000000001,↗️ 微增,0.02,0.10999999999999999,↗️ 微增,0.01,0.1,,,,,,16.7,12.5,0.0,🔄 持平,0.7,0.0,➖ 持平,4.0,4.0,50.0
5701,劍湖山,觀光餐旅,09/18,4.26,-0.47,42.0,0.18,,71.0,0.3,⚖️ 溫和震盪整理,-40.0,0.6,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,0.05000000000000002,↘️ 微減,-0.01,0.05000000000000002,↘️ 微減,-0.01,0.05000000000000002,↘️ 微減,-0.02,0.07,,,,,,,,,無,,,無,2.0,4.0,139.0
5703,亞都,觀光餐旅,09/18,13.7,-0.36,13.0,0.18,16.5,4.0,0.05,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),500.0,3.6,,,,6.70,,,,,,🔥 強延續 (61.5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,27.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,3.0,12.0
5704,老爺知,觀光餐旅,09/18,22.9,0.44,18.0,0.4,164.0,21.0,0.47,⏸️ 平量滯漲 (拋壓增大，高位見頂),-4.761904761904756,0.85,,,,0.20,,,,,,,,,,,,,,,,,,2.82,-8.95,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,-0.02,🔄 持平,-0.0,-0.02,↗️ 微增,0.01,0.060000000000000005,,,,,,41.7,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,4.0,36.0
5864,致和證,金融保險業,09/18,35.15,0.86,3039.0,107.0,2.81,2118.0,73.92,⏸️ 平量滯漲 (拋壓增大，高位見頂),54.6242774566474,1.45,,,,2.00,,,,,,,,💤 籌碼沉澱中,,🌐 外資日連買(2)-🆕 試單觀察,,,,,46.0,-242.0,161.7,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.17,1.1199999999999999,↘️ 微減,-0.21,0.96,↘️ 微減,-0.33,0.45,↗️ 微增,0.01,1.1700000000000002,,,,,,20.4,52.2,-0.1,🚨 減/大減,-0.2,0.0,➖ 持平,6.0,4.0,542.0
5878,台名,金融保險業,09/18,38.15,0.13,4.0,0.15,15.2,2.0,0.09,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),1400.0,1.67,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,3.41,🔄 持平,-0.0,0.4,🔄 持平,-0.0,0.4,,,,,,36.3,48.9,0.0,🔄 持平,0.0,0.0,➖ 持平,1.0,3.0,5.0
5903,全家,居家生活,09/18,184.5,0.27,15.0,2.72,23.5,16.0,2.9,⏸️ 平量滯漲 (拋壓增大，高位見頂),-22.063037249283667,0.94,,,,51.00,,,,,,🔄 持平 (0%),,,,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(6)-🚀 趨勢加溫,,,,,,,,,,,,,,,,,,36.4,114.0,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,72.7,0,0.0,🔄 持平,0.0,0.0,➖ 持平,6.0,4.0,9.138
5904,寶雅*,居家生活,09/18,72.1,-0.69,5924.0,424.0,2.12,6453.0,466.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),-54.603854389721626,0.91,,,,26.00,,,,,,🔄 持平 (0%),🔥 強延續 (11.6%),💤 籌碼沉澱中,🔥 持續加碼 (0.06%),🏦 投信日連買(3)-🆕 試單觀察,,,,,50.0,-257.0,360.5,,,,,,-35.0,46.2,-41.0,24.0,-295.6,,,7.38,28.4,,,,2132.0,6854.0,15371.7,,,15265.0,49312.0,↘️ 微減,-0.17,21.36,↗️ 微增,0.07,19.11,🔄 持平,-0.0,13.599999999999998,↗️ 微增,0.21,10.350000000000001,,,,,,11.3,7.43,0.0,🔄 持平,-8.0,-17.27,🌟 遽減,9.0,4.0,8951.787
5905,南仁湖,觀光餐旅,09/18,7.38,-0.27,236.0,1.73,,438.0,3.25,⚖️ 溫和震盪整理,57.27272727272725,0.53,,,,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.15,🔄 持平,-0.0,-0.44999999999999996,↗️ 微增,0.22,-0.7000000000000001,↘️ 微減,-0.15,-1.52,,,,,,5.14,0,0.0,🔄 持平,0.0,0.0,➖ 持平,16.0,4.0,257.481
6015,宏遠證,金融保險業,09/18,17.6,1.44,3181.0,55.7,4.05,2078.0,35.9,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),20.56277056277056,1.55,,,,5.60,,,,,,🔄 持平 (0%),,💤 籌碼沉澱中,,,,,,,82.0,-121.0,144.3,,,,,,-60.7,22.2,,,,,,,,,,,,,,,,,,↘️ 微減,-0.09,2.08,↗️ 微增,0.4,2.0600000000000005,📈 小增,0.51,2.3,↗️ 微增,0.25,1.6899999999999997,,,,,,8.94,48.4,0.0,🔄 持平,-0.04,0.0,➖ 持平,7.0,4.0,997.085
6016,康和證,金融保險業,09/18,23.0,0.44,4066.0,92.8,3.38,3930.0,88.38,⏸️ 平量滯漲 (拋壓增大，高位見頂),-25.760000000000005,1.05,,,,4.20,,,,,,🔄 持平 (0%),,💤 籌碼沉澱中,,,,,1.62,-14.1,81.0,-832.0,186.3,,,,,,,,,,,,,,,,,,183.0,385.0,420.9,,,,,📈 小增,0.5,1.1300000000000001,↗️ 微增,0.28,0.7600000000000005,↗️ 微增,0.45,1.2700000000000005,↗️ 微增,0.32,0.6200000000000009,雙引擎 | 長短線,,,,,7.64,0,0.0,🔄 持平,0.45,0.0,➖ 持平,7.0,4.0,3128.302
6020,大展證,金融保險業,09/18,20.55,0.0,15.0,0.31,5.69,29.0,0.6,⚖️ 溫和震盪整理,-83.33333333333334,0.52,,,,0.10,,,,,,🔄 持平 (0%),,,,,,,-0.51,-7.09,,,,0.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.01,0.18,↗️ 微增,0.01,0.18,↗️ 微增,0.01,0.18,↗️ 微增,0.01,0.18,雙引擎 | 長短線,,,,,26.3,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,3.0,53.0
6021,美好證,金融保險業,09/18,45.45,0.78,430.0,19.5,4.0,535.0,23.88,⏸️ 平量滯漲 (拋壓增大，高位見頂),-31.338028169014077,0.82,,,,7.40,,,,,,🔄 持平 (0%),,,,,,,1.29,-29.8,4.0,-133.0,18.2,,,,,,,,,,,,,4.53,11.6,,,,,,,,,,,↗️ 微增,0.14,0.16999999999999998,↗️ 微增,0.13,0.47,↗️ 微增,0.14,0.6799999999999999,↗️ 微增,0.33,0.73,雙引擎 | 長短線,,,,,50.5,29.5,0.0,🔄 持平,0.0,0.0,➖ 持平,11.0,3.0,3089.8729999999996
6023,元大期,金融保險業,09/18,87.5,-0.57,420.0,36.6,11.1,606.0,52.44,⚖️ 溫和震盪整理,-74.04255319148936,0.7,,,,2.90,,,,,,📉 調節洗盤 (-20.4%),,💤 籌碼沉澱中,,🌐 外資週連買(3)-🌱 週線發動,,,,,,,,-8.55,-12.3,,,,,,,,,8.07,12.5,,,,,,,,,-403.0,-611.0,,,↗️ 微增,0.27,-2.0999999999999988,📈 小增,0.68,-1.3100000000000003,↗️ 微增,0.23,-1.3200000000000003,↗️ 微增,0.23,-1.3699999999999997,雙引擎,,,,,76.4,0,1.6,🔥 大增,11.3,0.0,➖ 持平,8.0,4.0,996.4129999999998
6026,福邦證,金融保險業,09/18,15.5,0.0,840.0,13.0,5.6,1026.0,15.7,⏸️ 平量滯漲 (拋壓增大，高位見頂),-51.127819548872175,0.83,,,,6.30,,,,,,📉 調節洗盤 (-12.1%),🔥 強延續 (6.56%),🚨 轉賣反轉 (-0.03%),🔥 持續加碼 (0.01%),🏦 投信日連買(4)-🆕 試單觀察 | 🌐 外資週連買(6)-🚀 趨勢加溫 | 🏦 投信週連買(3)-🌱 週線發動,,,,,2.0,-133.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.38,0.49,🔥 大增,1.04,1.4100000000000001,↗️ 微增,0.18,1.9899999999999998,↗️ 微增,0.36,1.63,雙引擎 | 長短線,,,,,10.7,0,0.0,🔄 持平,2.15,0.0,➖ 持平,8.0,4.0,1061.0
6028,公勝保經,金融保險業,09/18,96.5,0.94,1.0,0.12,8.91,5.0,0.48,⚖️ 溫和震盪整理,-78.18181818181819,0.25,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.11000000000000001,,,,,,23.2,0,0.0,🔄 持平,-3.2,0.0,➖ 持平,1.0,3.0,7.0
6101,寬魚國際,文化創意業,09/18,38.4,0.0,205.0,7.83,28.2,191.0,7.25,⏸️ 平量滯漲 (拋壓增大，高位見頂),63.465553235908146,1.08,,,,0.40,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.23,-0.4099999999999999,↗️ 微增,0.23,-0.4,↗️ 微增,0.23,0.26,↗️ 微增,0.23,0.26,雙引擎,,,,,21.1,37.4,0.0,🔄 持平,0.0,0.0,➖ 持平,5.0,4.0,310.01700000000005
6103,合邦,半導體業,09/18,38.95,9.87,149.0,5.73,97.4,41.0,1.53,🚀 放量大漲 (量價齊升，持續看漲),467.3267326732674,3.75,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,153.0,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.57,,,,,,35.5,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,3.0,29.0
6104,創惟,半導體業,09/18,90.4,-0.55,399.0,36.2,19.0,281.0,25.44,⏸️ 平量滯漲 (拋壓增大，高位見頂),30.685920577617342,1.42,,,,21.30,,,,,,,,,,,,⚠️ 初危,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.11,1.24,📈 小增,0.87,1.19,↘️ 微減,-0.06,1.9100000000000001,↘️ 微減,-0.07,1.3599999999999999,,,,,,8.51,0,0.0,🔄 持平,0.05,0.0,➖ 持平,10.0,4.0,64.189
6109,亞元,通信網路業,09/18,10.4,-0.48,66.0,0.68,,118.0,1.23,⚖️ 溫和震盪整理,-41.880341880341874,0.55,,,,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.01,-0.98,📉 小減,-0.95,-2.09,↘️ 微減,-0.1,-0.26999999999999996,↗️ 微增,0.49,-0.10999999999999996,雙引擎,,,,,13.6,0,-0.1,🚨 減/大減,1.3,0.0,➖ 持平,6.0,4.0,45.065
6111,光聚晶電,文化創意業,09/18,35.8,3.02,382.0,13.7,,208.0,7.2,⚖️ 溫和震盪整理,121.68284789644015,1.9,,,,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.09,0.06999999999999998,↘️ 微減,-0.09,0.06999999999999998,↘️ 微減,-0.09,0.07000000000000006,↘️ 微減,-0.07,0.94,,,,,,22.3,84.4,0.0,🔄 持平,0.3,0.9,↗️ 微增,3.0,4.0,289.0
6113,亞矽,電子通路業,09/18,22.3,0.0,113.0,2.53,36.6,61.0,1.34,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),228.57142857142856,1.89,,,,3.20,,,,,,,,,,,,,,,,,,0.0,-9.95,,,,0.0,50.0,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.11000000000000001,,,,,,28.3,16.8,0.0,🔄 持平,0.2,0.0,➖ 持平,3.0,4.0,13.589999999999996
6114,久威,電子零組件業,09/18,23.3,1.3,22.0,0.52,6.16,28.0,0.64,⏸️ 平量滯漲 (拋壓增大，高位見頂),372.72727272727275,0.81,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,53.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1.0,3.0,4.0
6118,建達,電子通路業,09/18,15.15,0.0,51.0,0.77,94.7,60.0,0.91,⏸️ 平量滯漲 (拋壓增大，高位見頂),97.43589743589742,0.85,,,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.07,↗️ 微增,0.03,-0.019999999999999997,,,,,,28.3,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,3.0,64.0
6121,新普,電腦及週邊設備業,09/18,371.5,-0.67,1776.0,661.0,11.2,700.0,261.46,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),181.27659574468086,2.53,,,,45.40,,,,,,,⚠️ 趨緩 (0.49%),,🔄 今日量縮持平,🏦 投信日連買(15)-🔥 波段認養 | 🏦 投信週連買(3)-🌱 週線發動,,,,,,,,-9.95,-9.56,-116.0,-111.0,-4309.4,,,,,,,,,,,,,,,,-4318.0,-4139.0,,,🚨 劇減,-1.65,-1.46,⚠️ 大減,-1.15,-1.9700000000000002,↘️ 微減,-0.43,-0.48,📉 小減,-0.55,-0.43999999999999995,,,,,,5.89,0,0.0,🔄 持平,1.19,0.0,➖ 持平,12.0,4.0,273.36400000000003
6122,擎邦,電機機械,09/18,51.2,-0.19,285.0,14.5,10.8,273.0,13.97,⏸️ 平量滯漲 (拋壓增大，高位見頂),-6.451612903225811,1.04,,,,6.00,,,,,,🔄 持平 (0%),🔥 強延續 (3.32%),💤 籌碼沉澱中,🔥 持續加碼 (0.01%),🌐 外資日連買(8)-⚡ 買盤點火 | 🏦 投信日連買(4)-🆕 試單觀察 | 🌐 外資週連買(6)-🚀 趨勢加溫 | 🏦 投信週連買(2)-🌱 週線發動,,,-0.93,-13.5,-11.0,-183.0,-56.3,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,,📈 小增,0.62,1.01,📈 小增,0.62,1.01,🔥 大增,1.39,1.7699999999999998,📈 小增,0.7,1.82,雙引擎 | 長短線,,,,,9.99,0,0.0,🔄 持平,0.0,0.0,➖ 持平,10.0,4.0,297.001
6123,上奇,資訊服務業,09/18,43.15,0.12,13.0,0.57,13.0,30.0,1.31,⚖️ 溫和震盪整理,-53.278688524590166,0.44,,,,2.80,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(3)-🌱 週線發動,,,,,,,,0.0,-9.96,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.05,🔄 持平,-0.0,-0.05,🔄 持平,-0.0,-0.05,↗️ 微增,0.03,0.5399999999999999,,,,,,18.6,34.7,0.0,🔄 持平,0.0,0.0,➖ 持平,5.0,4.0,17.0
6124,業強,電子零組件業,09/18,27.1,0.0,6.0,0.16,52.1,8.0,0.23,⏸️ 平量滯漲 (拋壓增大，高位見頂),-27.27272727272727,0.7,,,,51.00,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(6)-🚀 趨勢加溫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.03,🔄 持平,-0.0,0.03,🔄 持平,-0.0,0.03,🔄 持平,-0.0,0.03,,,,,,18.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,4.0,5.451
6125,廣運,電機機械,09/18,50.2,3.83,515.0,25.5,167.0,427.0,20.7,⚖️ 溫和震盪整理,39.34426229508197,1.23,,,,10.90,,,,,,🔥 強延續 (37.9%),,,,🌐 外資日連買(3)-🆕 試單觀察,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.02,-0.8,↘️ 微減,-0.01,-0.51,↘️ 微減,-0.01,-0.72,↘️ 微減,-0.01,-1.07,,,,,,12.1,4.15,0.0,🔄 持平,0.0,0.0,➖ 持平,7.0,4.0,262.0
6126,信音,電子零組件業,09/18,31.3,-0.95,1225.0,38.5,39.6,919.0,28.02,⏸️ 平量滯漲 (拋壓增大，高位見頂),-43.713450292397674,1.37,,,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,2.1,5.18,10.5,,,,,,,,,,,↘️ 微減,-0.03,1.75,↘️ 微減,-0.04,1.67,↗️ 微增,0.45,1.15,↗️ 微增,0.4,0.33,,,,,,9.52,86.5,0.0,🔄 持平,-0.13,0.0,➖ 持平,5.0,4.0,340.898
