排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 年度,政府 機構 (%),政府 機構 增減,僑外 投資 (%),僑外 投資 增減,本國金 融機構 (%),本國金 融機構 增減,本國 法人 (%),本國 法人 增減,本國 個人 (%),本國 個人 增減,庫藏 股票 (%),庫藏 股票 增減
1501,6242,立康,34.4,-0.25,-0.72,2026,0.0,0.0,0.48,-0.07,0.0,0.0,61.3,0.34,38.2,-0.28,0,0.0
1502,6243,迅杰,50.7,4.6,9.98,2026,0.0,0.0,2.08,0.85,0.0,0.0,21.0,-1.83,76.9,0.98,0,0.0
1503,6244,茂迪,21.9,1.5,7.35,2026,0.0,0.0,13.9,2.43,0.0,0.0,4.17,-0.62,82.0,-1.81,0,0.0
1504,6245,立端,75.7,2.0,2.71,2026,0.07,-2.54,5.04,-5.65,2.24,-1.23,24.7,0.67,67.9,8.75,0,0.0
1505,6246,臺龍,12.55,0.95,8.19,2026,0.0,0.0,0.3,-1.11,0.0,0.0,33.0,7.12,66.6,-6.0,0,0.0
1506,6259,百徽,29.7,2.7,10.0,2026,0.0,0.0,38.1,-2.14,0.17,0.17,0.44,-0.01,61.3,1.99,0,0.0
1507,6261,久元,73.4,2.7,3.82,2026,0.0,0.0,10.4,6.58,0.0,-0.49,28.6,2.24,61.0,-8.33,0,0.0
1508,6263,普萊德,145.5,5.0,3.56,2026,0.3,0.3,1.7,0.11,2.41,-0.04,29.7,0.24,65.9,-0.61,0,0.0
1509,6264,富裔,6.05,0.01,0.17,2026,0.0,0.0,0.03,-0.01,0.0,0.0,37.3,0.91,62.7,-0.9,0,0.0
1510,6265,方土昶,42.4,3.8,9.84,2026,0.0,0.0,1.86,-1.21,0.0,0.0,30.8,-2.35,67.4,3.56,0,0.0
1511,6266,泰詠,24.25,0.3,1.25,2026,0.0,0.0,2.16,-1.28,0.11,-0.07,19.4,0.18,78.3,1.17,0,0.0
1512,6270,倍微,27.75,1.75,6.73,2026,0.0,0.0,2.52,0.42,0.06,-0.01,7.32,-0.11,90.1,-0.3,0,0.0
1513,6271,同欣電,160.0,11.0,7.38,2026,0.0,0.0,27.9,10.7,6.36,-5.06,18.8,-1.29,46.9,-4.39,0,0.0
1514,6272,驊陞,24.0,0.4,1.69,2026,0.0,0.0,4.93,3.36,0.25,-0.33,12.0,-1.78,82.8,-1.25,0,0.0
1515,6274,台燿,1110.0,100.0,9.9,2026,9.19,7.63,31.5,2.92,17.3,3.45,7.87,0.67,34.1,-14.7,0,0.0
1516,6275,元山,41.55,1.15,2.85,2026,0.0,0.0,3.22,1.46,1.03,0.46,9.54,2.83,86.2,-3.78,0,-0.97
1517,6276,安鈦克,19.95,0.75,3.91,2026,0.0,0.0,1.33,0.79,0.07,0.06,44.2,-0.1,54.4,-0.75,0,0.0
1518,6277,宏正,80.2,5.5,7.36,2026,0.0,0.0,6.91,-0.05,1.0,-0.94,6.65,-0.87,85.4,1.86,0,0.0
1519,6279,胡連,116.0,4.0,3.57,2026,0.0,-0.56,6.63,-10.4,3.44,-4.98,7.96,0.94,82.0,15.0,0,0.0
1520,6281,全國電,51.8,0.0,0.0,2026,0.0,0.0,1.86,-0.38,2.49,-0.55,37.3,-0.13,58.4,1.06,0,0.0
1521,6282,康舒,42.4,3.55,9.14,2026,0.0,0.0,11.8,3.45,1.57,-0.14,23.4,0.76,63.3,-4.05,0,-0.02
1522,6285,啟碁,222.0,18.0,8.82,2026,4.82,-3.48,17.5,1.22,9.94,-6.99,27.8,-2.47,39.9,11.7,0,0.0
1523,6290,良維,208.0,18.5,9.76,2026,0.0,0.0,14.8,8.61,1.38,1.38,11.1,0.23,72.7,-10.2,0,0.0
1524,6291,沛亨,324.0,26.0,8.72,2026,0.0,0.0,3.37,3.2,1.05,1.05,45.8,1.44,49.7,-5.68,0,0.0
1525,6292,迅德,53.7,4.8,9.82,2026,0.0,0.0,0.72,-0.78,0.1,-0.02,39.2,0.73,59.9,0.7,0,-0.64
1526,6294,智基,26.95,0.65,2.47,2026,0.0,0.0,0.46,-1.29,0.01,-0.05,36.4,13.3,63.2,-11.9,0,0.0
1527,6405,悅城,35.3,3.2,9.97,2026,0.0,0.0,3.59,-1.22,0.0,0.0,21.6,0.8,74.8,0.42,0,0.0
1528,6409,旭隼,957.0,69.0,7.77,2026,0.48,-0.3,55.2,-13.1,1.74,0.33,15.6,-0.14,27.0,13.2,0,0.0
1529,6412,群電,76.5,1.1,1.46,2026,1.04,-0.15,4.23,-6.0,6.06,3.1,58.1,-0.82,30.6,3.87,0,0.0
1530,6414,樺漢,405.0,2.0,0.5,2026,2.29,-0.86,22.3,1.89,7.72,-1.78,37.4,0.14,30.2,0.61,0,0.0
1531,6416,瑞祺電通,87.1,0.6,0.69,2026,0.0,-0.07,3.5,-1.41,0.0,-0.03,34.9,0.29,61.6,1.22,0,0.0
1532,6417,韋僑,112.0,5.0,4.67,2026,0.0,0.0,10.5,0.98,0.0,-0.29,35.3,1.69,54.2,-2.38,0,0.0
1533,6418,詠昇,29.1,1.1,3.93,2026,0.0,0.0,7.02,6.49,0.0,0.0,35.9,32.5,57.1,-39.0,0,0.0
1534,6419,京晨科,123.5,10.0,8.81,2026,0.0,0.0,9.54,0.35,0.62,0.08,24.4,0.01,65.5,-0.44,0,0.0
1535,6426,統新,151.0,13.5,9.82,2026,0.0,0.0,9.94,-0.19,0.17,0.01,34.3,0.56,55.6,-0.38,0,0.0
1536,6431,光麗-KY,16.6,0.3,1.84,2026,0.0,0.0,56.4,1.53,0.0,0.0,2.53,-3.66,41.1,2.14,0,0.0
1537,6432,今展科,77.3,7.0,9.96,2026,0.0,0.0,2.91,1.73,0.07,-0.11,13.7,0.97,83.4,-2.59,0,0.0
1538,6435,大中,227.0,19.5,9.4,2026,0.0,0.0,10.5,4.08,5.6,0.46,43.9,0.46,40.0,-5.0,0,0.0
1539,6438,迅得,134.0,7.5,5.93,2026,0.41,0.41,5.6,-5.46,4.96,-4.83,19.3,-1.2,69.8,11.1,0,0.0
