排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 年度,政府 機構 (%),政府 機構 增減,僑外 投資 (%),僑外 投資 增減,本國金 融機構 (%),本國金 融機構 增減,本國 法人 (%),本國 法人 增減,本國 個人 (%),本國 個人 增減,庫藏 股票 (%),庫藏 股票 增減
628,2371,大同,25.25,0.95,3.91,2026,0.02,-0.45,9.01,1.8,0.36,-0.08,28.2,-6.42,62.4,8.37,0,-3.23
629,2373,震旦行,53.4,-0.6,-1.11,2026,0.0,0.0,1.24,0.41,0.0,0.0,76.9,0.35,21.9,-0.75,0,0.0
630,2375,凱美,121.0,4.5,3.86,2026,0.0,0.0,11.8,5.39,0.01,-0.36,18.0,-0.3,70.2,-4.72,0,0.0
631,2376,技嘉,324.5,0.0,0.0,2026,0.0,0.0,17.0,2.83,21.2,-4.54,17.3,-0.36,44.5,2.07,0,0.0
632,2377,微星,143.0,1.0,0.7,2026,0.0,0.0,13.8,-11.8,14.4,-9.81,7.6,-4.57,64.2,26.2,0,0.0
633,2379,瑞昱,704.0,21.0,3.07,2026,0.0,0.0,46.4,-4.74,26.5,3.31,11.6,-1.14,15.6,2.57,0,0.0
634,2380,虹光,19.0,-0.05,-0.26,2026,0.0,0.0,0.24,-0.01,0.0,0.0,11.2,-0.09,88.6,0.1,0,0.0
635,2382,廣達,296.5,5.0,1.72,2026,0.0,0.0,24.7,5.31,17.9,0.95,24.8,-1.14,32.6,-5.12,0,0.0
636,2383,台光電,4980.0,235.0,4.95,2026,9.36,0.9,42.6,7.12,16.9,-2.44,17.7,-0.98,13.4,-4.59,0,0.0
637,2385,群光,106.0,0.0,0.0,2026,0.0,0.0,20.3,-5.33,27.7,-0.76,18.3,-1.19,33.8,7.27,0,0.0
638,2387,精元,37.75,0.05,0.13,2026,0.0,0.0,7.52,-14.5,0.44,-0.17,19.1,3.17,72.9,11.5,0,0.0
639,2388,威盛,75.9,5.4,7.66,2026,0.0,0.0,15.3,0.36,0.03,-0.36,46.8,0.96,37.9,-0.96,0,0.0
640,2390,云辰,10.3,0.0,0.0,2026,0.0,0.0,2.15,-0.16,0.0,0.0,2.28,0.62,95.6,-0.45,0,0.0
641,2392,正崴,34.45,0.85,2.53,2026,0.13,-0.28,5.74,-2.84,0.1,-0.83,37.9,0.47,56.1,3.48,0,0.0
642,2393,億光,61.5,-1.0,-1.6,2026,0.13,0.03,31.7,8.47,11.2,-18.4,19.9,1.63,37.0,8.26,0,0.0
643,2395,研華,576.0,13.0,2.31,2026,0.0,0.0,32.6,-5.92,5.02,1.14,48.3,1.21,14.1,3.57,0,0.0
644,2397,友通,55.3,1.6,2.98,2026,0.0,0.0,11.4,-6.87,1.01,0.22,55.8,-0.76,31.8,7.4,0,0.0
645,2399,映泰,36.4,3.3,9.97,2026,0.0,0.0,6.33,-2.98,0.0,0.0,5.77,0.34,87.9,2.64,0,0.0
646,2401,凌陽,25.85,1.0,4.02,2026,0.0,0.0,10.1,-3.79,0.04,-0.54,1.6,-1.44,88.2,5.77,0,0.0
647,2402,毅嘉,53.2,1.4,2.7,2026,0.0,0.0,17.7,9.76,3.69,2.86,14.6,1.05,64.0,-12.4,0,-1.29
648,2405,輔信,15.8,0.0,0.0,2026,0.0,0.0,3.87,-1.05,0.0,0.0,5.18,0.82,91.0,0.23,0,0.0
649,2406,國碩,30.9,-0.25,-0.8,2026,0.0,0.0,11.6,5.53,0.19,-0.13,2.78,-1.28,85.4,-4.12,0,0.0
650,2408,南亞科,396.5,36.0,9.99,2026,1.13,0.81,12.4,4.24,5.04,0.56,59.6,-5.54,21.8,-0.06,0,0.0
651,2409,友達,23.9,-0.3,-1.24,2026,0.9,-1.04,11.3,-10.3,8.91,-4.05,13.3,0.26,65.6,16.7,0,-1.52
652,2412,中華電,139.0,-0.5,-0.36,2026,40.7,-0.04,17.7,2.17,14.3,-2.24,7.24,0.09,20.0,0.02,0,0.0
653,2413,環科,39.95,2.55,6.82,2026,0.0,0.0,4.25,0.94,0.0,0.0,12.8,-0.39,82.9,-0.54,0,0.0
654,2414,精技,57.3,-0.7,-1.21,2026,0.0,0.0,4.96,-0.05,0.02,-0.31,39.5,0.45,55.5,-0.09,0,0.0
655,2415,錩新,30.65,0.0,0.0,2026,0.0,0.0,20.8,-0.06,0.0,0.0,26.2,0.31,53.0,-0.26,0,0.0
656,2417,圓剛,40.0,0.7,1.78,2026,0.0,0.0,2.32,0.1,0.0,0.0,34.0,1.33,63.7,-1.42,0,0.0
657,2419,仲琦,24.0,0.45,1.91,2026,0.0,0.0,1.22,-0.24,0.0,0.0,62.8,0.34,36.0,-0.11,0,0.0
658,2420,新巨,54.4,0.6,1.12,2026,0.41,-0.37,6.37,-1.11,1.67,-0.14,6.07,-0.46,85.5,2.08,0,0.0
659,2423,固緯,72.2,-0.2,-0.28,2026,0.3,0.07,5.45,-0.63,0.27,-0.15,53.9,3.83,40.1,-3.12,0,0.0
660,2424,隴華,8.03,-0.17,-2.07,2026,0.0,0.0,2.99,-0.58,0.0,0.0,39.4,-4.65,57.6,5.23,0,0.0
661,2425,承啟,48.3,1.35,2.88,2026,0.0,0.0,9.3,1.54,0.0,0.0,26.8,0.09,63.9,-1.63,0,0.0
662,2426,鼎元,55.3,5.0,9.94,2026,0.0,-0.03,10.2,1.73,0.02,0.02,21.4,3.55,68.4,-5.27,0,0.0
663,2427,三商電,22.8,0.4,1.79,2026,0.0,0.0,3.25,0.32,0.13,-0.1,47.3,-1.15,49.3,0.93,0,0.0
664,2428,興勤,224.0,5.5,2.52,2026,0.0,0.0,14.9,-0.31,0.0,0.0,46.6,4.77,38.5,-4.45,0,0.0
665,2429,銘旺科,31.35,0.7,2.28,2026,0.0,0.0,3.09,-5.52,0.07,-1.38,22.8,-4.05,74.1,10.9,0,0.0
666,2430,燦坤,16.7,-0.25,-1.47,2026,0.0,0.0,2.49,-0.87,0.0,0.0,50.0,-0.33,47.5,1.2,0,0.0
667,2431,聯昌,10.1,0.05,0.5,2026,0.0,0.0,2.37,-5.95,0.0,0.0,34.9,-2.0,62.8,7.95,0,0.0
668,2432,倚天酷碁-創,28.25,-0.3,-1.05,2026,0.0,0.0,0.5,0.04,0.26,0.16,74.1,2.35,25.2,-2.55,0,0.0
669,2433,互盛電,41.8,-0.2,-0.48,2026,0.0,0.0,0.92,0.02,0.0,0.0,79.6,0.19,19.5,-0.21,0,0.0
670,2434,統懋,49.75,-3.45,-6.48,2026,0.0,0.0,1.09,0.14,0.0,0.0,45.4,2.16,53.5,-2.3,0,0.0
671,2438,翔耀,18.0,-0.05,-0.28,2026,0.0,0.0,0.44,-0.3,0.0,0.0,14.6,-1.62,84.9,1.92,0,0.0
672,2440,太空梭,15.6,0.35,2.3,2026,0.0,0.0,1.01,0.52,0.44,0.04,10.3,1.96,88.3,-2.52,0,0.0
673,2441,超豐,110.5,10.0,9.95,2026,1.16,0.03,11.4,-0.77,7.09,1.44,50.0,-1.01,30.4,0.32,0,0.0
674,2442,新美齊,19.2,-0.2,-1.03,2026,0.0,0.0,2.49,0.51,1.57,1.57,43.2,-0.51,52.8,-1.57,0,0.0
675,2444,兆勁,10.9,-0.05,-0.46,2026,0.0,0.0,0.5,-1.97,0.01,-0.22,9.94,0.1,89.6,2.09,0,0.0
676,2449,京元電子,233.5,10.0,4.47,2026,9.36,0.99,29.5,5.47,25.2,2.53,7.13,-0.75,28.9,-8.24,0,0.0
677,2450,神腦,28.65,-0.1,-0.35,2026,0.0,0.0,1.13,-1.73,0.11,0.04,70.9,-0.26,27.9,1.95,0,0.0
678,2451,創見,281.0,-12.0,-4.1,2026,1.06,0.18,10.5,1.77,7.88,-5.68,60.0,-0.02,20.5,3.74,0,0.0
679,2453,凌群,52.6,-0.6,-1.13,2026,0.0,0.0,3.87,-7.05,0.0,-0.4,4.28,1.15,91.8,6.3,0,0.0
680,2454,聯發科,3910.0,355.0,9.99,2026,0.0,0.0,55.8,-3.63,12.0,-0.15,8.13,1.54,24.1,2.24,0,0.0
681,2455,全新,321.0,29.0,9.93,2026,10.9,2.42,25.7,1.71,9.55,-1.76,4.14,-0.32,49.7,-2.04,0,0.0
682,2457,飛宏,22.3,1.15,5.44,2026,0.0,0.0,5.91,-3.81,0.11,0.03,1.93,-9.08,92.0,12.9,0,0.0
683,2459,敦吉,64.0,-0.5,-0.78,2026,0.0,0.0,17.0,0.22,9.65,-0.1,10.7,-0.8,62.7,0.68,0,0.0
684,2460,建通,30.4,0.1,0.33,2026,0.0,0.0,1.1,-0.14,0.1,-0.06,51.3,-0.1,47.6,2.25,0,-1.95
685,2462,良得電,19.85,0.05,0.25,2026,0.0,0.0,1.88,-0.09,0.0,0.0,33.8,-0.34,64.3,0.43,0,0.0
686,2464,盟立,147.5,13.0,9.67,2026,0.0,0.0,4.5,1.94,3.94,0.64,22.8,0.73,68.8,-3.3,0,0.0
687,2465,麗臺,75.5,2.1,2.86,2026,0.0,0.0,1.52,0.85,0.01,-0.58,29.4,-0.76,69.1,0.49,0,0.0
688,2466,冠西電,97.4,6.3,6.92,2026,0.0,0.0,10.6,-0.39,0.04,0.04,70.3,-5.6,19.0,5.95,0,0.0
689,2468,華經,33.0,0.5,1.54,2026,0.0,0.0,1.55,-10.4,0.0,-0.36,49.1,1.08,49.3,9.67,0,0.0
690,2471,資通,48.4,0.3,0.62,2026,0.0,0.0,5.43,-2.06,0.62,0.47,3.2,-0.31,90.7,1.9,0,0.0
691,2472,立隆電,230.5,10.5,4.77,2026,0.0,0.0,12.9,-0.17,2.27,-0.04,21.5,3.61,63.3,-3.4,0,0.0
692,2476,鉅祥,119.0,5.5,4.85,2026,0.0,0.0,8.88,0.86,0.07,0.07,23.8,1.32,67.2,-2.26,0,0.0
693,2477,美隆電,22.0,0.4,1.85,2026,0.0,0.0,23.6,-1.13,0.0,0.0,29.2,-0.02,47.2,1.15,0,0.0
694,2480,敦陽科,152.5,-13.5,-8.13,2026,0.86,-0.7,11.5,1.96,1.73,-1.95,10.5,0.04,75.4,0.65,0,0.0
695,2481,強茂,129.0,11.5,9.79,2026,4.26,4.15,21.7,9.45,4.63,2.98,19.4,1.44,50.0,-18.0,0,0.0
696,2482,連宇,16.3,0.2,1.24,2026,0.0,0.0,1.22,-0.51,0.0,0.0,25.5,0.08,73.3,0.44,0,0.0
697,2484,希華,63.6,2.5,4.09,2026,0.0,0.0,6.05,0.9,0.0,0.0,1.83,-0.88,92.1,-0.02,0,0.0
698,2485,兆赫,38.3,2.55,7.13,2026,0.0,0.0,2.16,-2.1,0.08,0.08,0.45,-1.97,97.3,3.99,0,0.0
699,2488,漢平,50.8,0.2,0.4,2026,0.0,0.0,6.56,-4.37,0.0,-0.28,23.7,6.98,69.8,-2.33,0,0.0
700,2489,瑞軒,27.9,1.2,4.49,2026,0.31,0.15,6.8,-3.57,0.27,0.19,16.8,4.49,75.8,-1.25,0,0.0
701,2491,吉祥全,24.05,1.1,4.79,2026,0.0,0.0,5.93,0.4,0.0,0.0,25.3,1.25,68.7,-1.65,0,0.0
702,2493,揚博,200.0,18.0,9.89,2026,0.0,0.0,4.3,0.23,0.33,-0.02,28.0,3.6,67.4,-3.81,0,0.0
703,2495,普安,35.3,0.75,2.17,2026,0.0,0.0,6.26,-5.77,0.31,-0.07,11.0,0.16,82.5,5.68,0,0.0
704,2496,卓越,59.5,0.4,0.68,2026,0.0,0.0,23.2,-0.96,0.26,0.12,12.2,-1.03,64.4,1.87,0,0.0
705,2497,怡利電,45.65,-0.1,-0.22,2026,0.0,0.0,2.54,-5.5,0.21,0.21,11.2,7.05,86.1,-1.77,0,0.0
706,2498,宏達電,39.9,-0.05,-0.13,2026,0.0,0.0,9.56,-2.35,0.82,0.03,15.5,-1.34,74.1,3.66,0,0.0
707,2501,國建,22.65,0.65,2.95,2026,0.11,-0.36,10.8,3.33,4.45,-2.57,55.9,0.41,28.8,-0.8,0,0.0
708,2504,國產,31.5,0.3,0.96,2026,0.01,-0.46,9.44,-0.8,12.8,-3.72,40.7,1.75,37.0,3.23,0,0.0
709,2505,國揚,17.8,-0.15,-0.84,2026,0.0,0.0,4.58,-1.5,0.0,0.0,70.4,2.1,25.0,-0.6,0,0.0
710,2506,太設,8.66,-0.09,-1.03,2026,0.0,-0.06,4.66,-0.76,0.02,-0.06,48.9,1.94,46.4,-1.05,0,0.0
711,2509,全坤建,13.05,0.05,0.38,2026,0.0,-0.01,1.26,-0.92,0.0,0.0,52.6,-0.89,46.1,1.82,0,0.0
712,2511,太子,8.5,-0.1,-1.16,2026,0.0,0.0,4.6,-2.66,0.0,0.0,49.2,0.16,46.2,2.5,0,0.0
713,2514,龍邦,12.6,-0.2,-1.56,2026,0.0,0.0,2.3,-0.95,0.0,0.0,73.3,-0.12,24.4,1.07,0,0.0
714,2515,中工,12.05,0.2,1.69,2026,0.0,0.0,10.5,-2.38,0.0,0.0,37.1,23.1,52.4,-20.7,0,0.0
715,2516,新建,13.95,-0.1,-0.71,2026,0.0,0.0,2.45,-3.99,0.0,0.0,17.9,1.96,79.6,2.03,0,0.0
716,2524,京城,35.6,-0.2,-0.56,2026,0.0,-0.02,0.74,-0.98,0.06,-0.44,50.5,1.39,48.7,0.49,0,-0.44
717,2527,宏璟,45.05,0.5,1.12,2026,0.0,0.0,41.7,-1.09,0.0,0.0,34.2,0.83,24.2,0.26,0,0.0
718,2528,皇普,19.5,0.1,0.52,2026,0.0,0.0,1.56,-1.02,0.0,0.0,64.3,-1.39,34.1,2.42,0,0.0
719,2530,華建,19.65,-0.25,-1.26,2026,0.0,0.0,3.86,-0.2,0.22,0.22,64.1,0.89,31.9,-0.9,0,0.0
720,2534,宏盛,17.15,0.05,0.29,2026,0.11,-0.39,6.91,-0.88,9.28,0.0,44.3,3.22,39.4,-1.95,0,0.0
721,2535,達欣工,89.4,1.2,1.36,2026,0.29,0.29,6.66,0.39,6.09,-0.79,29.7,1.74,57.2,-1.64,0,0.0
722,2536,宏普,18.05,-0.15,-0.82,2026,0.0,0.0,9.1,-0.26,0.19,-0.14,50.3,-0.63,40.4,1.03,0,0.0
723,2537,聯上發,11.05,-0.05,-0.45,2026,0.0,0.0,2.58,-1.23,0.0,0.0,35.9,-0.3,61.5,1.53,0,0.0
724,2538,基泰,9.48,-0.02,-0.21,2026,0.0,0.0,9.9,-2.52,0.0,0.0,15.4,0.37,74.7,2.15,0,0.0
725,2539,櫻花建,42.4,-0.25,-0.59,2026,0.0,0.0,2.07,-0.94,1.65,1.4,27.4,-0.05,68.8,-0.41,0,0.0
726,2540,愛山林,60.0,-1.0,-1.64,2026,0.0,0.0,1.62,-0.78,0.0,0.0,82.6,-0.75,15.8,1.53,0,0.0
727,2543,皇昌,37.45,0.45,1.22,2026,0.0,0.0,1.28,-2.92,0.07,-0.07,57.9,0.94,40.8,2.05,0,0.0
728,2545,皇翔,32.75,-0.05,-0.15,2026,0.0,0.0,2.64,-5.21,0.0,-0.05,60.1,-1.25,37.2,6.51,0,0.0
729,2546,根基,104.0,2.5,2.46,2026,0.0,0.0,3.31,0.88,0.54,-0.11,44.4,-0.29,51.8,-0.47,0,0.0
730,2547,日勝生,10.3,-0.2,-1.9,2026,0.0,0.0,13.9,-4.45,1.57,-0.36,23.0,-0.16,61.5,4.97,0,0.0
731,2548,華固,98.4,1.0,1.03,2026,1.2,-0.08,18.2,0.67,12.5,-1.74,24.3,-0.87,43.8,2.02,0,0.0
732,2596,綠意,30.45,0.6,2.01,2026,0.0,0.0,0.45,-0.97,0.0,0.0,48.9,-0.13,50.7,1.1,0,0.0
733,2597,潤弘,162.0,-1.5,-0.92,2026,0.2,0.2,3.72,1.29,0.64,-2.53,70.3,-0.71,25.1,1.74,0,0.0
734,2601,益航,6.24,0.08,1.3,2026,0.0,0.0,12.8,-0.29,0.0,0.0,11.9,-0.06,75.3,0.36,0,0.0
735,2603,長榮,207.5,3.5,1.72,2026,1.34,-0.21,20.4,-1.02,16.6,-1.59,8.88,0.57,52.8,2.25,0,0.0
736,2605,新興,31.2,0.85,2.8,2026,0.0,0.0,50.0,14.9,1.09,1.0,1.49,0.4,47.4,-16.3,0,0.0
737,2606,裕民,63.0,0.4,0.64,2026,1.03,0.58,10.9,2.08,13.3,-5.43,47.0,0.37,27.8,2.4,0,0.0
738,2607,榮運,47.15,0.0,0.0,2026,0.0,-0.66,9.48,-0.19,0.17,-0.08,46.7,5.48,43.7,-4.54,0,0.0
739,2608,嘉里大榮,28.85,-0.25,-0.86,2026,0.0,0.0,3.75,-1.3,0.51,-0.14,62.7,0.12,33.0,1.32,0,0.0
740,2609,陽明,50.8,0.0,0.0,2026,31.2,-0.02,15.2,-5.9,7.71,1.38,3.78,-1.38,42.1,5.93,0,0.0
741,2610,華航,22.45,0.05,0.22,2026,8.5,-0.05,15.0,-6.64,7.18,1.24,34.0,-0.97,35.3,6.43,0,0.0
742,2611,志信,13.45,0.1,0.75,2026,0.0,0.0,1.37,-0.57,0.0,0.0,42.5,-0.23,56.1,0.79,0,0.0
743,2612,中航,52.0,0.9,1.76,2026,0.0,0.0,4.13,1.13,0.01,-0.15,69.2,0.55,26.6,-1.53,0,0.0
744,2613,中櫃,20.0,-0.05,-0.25,2026,0.0,0.0,1.09,-1.61,0.0,-0.01,50.3,-10.4,48.6,12.0,0,0.0
745,2614,東森,18.2,0.05,0.28,2026,0.0,0.0,5.01,1.65,0.0,0.0,33.6,0.45,61.3,-2.1,0,0.0
746,2615,萬海,86.1,1.4,1.65,2026,0.34,-0.72,41.0,-1.09,0.62,-0.75,31.3,0.05,26.8,2.51,0,0.0
747,2616,山隆,13.35,0.0,0.0,2026,0.0,0.0,1.88,-0.34,0.72,-0.51,28.1,-1.77,69.3,2.62,0,0.0
748,2617,台航,28.55,0.1,0.35,2026,26.7,-0.11,9.08,3.62,1.19,-0.51,23.6,1.56,39.4,-4.55,0,0.0
749,2618,長榮航,43.7,0.4,0.92,2026,3.03,-0.29,24.7,-1.91,18.2,-6.29,21.8,0.67,32.3,7.81,0,0.0
750,2630,亞航,47.9,-0.4,-0.83,2026,0.0,0.0,3.82,1.73,0.0,0.0,60.0,-0.04,36.2,-1.69,0,0.0
751,2633,台灣高鐵,25.9,-0.15,-0.58,2026,45.1,0.0,9.47,-0.34,6.78,-0.74,24.2,1.86,14.4,-0.78,0,0.0
752,2634,漢翔,60.7,-1.2,-1.94,2026,37.2,-0.71,3.09,0.08,3.2,-1.27,2.77,-0.88,53.7,2.78,0,0.0
753,2637,慧洋-KY,83.0,4.7,6.0,2026,0.36,-0.22,16.7,6.49,8.85,-6.08,24.8,0.65,49.4,-0.84,0,0.0
754,2640,大車隊,147.0,-1.0,-0.68,2026,0.0,0.0,5.09,-2.41,5.74,0.29,52.4,0.73,36.8,1.39,0,0.0
755,2641,正德,16.9,0.15,0.9,2026,0.0,0.0,1.44,-3.69,0.0,0.0,19.9,0.51,78.7,3.18,0,0.0
756,2642,宅配通,20.0,-0.1,-0.5,2026,0.0,0.0,5.18,-0.34,0.0,0.0,56.0,-0.54,38.8,0.88,0,0.0
757,2643,捷迅,60.3,1.3,2.2,2026,0.0,0.0,1.42,-1.02,0.02,0.01,22.1,1.94,76.5,-0.92,0,0.0
758,2645,長榮航太,184.5,1.5,0.82,2026,0.0,0.0,5.88,-0.52,6.88,5.32,72.7,-0.72,14.6,-4.08,0,0.0
759,2646,星宇航空,21.35,-0.3,-1.39,2026,0.01,0.01,2.33,0.69,0.11,0.02,59.4,-0.47,38.2,-0.24,0,0.0
760,2701,萬企,10.6,-0.15,-1.4,2026,0.0,0.0,0.58,0.05,0.02,0.01,79.4,0.0,20.0,-0.06,0,0.0
761,2702,華園,12.6,0.0,0.0,2026,0.0,0.0,39.4,-0.06,0.0,0.0,23.4,-0.02,37.2,0.08,0,0.0
762,2704,國賓,47.4,-0.55,-1.15,2026,0.0,0.0,9.92,-1.95,0.87,-0.01,71.0,0.53,18.2,1.43,0,0.0
763,2705,六福,16.15,0.0,0.0,2026,0.0,0.0,1.56,-1.01,0.46,0.04,26.2,3.92,71.8,-2.94,0,0.0
764,2706,第一店,12.55,-0.05,-0.4,2026,0.0,0.0,2.71,-0.04,0.01,0.0,75.5,-0.01,21.8,0.05,0,0.0
765,2707,晶華,179.0,1.0,0.56,2026,0.55,-0.35,6.22,-0.67,4.13,-1.17,56.8,0.8,32.3,1.38,0,0.0
766,2712,遠雄來,14.4,-0.45,-3.03,2026,0.0,0.0,0.19,0.0,0.0,0.0,73.2,-0.02,26.6,0.02,0,0.0
767,2719,燦星旅,21.6,-0.15,-0.69,2026,0.0,0.0,0.12,-0.1,0.0,0.0,80.6,-0.3,19.3,0.4,0,0.0
768,2722,夏都,22.15,0.4,1.84,2026,0.0,0.0,0.3,-0.14,0.0,0.0,78.6,2.04,21.1,-1.91,0,0.0
769,2723,美食-KY,62.2,-1.0,-1.58,2026,0.0,0.0,46.6,-2.38,0.94,-0.69,4.9,0.91,47.6,2.17,0,0.0
770,2724,藝舍-KY,10.6,-0.05,-0.47,2026,0.0,0.0,15.1,-0.02,0.0,0.0,10.6,0.28,74.3,-0.27,0,0.0
771,2731,雄獅,146.5,-0.5,-0.34,2026,0.48,-0.7,25.3,19.9,6.14,3.72,10.9,-3.39,57.1,-19.5,0,0.0
772,2734,易飛網,14.5,0.1,0.69,2026,0.0,0.0,3.92,0.74,0.0,0.0,24.5,-0.09,71.5,-0.65,0,0.0
773,2736,富野,11.6,-0.05,-0.43,2026,0.0,0.0,0.61,-0.01,0.01,0.01,20.3,0.07,79.1,-0.08,0,0.0
774,2739,寒舍,34.55,-0.7,-1.99,2026,0.0,0.0,3.32,0.94,0.0,0.0,69.8,0.71,26.9,-1.66,0,0.0
775,2740,華軒,33.65,0.0,0.0,2026,0.0,0.0,1.96,-0.23,0.0,0.0,50.5,-14.7,47.5,14.9,0,0.0
776,2743,山富,56.4,-1.9,-3.26,2026,0.0,0.0,1.18,0.21,0.0,0.0,35.3,13.8,63.5,-14.0,0,0.0
777,2745,五福,87.7,0.1,0.11,2026,0.0,0.0,1.33,-0.28,1.32,1.25,38.9,0.1,58.4,-1.07,0,0.0
778,2748,雲品,38.2,-0.4,-1.04,2026,0.0,0.0,1.01,-0.25,0.77,-0.05,60.4,-0.02,37.9,0.32,0,0.0
779,2751,王座,51.6,0.1,0.19,2026,0.0,0.0,0.46,0.07,0.0,0.0,64.0,-0.41,35.6,0.34,0,0.0
780,2752,豆府,175.0,1.0,0.57,2026,0.0,0.0,1.23,0.0,0.0,0.0,61.2,0.19,37.6,-0.18,0,0.0
781,2753,八方雲集,179.5,-2.0,-1.1,2026,0.0,0.0,6.35,-0.54,1.85,-0.03,26.1,0.69,65.7,-0.12,0,0.0
782,2754,亞洲藏壽司,70.5,2.2,3.22,2026,0.0,0.0,68.1,-1.39,0.0,0.0,3.74,1.47,28.2,-0.08,0,0.0
783,2755,揚秦,102.0,-0.5,-0.49,2026,0.0,0.0,1.23,-0.03,1.32,-0.23,49.2,-1.72,48.3,1.98,0,0.0
784,2801,彰銀,25.4,0.2,0.79,2026,19.6,-0.68,18.4,4.67,22.1,-3.88,9.1,0.17,30.7,-0.28,0,0.0
785,2812,台中銀,20.65,0.15,0.73,2026,0.33,0.03,9.18,-1.86,7.4,-0.56,34.3,-1.81,48.8,4.2,0,0.0
786,2816,旺旺保,33.75,0.0,0.0,2026,0.0,0.0,1.91,0.27,0.0,-0.41,70.7,0.27,27.3,-0.14,0,0.0
